MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHREZ,KTWRT
100,4566005051,C002,K,ZNB,"",X,A,20240519,USER6,00014,00085,V280185,E,PT33,7,59,89,2.789,2.284,P001,002,USD,24.23393,"",20240519,20240419,20250519,20240529,20240608,20240618,20250519,3091550552,4859504211,REF5475,342381.4
300,4529299594,C002,K,ZNB,"","",C,20240208,USER34,00046,00039,V851879,D,PT37,18,57,82,0.804,1.517,P002,001,INR,52.10374,X,20240208,20240109,20250207,20240218,20240228,20240309,20250207,1178627901,7347757455,REF6958,45191.43
100,4519906164,C002,K,NB,"",X,A,20240211,USER86,00025,00032,V577983,E,PT22,18,47,81,4.13,0.778,P002,004,INR,19.39723,"",20240211,20240112,20250210,20240221,20240302,20240312,20250210,3082530894,7534044161,REF6615,67467.48
100,4585270820,C002,K,UB,"",X,A,20240613,USER53,00035,00096,V160329,F,PT22,30,40,76,3.275,1.889,P002,001,USD,8.44523,X,20240613,20240514,20250613,20240623,20240703,20240713,20250613,7793314522,2243234883,REF3869,235607.81
300,4556869762,C004,F,UB,"","",A,20240421,USER95,00074,00073,V864517,F,PT49,8,44,76,0.601,1.237,P002,001,EUR,8.70714,"",20240421,20240322,20250421,20240501,20240511,20240521,20250421,3615811704,9852452108,REF1747,206794.02
200,4544531965,C002,K,ZNB,X,X,A,20250414,USER91,00085,00073,V451768,E,PT58,0,50,64,3.485,1.433,P001,001,USD,74.95414,X,20250414,20250315,20260414,20250424,20250504,20250514,20260414,1919447073,7673873772,REF7034,37313.48
100,4580838012,C001,F,FO,X,X,B,20230823,USER74,00090,00080,V205041,F,PT16,26,44,73,2.844,2.074,P001,002,INR,26.64939,X,20230823,20230724,20240822,20230902,20230912,20230922,20240822,6032875885,2973115697,REF3869,329754.39
200,4530691028,C003,K,NB,X,X,C,20240805,USER64,00019,00083,V597838,D,PT54,24,41,74,3.902,1.333,P002,004,INR,8.5674,"",20240805,20240706,20250805,20240815,20240825,20240904,20250805,4718672404,1211321557,REF1154,224811.91
100,4523896640,C001,K,UB,"",X,A,20250211,USER85,00036,00069,V975884,D,PT43,24,44,69,0.128,1.395,P003,004,USD,56.10956,X,20250211,20250112,20260211,20250221,20250303,20250313,20260211,7567624149,4991492013,REF8577,378114.28
300,4546334257,C003,F,NB,"",X,B,20230721,USER46,00033,00088,V660619,E,PT58,18,36,69,1.119,2.543,P003,001,EUR,60.13527,X,20230721,20230621,20240720,20230731,20230810,20230820,20240720,2921632571,1385687362,REF3697,15043.05
100,4505117683,C002,K,FO,"",X,B,20250329,USER75,00040,00089,V896852,F,PT22,15,50,76,2.181,0.885,P002,002,INR,10.28683,X,20250329,20250227,20260329,20250408,20250418,20250428,20260329,5114789296,5391501748,REF3365,41573.42
200,4522979498,C003,K,ZNB,"",X,A,20250704,USER9,00095,00016,V852797,E,PT57,2,52,89,3.65,1.279,P003,003,USD,27.90134,"",20250704,20250604,20260704,20250714,20250724,20250803,20260704,8989100661,7112748690,REF5240,337444.03
300,4509697819,C001,F,NB,"","",A,20231213,USER4,00090,00029,V578700,F,PT11,7,49,68,2.705,0.553,P002,003,EUR,66.68088,X,20231213,20231113,20241212,20231223,20240102,20240112,20241212,3206723359,8664914982,REF1154,413128.1
100,4534451980,C002,F,ZNB,"",X,B,20230621,USER68,00080,00067,V446257,F,PT12,27,50,74,0.273,0.455,P001,001,USD,5.32501,X,20230621,20230522,20240620,20230701,20230711,20230721,20240620,4220465091,4389566209,REF5547,217418.79
200,4567322257,C003,K,UB,X,"",C,20240501,USER6,00084,00087,V810245,F,PT38,18,51,85,0.031,2.898,P003,003,USD,2.79879,"",20240501,20240401,20250501,20240511,20240521,20240531,20250501,3746316677,6828570538,REF7481,149092.71
200,4538327662,C001,F,UB,"",X,B,20230703,USER34,00075,00012,V712690,F,PT23,23,49,63,2.174,2.085,P001,001,USD,41.66792,X,20230703,20230603,20240702,20230713,20230723,20230802,20240702,3228826061,9553735822,REF5059,25489.74
300,4519680046,C001,K,NB,X,X,B,20240803,USER5,00024,00030,V104987,D,PT55,29,51,80,1.527,1.73,P003,002,USD,15.75712,"",20240803,20240704,20250803,20240813,20240823,20240902,20250803,2086231921,6693753060,REF3046,24115.82
100,4597945371,C003,F,ZNB,"",X,B,20250406,USER8,00046,00088,V675303,E,PT36,27,60,77,0.884,1.016,P003,004,INR,35.17502,X,20250406,20250307,20260406,20250416,20250426,20250506,20260406,6445471727,6637787841,REF6247,389713.72
100,4579624134,C001,K,UB,X,X,C,20240723,USER13,00022,00023,V717639,D,PT32,23,41,73,1.898,2.501,P001,002,EUR,73.98357,"",20240723,20240623,20250723,20240802,20240812,20240822,20250723,4898675052,2457601657,REF5115,365749.38
100,4561284442,C001,F,FO,X,"",A,20250301,USER55,00023,00056,V458295,F,PT56,29,41,72,4.593,0.327,P001,003,INR,0.88077,X,20250301,20250130,20260301,20250311,20250321,20250331,20260301,2488484286,3110489966,REF9979,460427.99
300,4542838209,C003,K,UB,"","",A,20250713,USER88,00025,00070,V542484,D,PT48,26,43,64,2.09,0.845,P001,002,INR,6.396,"",20250713,20250613,20260713,20250723,20250802,20250812,20260713,8892822695,1616767281,REF5177,434222.19
100,4511584303,C003,K,NB,X,X,B,20250909,USER90,00039,00060,V158109,D,PT26,14,41,86,1.998,0.788,P001,001,USD,81.97612,X,20250909,20250810,20260909,20250919,20250929,20251009,20260909,5824954888,2225643745,REF4358,132224.39
100,4525618995,C004,F,UB,"","",A,20250419,USER97,00072,00030,V819489,E,PT57,11,54,63,2.618,0.106,P002,002,INR,81.61935,X,20250419,20250320,20260419,20250429,20250509,20250519,20260419,9531569411,1109753005,REF8608,74278.22
200,4500102257,C004,K,UB,X,X,B,20250615,USER48,00030,00061,V895498,F,PT54,2,31,75,2.009,0.006,P001,004,EUR,66.71789,"",20250615,20250516,20260615,20250625,20250705,20250715,20260615,1038318324,6774972598,REF6038,481196.25
100,4579309617,C002,K,ZNB,"","",C,20250413,USER28,00023,00031,V147134,E,PT21,4,52,64,1.397,0.201,P001,003,EUR,58.754,X,20250413,20250314,20260413,20250423,20250503,20250513,20260413,9539820175,4060977045,REF4533,360678.88
300,4595343292,C002,F,NB,"",X,B,20240709,USER40,00022,00056,V229044,E,PT23,7,45,66,1.913,0.95,P002,003,INR,74.55799,"",20240709,20240609,20250709,20240719,20240729,20240808,20250709,5808763691,3483533090,REF9661,332993.54
100,4591858987,C003,F,NB,X,"",A,20240111,USER28,00053,00035,V941270,F,PT20,8,31,79,0.505,0.39,P003,002,INR,50.8873,X,20240111,20231212,20250110,20240121,20240131,20240210,20250110,1956980880,1832459494,REF1640,199091.06
100,4593755525,C004,K,FO,X,X,A,20260118,USER47,00031,00053,V674500,E,PT55,11,45,72,3.045,0.302,P002,003,EUR,47.77394,X,20260118,20251219,20270118,20260128,20260207,20260217,20270118,9950601099,4555074611,REF1960,28606.74
300,4513065640,C003,F,NB,X,X,C,20250612,USER31,00091,00032,V149009,D,PT56,15,36,60,0.432,2.242,P001,003,INR,39.51932,"",20250612,20250513,20260612,20250622,20250702,20250712,20260612,4319178480,6168992654,REF5802,110106.59
100,4536438181,C004,K,ZNB,X,X,A,20250420,USER16,00071,00036,V103857,E,PT24,22,52,82,2.96,2.429,P002,001,USD,9.32033,"",20250420,20250321,20260420,20250430,20250510,20250520,20260420,6429560406,9104423396,REF1154,223349.35
100,4535155542,C003,F,UB,"",X,B,20240610,USER57,00087,00035,V756800,E,PT48,26,37,66,3.294,2.266,P001,003,INR,33.79497,X,20240610,20240511,20250610,20240620,20240630,20240710,20250610,5325171622,4420367049,REF9027,392090.85
200,4501608189,C004,K,UB,"",X,C,20250816,USER19,00016,00083,V660553,D,PT37,21,58,85,4.163,1.322,P001,003,USD,24.84393,"",20250816,20250717,20260816,20250826,20250905,20250915,20260816,3131172784,6859103086,REF6182,397620.51
100,4586594753,C004,F,UB,"",X,B,20230804,USER58,00052,00015,V368452,E,PT37,8,58,69,1.327,1.173,P001,004,USD,70.64526,"",20230804,20230705,20240803,20230814,20230824,20230903,20240803,4338851661,6023317789,REF4222,37032.56
100,4527168281,C001,K,FO,X,X,A,20250707,USER68,00068,00021,V956810,F,PT56,0,41,72,2.626,0.765,P003,002,INR,35.17753,X,20250707,20250607,20260707,20250717,20250727,20250806,20260707,6015517231,6566052721,REF3894,393879.15
200,4585407853,C002,F,UB,X,"",B,20231118,USER39,00027,00021,V343137,E,PT44,21,50,64,0.944,1.778,P002,004,INR,13.45838,X,20231118,20231019,20241117,20231128,20231208,20231218,20241117,9849976453,5582654776,REF6222,269999.99
100,4526544453,C001,K,UB,"",X,C,20251005,USER51,00051,00052,V537446,F,PT10,19,48,79,3.32,1.125,P003,001,USD,52.41505,"",20251005,20250905,20261005,20251015,20251025,20251104,20261005,3815321106,1722802790,REF6780,61781.37
200,4548230810,C004,K,FO,X,X,A,20230716,USER51,00069,00068,V835390,F,PT33,2,34,79,1.86,1.38,P003,004,EUR,77.28362,X,20230716,20230616,20240715,20230726,20230805,20230815,20240715,4601574796,4313632910,REF2981,410561.94
100,4577712564,C004,K,FO,"","",C,20250118,USER13,00073,00056,V234536,F,PT28,8,42,89,4.391,0.004,P003,001,EUR,44.21174,"",20250118,20241219,20260118,20250128,20250207,20250217,20260118,3750480563,7440155534,REF1327,466948.62
200,4506265952,C001,K,FO,X,X,B,20251028,USER73,00099,00039,V797518,E,PT11,18,39,60,4.818,0.132,P001,002,USD,49.81551,X,20251028,20250928,20261028,20251107,20251117,20251127,20261028,7997334978,9075795059,REF4402,246113.5
300,4514873401,C003,K,NB,"","",A,20250531,USER96,00020,00068,V302846,E,PT20,27,45,60,0.405,2.556,P003,004,INR,65.7702,X,20250531,20250501,20260531,20250610,20250620,20250630,20260531,6393150614,8386286866,REF5002,28927.24
200,4506334489,C002,K,ZNB,"","",C,20241109,USER83,00070,00067,V669645,F,PT28,0,32,78,3.953,0.629,P002,001,USD,19.50558,X,20241109,20241010,20251109,20241119,20241129,20241209,20251109,7436740501,8681666178,REF7955,454617.4
100,4570718291,C004,K,FO,X,X,A,20230613,USER94,00043,00083,V502606,F,PT13,6,50,70,3.005,1.039,P001,001,INR,67.55269,X,20230613,20230514,20240612,20230623,20230703,20230713,20240612,4541108438,3370099312,REF6512,163308.97
300,4548701578,C001,K,UB,"",X,B,20250529,USER5,00026,00087,V611762,D,PT22,20,41,64,0.183,2.982,P001,003,EUR,8.99049,X,20250529,20250429,20260529,20250608,20250618,20250628,20260529,6966460513,2339927828,REF5312,459328.2
200,4572874608,C004,F,FO,X,X,C,20231105,USER1,00038,00081,V744953,F,PT31,7,50,88,3.542,0.572,P002,003,USD,63.70058,X,20231105,20231006,20241104,20231115,20231125,20231205,20241104,9885808134,3442899624,REF4740,455401.6
100,4548076667,C003,F,UB,"","",B,20250617,USER69,00053,00073,V655858,D,PT12,30,34,86,4.212,1.989,P003,004,INR,68.98723,"",20250617,20250518,20260617,20250627,20250707,20250717,20260617,2726774382,5829965479,REF2515,98490.49
200,4583955380,C004,K,ZNB,X,"",B,20250217,USER56,00084,00054,V224469,F,PT24,8,36,89,0.755,0.233,P003,002,INR,8.99906,X,20250217,20250118,20260217,20250227,20250309,20250319,20260217,9652089761,1229006003,REF7635,397434.64
100,4557718336,C001,K,FO,"",X,C,20251023,USER25,00034,00034,V103602,F,PT12,1,47,79,2.455,2.718,P003,003,USD,1.25428,X,20251023,20250923,20261023,20251102,20251112,20251122,20261023,2176458467,5190747940,REF8292,176777.56
100,4557217648,C003,F,NB,"",X,B,20251219,USER84,00080,00051,V788959,F,PT13,28,41,60,0.708,1.068,P002,004,EUR,36.64686,X,20251219,20251119,20261219,20251229,20260108,20260118,20261219,6280437163,5075706936,REF2414,199417.82
200,4519273351,C004,K,UB,X,"",C,20230821,USER8,00019,00043,V568113,F,PT23,21,38,79,0.91,1.872,P002,001,USD,4.02924,X,20230821,20230722,20240820,20230831,20230910,20230920,20240820,4626553512,5093094520,REF5021,441718.11
300,4578090699,C002,F,UB,X,X,B,20240914,USER98,00045,00088,V424668,D,PT31,7,56,72,1.299,1.502,P003,003,INR,25.45635,"",20240914,20240815,20250914,20240924,20241004,20241014,20250914,4408861532,9489294640,REF9013,23331.3
300,4599762300,C004,K,FO,"",X,A,20250430,USER91,00011,00099,V351248,F,PT11,1,38,76,2.906,1.791,P001,001,EUR,31.29592,"",20250430,20250331,20260430,20250510,20250520,20250530,20260430,2437008826,9224113858,REF8177,415402.92
200,4595380903,C001,K,UB,X,X,A,20250429,USER53,00080,00054,V527094,E,PT45,30,39,74,2.837,1.172,P002,004,INR,35.27582,"",20250429,20250330,20260429,20250509,20250519,20250529,20260429,2694221882,4698191882,REF6856,142152.12
100,4573344829,C002,K,UB,"",X,A,20250706,USER78,00022,00063,V513303,E,PT42,13,32,71,1.34,1.295,P002,001,INR,50.64554,X,20250706,20250606,20260706,20250716,20250726,20250805,20260706,9619147355,5266566309,REF9583,294028.84
300,4558055011,C001,F,ZNB,X,X,A,20250419,USER59,00020,00053,V736322,D,PT26,3,40,68,2.168,0.468,P001,004,USD,65.33082,X,20250419,20250320,20260419,20250429,20250509,20250519,20260419,4778806900,3385241357,REF8745,171647.33
300,4593779235,C001,K,FO,X,X,C,20231015,USER65,00060,00034,V283943,D,PT35,3,41,70,3.079,1.432,P002,004,INR,26.12023,X,20231015,20230915,20241014,20231025,20231104,20231114,20241014,8936498731,5570520141,REF4953,303201.38
300,4591928082,C004,F,NB,X,X,A,20251027,USER67,00058,00085,V512926,E,PT13,28,59,61,1.487,2.785,P003,001,EUR,8.03374,"",20251027,20250927,20261027,20251106,20251116,20251126,20261027,5182678178,3172565789,REF1265,496372.37
200,4518757189,C004,F,ZNB,"",X,B,20231211,USER87,00089,00060,V851454,E,PT17,12,35,71,0.291,1.386,P002,004,USD,9.82228,"",20231211,20231111,20241210,20231221,20231231,20240110,20241210,6789483936,9724499581,REF4052,450109.35
100,4544980794,C001,F,UB,X,"",B,20250117,USER79,00052,00078,V574414,D,PT49,17,38,60,1.801,0.759,P002,004,EUR,26.8114,X,20250117,20241218,20260117,20250127,20250206,20250216,20260117,7963792221,6464012169,REF7799,381416.4
300,4548978190,C003,F,FO,"",X,A,20250609,USER24,00028,00054,V324333,E,PT11,11,51,77,2.06,0.995,P001,001,USD,25.14109,"",20250609,20250510,20260609,20250619,20250629,20250709,20260609,5959772328,1358979533,REF3292,394803.55
300,4547862065,C001,F,ZNB,X,"",B,20250603,USER69,00042,00073,V970333,E,PT23,1,33,90,0.824,0.258,P001,003,USD,10.59193,"",20250603,20250504,20260603,20250613,20250623,20250703,20260603,9041828138,3690645297,REF5455,225549.98
200,4523564939,C003,K,FO,X,"",C,20230821,USER73,00074,00054,V989762,F,PT10,22,41,81,4.044,2.614,P002,004,USD,31.53198,X,20230821,20230722,20240820,20230831,20230910,20230920,20240820,6077106108,8401023672,REF1786,224996.0
100,4532481352,C001,F,NB,X,X,C,20240727,USER91,00082,00059,V599524,F,PT16,3,34,69,1.864,0.263,P001,004,INR,78.81068,X,20240727,20240627,20250727,20240806,20240816,20240826,20250727,4485397641,7183912760,REF1847,142622.78
200,4508224315,C001,K,UB,"",X,B,20240413,USER75,00048,00085,V477502,E,PT43,8,54,80,2.742,2.017,P003,004,USD,62.92331,"",20240413,20240314,20250413,20240423,20240503,20240513,20250413,5224061404,3463962006,REF4785,364832.32
100,4555697545,C003,F,ZNB,"",X,C,20230610,USER75,00087,00095,V740220,E,PT45,25,46,73,0.665,0.04,P001,004,INR,49.15457,X,20230610,20230511,20240609,20230620,20230630,20230710,20240609,4929008990,4396295892,REF3638,322853.17
100,4519455707,C002,F,NB,"","",B,20230825,USER84,00025,00015,V894131,E,PT41,13,53,78,3.86,0.553,P001,002,USD,39.0887,X,20230825,20230726,20240824,20230904,20230914,20230924,20240824,7103395581,5010918480,REF6634,486734.54
200,4574196865,C001,K,FO,"",X,B,20230730,USER8,00017,00035,V213755,D,PT49,16,40,69,1.818,2.256,P001,001,USD,69.08094,X,20230730,20230630,20240729,20230809,20230819,20230829,20240729,6310353609,5491550626,REF9828,354200.67
200,4583126406,C003,F,ZNB,"","",B,20250225,USER63,00082,00080,V188847,D,PT35,11,51,61,1.472,0.277,P003,004,INR,10.98768,"",20250225,20250126,20260225,20250307,20250317,20250327,20260225,9077066442,3379433250,REF1156,31520.11
300,4580907830,C004,K,FO,"","",A,20240501,USER96,00049,00016,V223135,E,PT28,22,60,75,3.614,2.188,P003,003,EUR,18.0934,"",20240501,20240401,20250501,20240511,20240521,20240531,20250501,2977867915,4045566040,REF6432,124926.77
200,4576996119,C004,K,NB,X,X,C,20240108,USER68,00038,00028,V575580,D,PT42,10,45,64,4.472,1.665,P003,003,EUR,62.28515,X,20240108,20231209,20250107,20240118,20240128,20240207,20250107,6562167798,4706386594,REF9850,294173.74
200,4529265884,C004,F,UB,X,X,A,20251013,USER64,00098,00042,V204890,D,PT15,15,56,76,1.315,2.886,P001,001,INR,17.64971,X,20251013,20250913,20261013,20251023,20251102,20251112,20261013,1834741831,3632565636,REF3367,362785.57
100,4549347760,C004,F,NB,X,X,B,20251012,USER62,00051,00084,V110673,F,PT44,15,40,62,3.434,1.998,P001,003,INR,58.73967,X,20251012,20250912,20261012,20251022,20251101,20251111,20261012,6606948079,1069199041,REF3018,436154.02
100,4520483354,C002,K,UB,X,"",A,20230811,USER74,00088,00095,V265490,D,PT41,15,59,71,4.315,0.957,P003,004,EUR,39.49738,"",20230811,20230712,20240810,20230821,20230831,20230910,20240810,2592515228,2333792278,REF7870,206120.99
300,4507686432,C003,K,NB,"","",B,20251010,USER43,00057,00042,V347770,E,PT17,26,58,82,0.01,0.868,P001,004,INR,32.04422,"",20251010,20250910,20261010,20251020,20251030,20251109,20261010,9014991240,8566507897,REF4695,143987.85
200,4581623487,C001,K,ZNB,"","",B,20230907,USER46,00079,00030,V768135,D,PT56,30,30,74,2.671,0.805,P003,002,USD,70.51558,X,20230907,20230808,20240906,20230917,20230927,20231007,20240906,9890028793,7687336267,REF5831,347145.93
100,4592023507,C002,F,FO,"","",A,20230807,USER59,00012,00057,V953281,E,PT50,19,54,88,3.421,0.156,P001,001,EUR,17.62298,"",20230807,20230708,20240806,20230817,20230827,20230906,20240806,2773000702,9210030938,REF8791,407074.56
300,4551416099,C001,F,NB,"",X,C,20260123,USER29,00012,00090,V649885,D,PT56,4,57,61,3.867,2.877,P003,003,EUR,66.41959,X,20260123,20251224,20270123,20260202,20260212,20260222,20270123,9935527498,7430268787,REF2855,275734.26
300,4592462740,C004,F,FO,X,"",C,20231018,USER16,00082,00041,V160947,E,PT50,13,48,82,1.983,0.488,P002,001,USD,58.59218,X,20231018,20230918,20241017,20231028,20231107,20231117,20241017,8765590846,4805257658,REF3672,464225.84
100,4568075717,C004,K,UB,"","",A,20250902,USER2,00031,00089,V807838,D,PT17,4,36,69,3.645,1.732,P001,003,INR,3.98135,"",20250902,20250803,20260902,20250912,20250922,20251002,20260902,4295997188,3253873419,REF4204,300456.55
300,4543192690,C004,F,ZNB,X,"",A,20250618,USER18,00022,00050,V694877,E,PT29,12,57,71,0.927,2.873,P003,001,INR,6.3906,"",20250618,20250519,20260618,20250628,20250708,20250718,20260618,1560976042,4989577027,REF8027,437468.42
300,4532258944,C004,F,NB,X,X,B,20230918,USER84,00085,00074,V567695,E,PT16,13,32,74,3.361,1.522,P002,001,INR,56.06364,"",20230918,20230819,20240917,20230928,20231008,20231018,20240917,6708021058,7198423172,REF7097,217796.52
300,4554361591,C003,K,UB,"","",B,20230604,USER34,00082,00027,V931416,F,PT27,19,38,60,3.849,2.977,P002,003,INR,25.30521,"",20230604,20230505,20240603,20230614,20230624,20230704,20240603,3716588545,8284916397,REF1334,316032.67
100,4598161543,C003,K,NB,"",X,C,20241225,USER32,00066,00084,V754289,D,PT47,11,45,81,0.051,1.228,P002,001,INR,45.27588,X,20241225,20241125,20251225,20250104,20250114,20250124,20251225,4558319438,6145854754,REF5685,306504.37
200,4566618018,C002,K,NB,"",X,B,20260103,USER99,00017,00088,V237070,D,PT32,26,36,68,4.269,0.497,P003,003,EUR,66.62039,X,20260103,20251204,20270103,20260113,20260123,20260202,20270103,8681229538,5537260741,REF8967,442419.62
100,4560267631,C004,K,ZNB,"",X,B,20240927,USER69,00053,00053,V594615,D,PT14,25,47,84,2.872,1.129,P003,001,INR,50.11711,"",20240927,20240828,20250927,20241007,20241017,20241027,20250927,3605976905,2212818690,REF1164,27128.57
100,4521845253,C002,K,UB,X,"",C,20250801,USER27,00097,00099,V175220,D,PT60,12,36,77,4.716,1.615,P001,004,INR,9.96127,"",20250801,20250702,20260801,20250811,20250821,20250831,20260801,9891185970,5650577708,REF3928,334825.82
200,4562390625,C001,K,NB,"",X,C,20250728,USER54,00015,00070,V759435,D,PT49,16,31,70,1.082,0.903,P001,002,INR,13.50153,"",20250728,20250628,20260728,20250807,20250817,20250827,20260728,2988702624,8890358613,REF7971,392276.56
100,4565455808,C004,F,UB,X,X,B,20240516,USER96,00053,00010,V559613,F,PT14,11,46,80,4.461,0.894,P003,004,INR,54.59784,X,20240516,20240416,20250516,20240526,20240605,20240615,20250516,7436598812,1935778473,REF2775,87552.82
200,4595540561,C004,K,ZNB,X,X,B,20240810,USER9,00052,00024,V640648,E,PT52,5,45,74,0.486,0.876,P001,004,EUR,82.65309,"",20240810,20240711,20250810,20240820,20240830,20240909,20250810,3913840092,3858544595,REF6799,31019.09
200,4590529293,C001,K,UB,X,X,B,20240129,USER70,00066,00034,V489935,D,PT12,30,40,62,4.206,2.412,P002,004,EUR,62.9156,X,20240129,20231230,20250128,20240208,20240218,20240228,20250128,5916295161,7270748890,REF2169,333897.55
200,4519534757,C001,F,FO,X,X,C,20240227,USER47,00034,00069,V431608,F,PT51,11,40,85,2.099,1.491,P003,001,INR,22.07022,X,20240227,20240128,20250226,20240308,20240318,20240328,20250226,9729955919,5503097564,REF5319,289819.7
300,4558955633,C002,F,ZNB,"","",A,20231103,USER56,00063,00095,V348513,E,PT51,7,45,63,0.753,2.347,P002,003,INR,27.54968,"",20231103,20231004,20241102,20231113,20231123,20231203,20241102,9661998265,8021697162,REF9202,163540.72
