AENAM,BISMT,BREIT,BRGEW,BSTME,DATAB,EAN11,ERNAM,ERSDA,GEWEI,HERKL,HOEHE,KZKFG,LAEDA,LAENG,LIQDT,LVORM,MANDT,MATKL,MATNR,MBRSH,MEINS,MFRNR,MSTAE,MSTDE,MTART,NTGEW,PRDHA,PSTAT,QMPUR,SPART,VOLEH,VOLUM,VPSTA,XCHPF
qperry,980281876491635455,72.245,389.89,KG,20240124,7419687469820,torresrichar,20260102,KG,DE,70.035,"",20240422,33.021,20220215,"",100,835048078,689543884957875990,A,M,1000000267,02,20200829,FERT,331.542,413464645990315034,K,"",03,M3,0.167,K,""
floresandrew,570293624050077310,85.527,41.465,EA,20250611,2599923206048,myersmatthew,20250128,KG,US,61.623,"",20250129,3.889,20251003,"",100,985771357,660114201479252213,C,L,1000000111,03,20221204,HALB,39.075,281278980590061455,K,"",01,M3,0.02,K,X
derrickbrook,518721907236524419,3.979,426.665,L,20250412,7494905830041,whitneyjenni,20211214,KG,US,81.779,"",20210410,39.774,20240530,"",100,198746991,335796277047883271,M,EA,1000000446,03,20210418,HALB,400.931,515338884836020324,K,X,01,M3,0.013,K,X
kristin61,904770428866320275,65.253,406.329,EA,20240619,6328957475343,kellytony,20231102,KG,CN,79.267,X,20210515,4.351,20250330,"",100,161474133,885304926401367438,A,KG,1000000406,03,20230526,ROH,343.402,573591078394074752,K,X,01,M3,0.023,K,""
jbarber,653534586547520644,14.935,478.388,M,20250504,8229654500430,kathrynbrown,20230510,KG,IN,58.417,"",20201113,10.01,20210502,"",100,733397763,602913915708148583,M,KG,1000000185,03,20220114,HALB,397.685,238243054673740532,K,"",01,M3,0.009,K,X
ojacobs,734700088338748081,3.089,33.516,EA,20260109,6252075350945,dennisbrown,20240126,KG,IN,21.391,X,20250816,4.532,20210409,"",100,868985876,942427898181005204,M,EA,1000000425,03,20210416,ROH,25.663,343723664084344497,K,X,01,M3,0.0,K,X
brownvictor,677615294433445985,68.868,71.093,M,20250227,9556978875859,igarcia,20240428,KG,CN,37.728,"",20250422,36.478,20230515,"",100,254169795,663817685152616128,A,M,1000000353,02,20250612,FERT,58.17,403735520426991310,K,X,03,M3,0.095,K,X
kelsey59,209717542686708709,70.91,132.65,KG,20220405,2986195873028,christopher7,20240119,KG,CN,23.66,X,20230328,40.045,20221104,"",100,668700867,216170156725204334,M,KG,1000000272,02,20220708,HAWA,112.669,870764321928526154,K,X,02,M3,0.067,K,X
perrymichael,109460308409489271,84.884,93.202,M,20231213,8126885345189,grivera,20210820,KG,US,87.094,X,20260117,50.094,20220327,"",100,714691230,663975035562971016,A,EA,1000000495,01,20220228,HAWA,84.164,256594723700566409,K,"",02,M3,0.37,K,X
sancheztina,628860836040155213,56.354,457.725,KG,20240919,9687744397854,ffreeman,20211114,KG,IN,34.816,"",20230220,31.965,20220310,"",100,372555765,832089378784113896,C,KG,1000000491,01,20210805,HAWA,362.248,969880615500103763,K,X,02,M3,0.063,K,X
wrighterin,204140590433781846,82.93,284.945,L,20250730,4963774980886,lryan,20230211,KG,US,2.448,"",20210120,31.351,20220130,"",100,287289938,830294089263832833,A,KG,1000000267,01,20240708,FERT,256.114,974200672991035419,K,"",03,M3,0.006,K,X
fletcherdebr,261756326602116942,63.108,427.185,M,20231013,3705266220812,tonya66,20210918,KG,IN,1.75,"",20230929,52.197,20250125,"",100,508330462,746153374965064753,M,EA,1000000357,03,20210413,HALB,345.536,899361194553268918,K,X,01,M3,0.006,K,""
farrellranda,304358158324848319,12.771,479.292,M,20240925,9678612530420,jeffrey67,20240320,KG,IN,21.018,"",20240112,45.703,20231219,"",100,670462340,708326895652262454,A,L,1000000078,03,20240209,FERT,435.535,407512469425394634,K,X,01,M3,0.012,K,""
francismatth,429716074625616084,63.029,305.662,M,20230612,9340912113932,rmarquez,20240320,KG,DE,42.591,X,20220328,25.858,20220112,"",100,575372889,880458555532500700,M,M,1000000212,01,20210120,FERT,220.219,991235624053383457,K,"",02,M3,0.069,K,""
qsloan,701777006604478445,7.414,294.304,M,20210214,8082332636820,tbradford,20230220,KG,US,20.772,"",20250409,31.363,20250515,"",100,603630164,472316059641958289,C,KG,1000000026,02,20220923,ROH,249.964,738165752257307229,K,"",01,M3,0.005,K,X
johnsonmicha,368386351091107182,94.528,84.873,EA,20220702,7896586509022,reynoldspatr,20250522,KG,CN,76.999,X,20210310,99.995,20221018,"",100,154933113,275517879881138668,M,EA,1000000127,02,20220410,ROH,67.374,691480701712199247,K,"",02,M3,0.728,K,""
davisronald,755193922078841240,57.383,498.742,EA,20220101,7500372871616,dyerlorraine,20240920,KG,CN,84.317,X,20210502,30.001,20240509,"",100,965450501,486449561438784135,A,M,1000000006,01,20231228,HAWA,470.107,134028968334858818,K,X,02,M3,0.145,K,""
eclark,914688045699627851,81.699,108.912,EA,20210601,5386176616789,wilkersonwes,20240519,KG,DE,23.863,"",20210205,60.213,20220121,"",100,612761894,533005847997332819,C,EA,1000000220,01,20221031,HALB,101.119,577327469374750324,K,X,02,M3,0.117,K,X
taylorjose,335307390315468716,36.457,135.494,L,20241210,7686369597198,wilcoxjoseph,20220214,KG,IN,18.941,X,20210608,32.8,20230428,"",100,292847923,962254760507751934,M,M,1000000391,02,20230321,HAWA,103.569,840134308408947855,K,X,03,M3,0.023,K,""
kim05,949061378921870586,14.499,219.374,KG,20251221,6128577517677,ashley62,20230804,KG,US,34.696,X,20230411,21.473,20250926,"",100,908594494,433269074272781715,M,M,1000000485,01,20220922,ROH,191.849,433181862445262666,K,X,01,M3,0.011,K,X
mckinneyjenn,149883381914646095,22.31,299.568,KG,20211228,6222735453322,samanthasmit,20240227,KG,IN,44.224,X,20241220,12.616,20201029,"",100,185676816,283440369449769615,M,KG,1000000482,01,20231112,ROH,213.046,600509687776523175,K,X,01,M3,0.012,K,X
harveylaura,215094798262380865,55.768,303.048,L,20201030,2150185040647,elizabeth14,20210510,KG,US,83.397,"",20230815,11.645,20231224,"",100,308539884,506576433775680686,C,L,1000000274,02,20230424,FERT,259.058,216073451259660325,K,X,01,M3,0.054,K,X
jillwatson,723169758014754357,73.212,27.98,KG,20231212,4531395229689,roconnor,20241225,KG,IN,70.233,X,20211111,99.831,20240526,"",100,108211496,212008500942067481,A,KG,1000000444,01,20221127,HALB,21.141,902020484482523370,K,X,02,M3,0.513,K,X
adamskara,485053071833874551,21.361,278.535,KG,20200923,4693889125842,timothy54,20210716,KG,US,8.729,X,20210131,54.464,20240205,"",100,733397763,962860393975039415,A,M,1000000188,03,20240807,HAWA,241.893,945245436452293016,K,"",02,M3,0.01,K,""
danielle99,869610586364987697,97.227,24.591,EA,20250218,4788424183777,katie87,20260107,KG,IN,44.191,X,20230815,47.208,20230719,"",100,390145161,544575263432215411,C,L,1000000207,03,20210114,HAWA,21.56,356789239633395927,K,X,02,M3,0.203,K,""
johnsonmelis,730764192520165354,23.076,448.582,EA,20241217,8210064239612,ashley22,20240926,KG,CN,49.784,"",20220809,93.733,20210616,"",100,505922279,425538363084073976,M,EA,1000000270,02,20211009,HALB,389.185,326723004476515594,K,X,01,M3,0.108,K,X
cheryl53,933045996537969419,60.639,12.579,L,20220323,3607287279441,franklinbenj,20240702,KG,IN,53.879,X,20250423,24.819,20200823,"",100,452261041,552287362699588252,A,EA,1000000273,03,20220203,FERT,11.594,128800508367293739,K,X,02,M3,0.081,K,""
james73,352318463865040685,41.508,435.994,EA,20210204,7892231796221,david43,20241207,KG,CN,29.166,"",20231028,20.123,20251018,"",100,416248413,611660697194877416,M,KG,1000000005,03,20210427,FERT,355.518,989349791138156235,K,"",03,M3,0.024,K,X
bwolfe,541132412281040665,78.229,409.439,M,20210130,8704002874641,mdominguez,20220508,KG,DE,80.92,X,20220925,13.655,20201017,"",100,504123769,721706807892934572,M,M,1000000258,03,20220506,HALB,327.494,404416720118135533,K,"",03,M3,0.086,K,""
lukeedwards,557750377341302361,17.313,495.781,EA,20230514,9855115674771,ubarnett,20241023,KG,US,46.214,"",20210601,9.241,20211208,"",100,739456797,660045502085928681,A,EA,1000000267,02,20230812,FERT,375.409,233756031039741000,K,"",01,M3,0.007,K,X
alishawilson,256645103366756515,97.704,105.268,L,20250724,4016777250690,wheelerbrand,20240122,KG,IN,30.304,"",20200928,12.945,20241022,"",100,810867627,768395530328211904,A,EA,1000000376,01,20240630,HALB,97.162,324071731923525088,K,"",01,M3,0.038,K,""
pamelamcmaho,256366477474212746,29.628,164.243,EA,20230605,3520702888069,townsendaaro,20201106,KG,DE,45.202,X,20250711,3.405,20210306,"",100,415008388,665517842189007746,C,EA,1000000287,02,20210922,FERT,149.246,798293962026688331,K,"",03,M3,0.005,K,X
heather76,382545667316825591,2.797,89.609,EA,20231021,4960430003317,ulane,20240112,KG,DE,47.205,"",20221222,56.021,20201124,"",100,798786176,737695485203869760,C,L,1000000014,03,20250724,FERT,76.69,987784299682116166,K,X,02,M3,0.007,K,""
jordanshanno,822906250846959578,92.662,246.417,KG,20220226,3681948134903,barneslaura,20230818,KG,DE,95.832,"",20210703,37.275,20240614,"",100,644530791,632207447857737198,M,L,1000000123,02,20241023,HALB,175.687,888556741206910631,K,X,01,M3,0.331,K,X
lisamartin,609990777140756028,60.208,242.784,L,20240408,6596246627203,timothyhall,20240730,KG,DE,94.972,"",20250620,13.902,20230925,"",100,917857949,317427360486669960,M,EA,1000000335,02,20221210,HALB,184.938,129929759338089261,K,"",02,M3,0.079,K,X
johnsonlinda,465704160295200571,53.987,340.348,KG,20230130,3357836963221,debramartin,20240629,KG,DE,5.43,"",20250101,24.061,20230825,"",100,452261041,958222026858430950,A,KG,1000000087,02,20231020,FERT,253.909,294147216648370886,K,"",01,M3,0.007,K,X
bbarber,456248368785117996,51.393,342.263,EA,20230210,7531271650951,anthonyhayes,20231205,KG,US,69.87,"",20220814,41.015,20231119,"",100,504123769,326943329401267710,A,M,1000000119,01,20230125,ROH,282.72,972194484875965512,K,"",03,M3,0.147,K,X
jessicaalvar,937156093534572223,68.211,287.157,KG,20210525,8386624870540,icooper,20250102,KG,DE,19.112,"",20231115,9.034,20231013,"",100,486550732,790954435922708401,C,M,1000000474,02,20250916,HAWA,266.274,935235001614301252,K,X,02,M3,0.012,K,""
henrykara,346106571986483822,6.964,162.653,L,20240330,7190049666399,daniel70,20240429,KG,DE,2.492,X,20250920,72.041,20210601,"",100,249311213,423770393100987110,A,M,1000000166,01,20240813,FERT,134.66,567501159479465461,K,"",01,M3,0.001,K,X
garyhernande,110300097945678666,89.191,407.782,EA,20220424,9369032506662,walkerann,20231215,KG,DE,18.311,"",20210720,91.383,20250429,"",100,345029252,310821895245952942,M,L,1000000098,02,20250130,FERT,326.32,748672683606001591,K,X,01,M3,0.149,K,""
michael40,386278559522035967,29.53,150.452,EA,20250428,6442825652108,ctodd,20201113,KG,CN,56.529,X,20240120,78.33,20220125,"",100,853418451,267118094636185746,M,KG,1000000039,01,20220221,HAWA,111.812,628147565649264599,K,"",02,M3,0.131,K,""
brownangela,848663143833433774,43.729,319.927,EA,20211012,3070701482376,clarkkelly,20241029,KG,CN,61.999,X,20220325,26.119,20211216,"",100,161474133,551671082922164455,A,L,1000000265,01,20210403,HALB,297.94,684283676690323678,K,X,03,M3,0.071,K,X
yjones,770207924857553917,41.694,85.102,EA,20240605,7618777999776,hickmanapril,20200918,KG,US,34.111,X,20240412,79.251,20230924,"",100,561892320,738831181168722991,M,EA,1000000140,03,20251223,HAWA,69.539,302833156239110997,K,X,01,M3,0.113,K,X
robertspence,808652200257763281,8.071,430.929,L,20250523,3019488956629,munozemily,20251227,KG,US,31.514,X,20240816,73.738,20220714,"",100,154933113,398676498551713561,M,M,1000000235,02,20201002,FERT,406.598,843342355442465124,K,X,02,M3,0.019,K,X
jennifer95,477526139856963802,60.717,168.81,L,20241114,5824041036958,robbinsmicha,20240417,KG,US,96.879,"",20210129,89.712,20251205,"",100,174055867,385261692693517971,A,L,1000000202,02,20240308,ROH,129.114,817566843732866067,K,X,03,M3,0.528,K,X
kellywatson,381717965810195009,22.555,191.337,M,20230319,9380997908764,michael42,20250120,KG,IN,74.114,X,20210416,35.737,20240629,"",100,527316716,475885000709531336,A,EA,1000000330,02,20250928,ROH,168.974,130319244664979248,K,X,02,M3,0.06,K,""
kathyhernand,373516745773776139,25.836,108.425,EA,20230406,2221337734867,scottfoster,20250409,KG,US,6.939,X,20220128,43.63,20210519,"",100,782818745,447524619690621137,A,EA,1000000437,03,20220313,HALB,93.468,998335055895217424,K,X,02,M3,0.008,K,""
hopkinsnatal,214563230358600443,83.337,417.77,EA,20230419,4071305816447,clarkpamela,20220608,KG,IN,85.355,"",20250208,47.483,20220701,"",100,810632012,195300397991024375,C,M,1000000055,03,20210114,ROH,343.285,640997400872034906,K,"",03,M3,0.338,K,""
kimjohn,540266638091656978,68.655,98.815,KG,20200903,9740065241132,kelleygeorge,20250104,KG,DE,37.23,"",20220601,98.508,20201021,"",100,647468968,616171658873092073,M,L,1000000077,01,20200903,ROH,83.803,546082379128412124,K,"",03,M3,0.252,K,""
pthomas,635765402031096199,87.876,273.398,M,20211029,4150336093747,wilsonjoshua,20210213,KG,CN,78.569,X,20240420,66.329,20251129,"",100,171649276,892351524165766744,A,KG,1000000490,02,20220605,ROH,255.409,112615069607714788,K,"",03,M3,0.458,K,X
melaniemoore,310666033360531251,43.726,157.342,EA,20250813,8053014111569,audreyking,20201027,KG,CN,50.601,X,20240116,14.951,20220715,"",100,853418451,803416258207706674,C,EA,1000000421,02,20221213,HAWA,136.645,643323653918718385,K,"",01,M3,0.033,K,X
glasslisa,191615083572930718,73.949,297.483,EA,20210312,7156942723121,nicole17,20240405,KG,US,43.546,X,20211207,61.368,20250312,"",100,239043677,311557658228588819,M,EA,1000000432,03,20210407,FERT,251.229,887551203035032889,K,X,03,M3,0.198,K,X
sierrafergus,471997811422935037,36.218,65.069,L,20240418,9270381881126,gonzalezalli,20201016,KG,IN,99.496,X,20251118,90.369,20250705,"",100,733397763,161913009049254154,M,EA,1000000192,02,20220712,FERT,46.021,130587098929429758,K,"",01,M3,0.326,K,X
michaelhardy,781124721388765014,94.957,225.787,KG,20210101,7536281033221,tony49,20221114,KG,DE,44.53,X,20210706,51.118,20220703,"",100,955924228,775561780409570849,C,L,1000000084,02,20230425,HALB,214.443,862658684212352479,K,"",01,M3,0.216,K,X
gdavis,749237848090829543,85.545,152.918,KG,20220109,4960123593020,charlestaylo,20210327,KG,IN,55.025,X,20230530,84.56,20220831,"",100,217033708,411352033470203352,M,M,1000000207,01,20241012,HAWA,127.274,604613882327014758,K,"",03,M3,0.398,K,X
kelly58,751343879734268852,56.01,340.543,L,20240903,5832016706977,johnsonrebec,20250422,KG,CN,5.763,X,20240512,66.468,20231018,"",100,908594494,594326725245346547,C,KG,1000000169,03,20201214,HAWA,307.437,659330973170476967,K,"",02,M3,0.021,K,""
nathan03,577683402772469941,89.907,369.467,L,20230916,6562335820940,carl35,20240112,KG,US,45.609,X,20240317,90.344,20221204,"",100,199636801,957255103368603374,C,EA,1000000323,02,20221228,ROH,341.086,641290256196881225,K,X,01,M3,0.37,K,X
xsmith,145992556570066641,87.682,377.74,L,20240304,2171242932365,johnshannon,20251231,KG,US,36.468,"",20231201,61.872,20241017,"",100,324177855,131169294813491000,M,L,1000000460,01,20220618,HALB,274.282,428682736637151778,K,"",01,M3,0.198,K,X
tyler74,383141262567908775,42.426,116.413,L,20201201,7353828763728,matthew04,20230811,KG,DE,79.779,X,20220303,10.572,20220206,"",100,887148685,369700798130459870,C,KG,1000000141,01,20250714,ROH,93.998,136898085678758814,K,X,03,M3,0.036,K,""
ncook,389479189863175123,55.952,414.781,EA,20230219,4372060778128,qmoody,20220207,KG,DE,88.133,X,20230305,32.048,20221218,"",100,377693974,451426816163060007,C,KG,1000000332,03,20220405,HAWA,297.844,637795532618499323,K,"",03,M3,0.158,K,""
caroline40,837629006019558068,82.492,115.086,L,20211106,4017623699910,williambarre,20250826,KG,CN,42.921,"",20250620,50.595,20200918,"",100,695529054,996386745761575429,C,L,1000000311,03,20210125,FERT,81.629,156654166254436459,K,"",02,M3,0.179,K,""
dicksoncryst,963661925192292476,21.219,494.131,KG,20260111,5809231971792,hollythomas,20230929,KG,IN,41.803,X,20221127,97.243,20251214,"",100,128822045,448140706088895029,M,L,1000000223,02,20241128,HAWA,439.439,850738840564298965,K,X,03,M3,0.086,K,X
jeanette75,637850470125676928,29.523,151.568,KG,20240718,1785544776688,davidbeck,20240401,KG,CN,8.596,"",20251214,11.007,20230629,"",100,541367526,102540307745552575,C,M,1000000245,01,20211108,HAWA,122.689,221314793599156245,K,"",03,M3,0.003,K,X
wendymaxwell,982934495272006036,43.217,498.692,EA,20220912,4100160623405,dustinsmith,20200825,KG,CN,95.631,X,20220916,26.621,20230421,"",100,107994864,785041879143542694,M,EA,1000000227,02,20211128,HALB,452.629,389822840255366284,K,X,02,M3,0.11,K,""
arichardson,435549545026601779,34.037,130.011,KG,20220609,7967808183021,markreid,20250826,KG,DE,25.619,"",20240227,16.616,20200827,"",100,310575145,893060425741160195,M,KG,1000000253,02,20201217,FERT,108.793,787782925771724956,K,"",02,M3,0.014,K,X
kayla25,835877918391324385,76.673,13.505,L,20230815,7349517608496,stevenhall,20240423,KG,CN,61.656,X,20220803,49.663,20220410,"",100,395979359,388759383134341468,A,KG,1000000177,02,20251205,HAWA,11.261,529942805201419223,K,X,02,M3,0.235,K,""
barnettpaige,566022494099625647,51.781,290.919,KG,20230414,6014766062484,elizabeth38,20240320,KG,IN,73.738,X,20220427,51.443,20230924,"",100,486550732,819875649768002192,C,M,1000000480,02,20240421,FERT,274.556,522948349090569319,K,"",02,M3,0.196,K,X
brandttimoth,128372050270265792,3.588,178.734,L,20230924,6706412523463,gkent,20210324,KG,US,28.123,X,20231203,45.398,20221211,"",100,628370190,705021855427965158,A,L,1000000232,03,20250909,ROH,169.152,599254441335629347,K,"",03,M3,0.005,K,X
allengregory,823859058928968459,26.589,209.514,EA,20250910,9881931133364,zdowns,20210609,KG,CN,89.566,"",20211013,14.337,20251222,"",100,308096623,634890311780857002,C,KG,1000000471,02,20221124,HALB,189.333,573790102464681278,K,"",02,M3,0.034,K,X
richard62,213223793415422771,86.693,152.168,EA,20210212,1130218710972,poneill,20221130,KG,DE,35.452,"",20211203,43.327,20211224,"",100,845532012,157101484690620680,C,M,1000000135,03,20250726,ROH,139.232,128155127118003015,K,X,02,M3,0.133,K,""
peterswillia,832394164764296187,51.564,79.407,M,20211108,6221880349605,patrickroger,20241024,KG,DE,59.901,X,20210722,12.576,20240509,"",100,679178145,263373411149942735,C,EA,1000000429,03,20220305,ROH,59.544,927141692535166060,K,"",03,M3,0.039,K,""
paulblack,991529725545111555,52.87,422.582,L,20250220,6576058170884,garrettcathe,20250920,KG,CN,9.601,X,20210923,29.104,20211015,"",100,768547696,842949375442880893,C,L,1000000090,01,20250219,ROH,363.323,726784329334378129,K,"",02,M3,0.015,K,""
ofuller,392015689077925150,77.063,275.071,L,20250806,8416961076458,michael79,20230305,KG,DE,67.85,X,20230725,68.888,20230302,"",100,669401239,822952539299524994,A,L,1000000082,03,20250311,ROH,221.352,264024202287337447,K,"",01,M3,0.36,K,X
jgarcia,600414244571804050,85.856,420.65,KG,20240224,2903711404990,matthewwilki,20201022,KG,IN,9.776,"",20201107,97.91,20241118,"",100,249311213,378188965982143393,A,L,1000000289,03,20210114,HALB,379.882,640357222798064439,K,X,01,M3,0.082,K,X
thomasryan,658732486407676169,75.56,404.458,KG,20241011,9643192933774,warnold,20250223,KG,DE,56.486,"",20251116,65.237,20251227,"",100,892654949,926856959733625515,C,L,1000000273,03,20250728,FERT,337.825,940610709062918263,K,"",01,M3,0.278,K,""
crivera,991894324195800751,62.399,218.024,M,20220423,7256074509160,ihicks,20210331,KG,IN,89.639,"",20221017,51.366,20220106,"",100,538372552,628072587081729546,C,EA,1000000413,03,20250406,HAWA,162.31,658090259729215183,K,X,03,M3,0.287,K,""
kimberlywhee,207172933041255520,81.41,499.92,M,20220105,3866146898912,sara72,20240924,KG,DE,92.105,X,20220813,13.027,20210129,"",100,136632031,180553270776597064,A,M,1000000260,03,20241205,HAWA,422.389,182890764336731165,K,"",03,M3,0.098,K,X
ngonzalez,442782307822926592,88.239,134.999,EA,20250105,3465711884920,williamsgina,20231010,KG,CN,34.264,X,20211029,70.648,20250222,"",100,768547696,799026684850319000,C,EA,1000000254,02,20220504,ROH,100.597,435958525216499382,K,X,02,M3,0.214,K,""
