CHARG,ERSDA,LBDLL,LBEIN,LBFLL,LBFLQ,LBILL,LBILQ,LBINS,LBJIN,LBLAB,LBRUE,LBSPR,LBUML,LBVEI,LBVIN,LBVLA,LBVLL,LBVLQ,LFGJA,LFMON,LIFNR,MANDT,MATNR,SOBKZ,WERKS
B421852,20250611,20251218,44.749,003,001,003,003,318.655,2024,1631.879,"",X,133.611,36.527,300.804,1483.053,002,001,2022,07,V000738,100,848047516144473658,K,P009
B691239,20231218,20241122,116.804,001,002,001,003,256.462,2022,3155.287,"","",456.872,97.788,233.221,2592.078,001,001,2026,06,V000947,100,374265298342194455,"",P029
B576638,20240716,20231213,300.572,003,001,001,002,612.676,2025,4492.463,"",X,333.79,283.975,527.703,4047.185,003,002,2024,10,V000017,100,583971765437839140,K,P036
B953133,20240616,20230831,67.699,003,002,003,002,303.859,2024,3091.219,X,X,306.216,56.513,248.092,2886.116,003,003,2025,09,V000252,100,213802520846406282,"",P037
B708746,20250216,20250513,179.894,002,003,002,003,566.004,2026,3646.368,X,"",425.036,167.833,494.843,3143.409,003,003,2025,02,V000223,100,541497024136766475,"",P028
B900773,20241004,20240422,268.208,003,001,003,003,152.97,2026,2928.456,X,"",207.622,232.365,131.328,2381.161,003,001,2022,07,V000471,100,421230989889134554,"",P027
B424733,20250621,20230720,187.72,002,003,001,002,506.478,2026,4184.624,X,X,412.455,173.709,478.911,3910.769,002,001,2023,10,V000001,100,938485535824446029,"",P010
B650196,20260109,20250626,62.653,003,003,001,002,477.189,2024,4430.792,X,"",798.703,51.84,442.455,3803.122,002,001,2025,01,V000960,100,869437171964913676,O,P032
B967136,20231004,20250902,31.667,003,001,002,001,30.334,2026,350.212,X,X,43.66,25.804,27.198,323.132,003,003,2022,09,V000356,100,795668793952382349,O,P017
B943374,20240603,20251228,339.687,002,001,001,003,709.321,2022,4207.3,"",X,522.593,295.817,650.125,3748.15,002,001,2024,01,V000611,100,184831949995328056,"",P007
B596327,20240128,20240305,245.829,002,001,002,002,746.696,2024,4546.253,"","",422.42,210.389,650.194,3754.819,001,001,2024,11,V000154,100,216045991408304892,K,P033
B740888,20250524,20250922,203.809,003,003,003,002,390.322,2026,3548.326,"","",298.975,167.971,321.655,3145.509,002,002,2022,01,V000578,100,857743866756128753,O,P009
B753559,20240222,20251031,242.766,003,001,002,003,522.662,2023,3389.368,X,X,428.247,195.196,447.691,3169.538,002,001,2026,06,V000129,100,211529404769166947,"",P011
B868803,20230616,20251025,215.201,003,001,002,001,146.206,2024,2331.558,X,X,336.461,174.089,131.903,2096.034,001,001,2024,11,V000307,100,609001608649955177,O,P040
B443589,20231119,20231222,151.555,003,001,003,001,541.798,2022,3054.133,"","",338.206,140.621,480.543,2521.796,001,002,2024,11,V000450,100,504177536647393345,K,P043
B843218,20240802,20231109,43.077,002,001,001,002,156.857,2024,1010.647,X,X,155.747,36.511,147.713,923.334,001,002,2026,11,V000355,100,171428383206641954,O,P012
B598490,20240610,20230810,73.65,003,002,003,001,196.178,2026,2676.502,X,X,182.734,68.749,161.308,2316.283,003,001,2025,04,V000654,100,664403665684575113,K,P044
B821113,20250330,20250703,18.858,003,003,003,003,160.524,2026,1115.626,"",X,156.397,15.322,137.523,907.627,001,002,2023,07,V000220,100,117252542018421960,O,P020
B313734,20231004,20250729,207.315,002,003,003,002,513.428,2023,3431.274,X,"",434.251,180.689,460.095,3101.654,002,002,2025,08,V000575,100,466048156744392722,K,P029
B954494,20230602,20230928,73.08,001,003,002,002,780.02,2025,4177.57,X,"",713.617,69.178,725.227,3346.434,001,001,2024,08,V000716,100,507581275052548891,O,P009
B589321,20250429,20231115,74.056,001,003,001,002,405.596,2022,4297.854,"",X,842.658,60.697,325.569,3804.187,003,002,2024,04,V000505,100,767809442886145477,O,P010
B802585,20250715,20250918,84.108,001,001,001,002,94.792,2023,879.152,X,"",121.811,69.218,85.729,715.598,002,002,2026,12,V000850,100,673095969661461051,O,P026
B177670,20251216,20240522,21.177,001,001,002,002,151.478,2023,917.577,"","",102.399,18.467,132.705,823.3,003,001,2023,09,V000605,100,957290989737533176,K,P039
B824191,20231224,20231211,11.816,003,001,003,002,123.406,2023,695.122,"",X,49.858,10.109,108.276,639.6,001,002,2026,12,V000361,100,280750058589845644,"",P049
B629292,20240911,20231030,254.718,003,003,003,001,362.729,2024,2993.219,"",X,322.73,212.587,327.156,2401.801,001,001,2026,03,V000727,100,975892002585059612,K,P018
B254052,20240712,20240307,84.158,003,003,002,002,180.859,2025,1220.463,"","",62.917,75.515,150.957,1084.701,001,002,2026,05,V000457,100,280158201644096824,O,P016
B122584,20240528,20240324,68.826,001,003,003,002,333.404,2022,2709.78,X,X,538.83,65.235,290.046,2231.284,003,003,2025,06,V000913,100,662724824000121291,K,P033
B762564,20251003,20250122,41.947,002,002,002,001,636.887,2023,3579.572,"","",368.705,38.455,582.119,3033.247,002,003,2022,02,V000946,100,661182229070111504,K,P046
B282036,20230622,20251127,52.517,003,003,002,003,328.116,2023,1884.274,"","",314.742,42.637,291.506,1536.037,003,001,2022,08,V000694,100,134602157301764212,K,P012
B106785,20240902,20250610,153.947,001,003,001,002,252.169,2025,2652.607,X,X,347.581,141.628,216.398,2431.553,001,001,2025,11,V000059,100,994377033778356205,O,P033
B671962,20240207,20250211,58.302,001,001,003,001,151.367,2025,813.362,X,"",133.161,53.819,140.282,745.329,002,002,2025,03,V000139,100,740767056117152612,"",P025
B984131,20240227,20240104,314.34,001,001,003,001,671.963,2022,3558.446,X,"",236.337,262.561,601.587,3029.087,002,002,2025,01,V000783,100,834646058904695030,O,P036
B947644,20251103,20240429,76.437,003,003,003,002,235.62,2023,2156.149,"","",416.824,63.278,200.581,2041.377,002,003,2024,07,V000138,100,492247628655767004,K,P014
B968568,20251014,20250529,98.742,001,003,001,002,905.585,2023,4755.883,X,"",576.633,91.944,791.988,4148.375,002,002,2024,12,V000852,100,240418691455603898,O,P018
B372483,20250709,20230722,10.675,001,001,003,001,48.919,2026,546.945,X,"",94.874,9.406,41.426,454.202,001,001,2025,09,V000668,100,906032443446822787,O,P001
B620962,20250422,20240701,33.446,001,001,003,002,95.988,2025,1166.204,X,"",86.05,28.689,77.037,984.544,002,001,2026,04,V000971,100,174568928384648711,K,P029
B474196,20260207,20250501,48.493,003,002,003,001,211.67,2026,1503.726,X,"",145.147,41.925,175.653,1372.62,002,002,2026,07,V000438,100,638196092713241518,K,P030
B368856,20230815,20250429,67.203,002,001,002,002,201.496,2022,1196.96,"","",118.233,55.374,189.398,1134.553,001,003,2024,04,V000419,100,384297639054048782,"",P036
B206548,20230531,20251017,65.335,001,002,002,001,395.054,2024,2693.958,X,"",440.031,53.428,355.827,2308.985,002,002,2025,03,V000370,100,802163413838210299,K,P007
B710065,20230820,20250703,162.986,001,003,001,003,182.049,2025,1638.17,"",X,238.931,150.422,149.135,1412.199,002,003,2025,05,V000457,100,946779418710948104,"",P023
B970086,20250724,20231104,366.19,002,001,002,001,385.642,2025,3755.076,"",X,718.345,321.392,332.923,3211.997,002,003,2024,09,V000719,100,311148176501278900,"",P022
B580916,20230929,20250122,255.033,002,001,003,002,214.721,2022,2764.784,X,"",380.174,205.36,180.818,2585.719,003,002,2025,06,V000245,100,521115319646863820,K,P008
B982108,20230816,20251117,187.271,001,002,001,003,399.836,2026,2485.576,"","",354.459,150.615,366.687,2064.91,003,003,2026,05,V000759,100,385293768306715968,K,P050
B474806,20250305,20240420,280.86,001,003,001,002,588.283,2023,3644.787,X,X,672.28,233.707,478.393,3031.105,003,003,2026,03,V000546,100,915195277116024573,"",P038
B273701,20240507,20250407,152.305,003,001,002,002,333.173,2022,1682.918,X,"",132.736,125.592,290.975,1549.115,002,001,2024,01,V000652,100,649957400905964854,K,P033
B725975,20240405,20230925,452.068,003,001,003,001,414.417,2023,4584.858,"",X,500.935,390.405,355.453,3825.215,002,002,2026,08,V000108,100,386187667633632297,O,P023
B363014,20231024,20250130,454.534,003,001,003,003,600.2,2023,4805.784,"","",339.429,408.665,553.786,4284.354,003,001,2025,07,V000666,100,447880515345842984,K,P013
B919819,20230620,20240514,119.789,003,003,003,002,610.671,2023,4657.898,X,X,325.861,110.974,488.699,4329.193,001,003,2022,08,V000402,100,341422611774483302,"",P046
B713729,20240921,20230607,489.887,003,003,002,001,281.813,2024,4911.176,X,"",487.808,433.699,253.711,3939.574,001,001,2022,08,V000024,100,945593744314699050,"",P033
B698152,20230913,20231102,32.124,001,002,002,003,202.71,2024,1731.004,"","",251.599,25.921,187.626,1403.634,002,003,2024,11,V000591,100,580681602618002525,O,P045
B992714,20240702,20241026,55.238,001,002,002,003,122.453,2023,612.774,"",X,97.572,50.521,103.86,555.904,001,002,2023,09,V000106,100,351204997179323309,"",P013
B937743,20250201,20250306,117.672,002,003,002,002,972.198,2022,4876.544,X,X,264.385,109.992,886.798,4158.084,002,003,2023,04,V000060,100,766066388395846392,"",P033
B702603,20231112,20240714,359.833,003,002,003,001,684.377,2024,4278.075,"","",500.443,292.821,575.153,3599.8,002,003,2022,03,V000664,100,783550683881196336,"",P044
B913198,20240204,20250518,18.252,003,003,001,001,73.924,2024,1049.965,"",X,169.89,17.113,69.91,971.05,003,003,2025,04,V000432,100,546518979930571579,O,P012
B200306,20240511,20250611,196.949,003,001,002,003,415.288,2025,3673.371,X,X,184.396,170.338,392.273,3419.36,003,003,2024,04,V000713,100,798498436960959358,"",P041
B316055,20250804,20240214,212.81,003,001,002,002,336.395,2023,4205.84,X,"",785.731,174.27,294.146,3516.557,001,002,2025,01,V000250,100,580704602406586875,O,P022
B973166,20230529,20240605,126.655,003,002,002,003,276.237,2023,4967.744,X,"",369.594,104.751,261.984,4488.181,003,002,2024,06,V000826,100,922420379554618233,"",P020
B997544,20250727,20241203,63.365,001,003,002,003,47.252,2025,779.695,X,X,143.888,52.207,43.821,708.724,003,001,2023,12,V000058,100,459302047237616430,O,P050
B360925,20250705,20250213,25.376,003,001,003,002,419.413,2026,2112.448,X,X,394.841,22.939,369.146,1936.059,001,002,2026,12,V000490,100,705057311661918565,K,P027
B618369,20250524,20230618,108.037,003,002,001,003,530.565,2022,2744.343,"","",362.702,92.581,456.748,2201.908,001,002,2024,06,V000013,100,762804636609244001,O,P039
B365775,20240926,20240221,7.45,001,001,001,002,14.522,2023,198.344,"",X,15.637,6.846,12.962,168.539,002,002,2023,03,V000303,100,532429292490723271,K,P017
B461589,20260120,20251204,42.971,003,001,001,002,282.547,2026,3573.264,"",X,642.717,34.567,237.629,3207.454,001,002,2025,09,V000794,100,863669978419156585,"",P004
B744883,20250621,20240816,254.303,003,002,002,001,376.422,2024,4659.1,X,"",708.478,228.327,320.577,3950.39,002,001,2026,02,V000138,100,599111884989990134,K,P011
B388516,20250420,20240802,238.881,002,002,003,001,539.133,2026,2713.401,X,X,479.317,203.753,434.095,2492.294,002,003,2022,03,V000689,100,888672004031885471,K,P022
B540104,20251020,20240411,35.935,002,002,002,002,607.278,2024,3066.663,X,X,248.082,28.975,503.461,2682.331,001,002,2024,10,V000011,100,303334835178133145,"",P005
B929955,20260103,20240706,187.867,003,001,002,003,166.335,2022,2355.728,"","",444.736,166.054,134.021,2168.375,003,003,2023,06,V000099,100,394739858686211607,O,P031
B613595,20251003,20230806,9.249,002,001,002,003,45.737,2022,545.179,"",X,88.919,8.74,37.312,513.608,001,003,2023,08,V000219,100,159880813454036872,"",P017
B660735,20250901,20250706,193.049,002,003,003,002,258.366,2022,2388.963,X,X,297.471,159.112,208.177,2203.153,001,003,2023,07,V000628,100,244557127460887146,"",P022
B313669,20231120,20241126,236.794,002,001,002,002,611.355,2026,3183.842,X,"",238.035,206.043,552.527,2763.48,003,003,2024,05,V000100,100,172513131320177972,K,P049
B927010,20250314,20250411,2.551,002,001,003,001,12.537,2024,173.434,"",X,24.914,2.219,10.104,156.131,002,002,2025,09,V000070,100,423663890691031001,"",P019
B206922,20241217,20251123,6.417,001,003,003,003,33.967,2025,610.705,X,"",85.768,5.494,29.843,543.002,001,002,2023,05,V000537,100,442018844553573336,K,P021
B707964,20230909,20251215,355.519,002,002,002,002,611.607,2022,3659.754,X,X,294.041,301.904,521.397,3367.959,003,001,2026,11,V000656,100,995200320578971132,O,P005
B864410,20250222,20251123,212.501,001,003,001,001,606.134,2023,4005.824,X,"",329.664,194.318,561.953,3314.659,002,003,2024,06,V000249,100,945590623018475985,O,P006
B515482,20251022,20251201,152.211,001,001,002,002,177.5,2025,2286.383,X,"",174.38,143.404,161.942,2153.593,002,002,2022,05,V000088,100,675072325846992743,K,P041
B681141,20250311,20251120,240.372,002,003,003,003,250.697,2022,3195.788,X,"",368.386,214.833,216.67,2623.016,001,001,2024,10,V000251,100,673691773939005530,"",P018
B727587,20251210,20230728,1.43,003,001,003,003,11.086,2022,62.293,X,X,12.141,1.156,10.0,52.704,001,001,2026,09,V000405,100,168317623922771020,K,P033
B735081,20231228,20241013,16.445,001,003,003,002,50.674,2023,311.838,"","",40.431,14.13,42.014,251.555,001,001,2022,07,V000187,100,532527008991312309,"",P007
B961190,20240904,20240703,84.41,003,001,003,001,117.146,2024,1090.018,X,X,212.762,71.359,104.38,918.343,003,001,2026,03,V000503,100,331828056204820336,"",P039
B331168,20231030,20250514,44.003,003,001,002,001,210.096,2024,2200.602,X,"",153.81,41.748,186.422,1869.764,002,002,2022,09,V000057,100,509774528875671570,"",P031
B521476,20250902,20240215,76.305,002,002,002,002,234.714,2024,2441.916,X,"",283.717,64.116,195.761,2275.112,003,002,2024,07,V000260,100,391949330965066417,"",P030
B769922,20240615,20230908,404.815,002,003,001,001,913.997,2024,4989.527,"","",564.836,383.307,789.13,4055.984,003,003,2024,10,V000845,100,937441195395361864,O,P002
B541291,20250613,20250728,86.176,003,003,003,003,117.581,2025,997.488,X,"",198.437,77.484,103.519,933.46,002,002,2022,01,V000130,100,479368969212875222,K,P009
B373380,20241110,20240511,360.652,002,003,003,003,573.758,2023,4176.089,"",X,271.142,308.399,503.891,3382.09,001,003,2022,11,V000798,100,435460302169901427,"",P002
B373876,20250509,20231115,288.722,003,003,001,003,185.743,2025,3666.647,X,X,453.265,251.773,156.326,3453.113,003,003,2024,06,V000796,100,609020193602799886,K,P047
B911430,20260118,20240125,35.377,003,002,001,003,53.816,2022,598.207,"","",62.104,30.414,50.259,509.348,003,003,2024,11,V000353,100,315202021062484786,K,P012
B247342,20240827,20250323,114.605,002,001,003,002,751.643,2025,4357.265,X,X,578.686,92.939,677.103,3488.371,002,001,2026,05,V000732,100,632102711481619656,"",P034
B861525,20230922,20250216,206.631,002,003,003,002,218.199,2024,3840.542,X,"",210.283,180.719,203.84,3622.917,002,002,2025,09,V000031,100,452839833723921122,O,P036
B329360,20240815,20240617,138.881,003,001,003,001,627.53,2025,4171.312,X,"",349.227,122.577,567.309,3400.815,001,003,2025,03,V000015,100,615139739428711540,K,P008
B184855,20250828,20230916,153.924,001,001,003,001,668.667,2024,3882.653,X,X,220.763,124.147,565.929,3192.552,002,003,2023,02,V000065,100,214422143824926685,"",P022
B340529,20231229,20240926,71.472,002,002,002,001,566.782,2026,4362.012,"",X,273.763,61.172,496.571,3950.11,003,001,2026,05,V000612,100,169167892875737231,K,P042
B528478,20231015,20241108,148.504,001,002,003,001,267.328,2026,1774.91,X,X,91.48,133.186,218.875,1648.922,001,002,2022,07,V000585,100,549551559204241258,"",P046
B398776,20251002,20251121,1.361,001,001,003,001,8.796,2022,121.788,"","",23.088,1.161,7.066,113.001,003,001,2026,11,V000312,100,501890376835548100,K,P041
B992720,20231020,20240816,90.463,001,003,002,002,249.703,2022,3627.516,"",X,412.958,85.484,230.865,3019.799,002,002,2025,09,V000557,100,251108267217859331,K,P010
B871186,20250305,20250224,1.593,003,003,003,003,26.349,2025,153.402,"","",20.412,1.376,21.08,135.001,002,003,2023,03,V000706,100,469537859646048458,K,P037
B684249,20250220,20251127,384.333,003,002,003,001,645.434,2023,4325.693,"",X,326.863,308.911,536.275,3914.61,001,002,2022,01,V000554,100,945004274393576806,O,P047
B576016,20240131,20230728,140.605,002,002,001,002,157.528,2023,2569.785,"",X,469.711,127.166,127.745,2105.462,003,001,2026,08,V000469,100,991432946610433115,"",P027
B746090,20240302,20241012,65.401,001,001,003,002,422.128,2026,4614.302,X,"",792.423,61.75,386.407,3970.914,002,003,2025,09,V000475,100,863774067414342867,K,P027
B410656,20231123,20250919,51.341,001,001,001,002,159.721,2023,1193.571,X,"",136.625,44.889,128.809,1039.303,002,001,2025,06,V000209,100,805280402985402964,"",P028
B993226,20250430,20240913,91.911,002,002,003,001,301.139,2023,1823.09,"","",348.808,80.677,264.492,1576.278,003,003,2023,04,V000457,100,523128651042851001,"",P025
B605237,20240528,20250731,83.853,002,001,002,003,59.238,2025,960.075,X,"",139.735,71.895,51.526,832.226,003,002,2022,05,V000534,100,917545269626754583,"",P033
B404637,20231011,20250304,74.752,003,001,002,003,116.811,2026,1352.156,"",X,188.602,62.579,109.565,1189.042,003,003,2025,02,V000091,100,634585833782490575,O,P008
B454175,20250501,20241119,37.607,001,003,003,003,161.206,2025,1575.852,X,X,203.129,35.085,135.401,1392.172,002,003,2025,11,V000299,100,129677658799433805,K,P012
B420880,20250430,20230613,81.521,003,003,002,001,224.323,2023,4279.96,"",X,297.322,67.224,187.025,3458.412,003,003,2023,08,V000111,100,600161343079139091,"",P002
B213455,20240324,20251031,85.693,003,003,002,003,203.07,2023,1194.465,"","",212.909,74.827,170.222,1050.905,001,001,2024,10,V000754,100,182137927142768015,O,P005
B783651,20240719,20230809,149.619,003,002,003,003,272.761,2023,1913.319,"",X,156.975,129.741,228.612,1746.887,003,002,2026,10,V000454,100,682117192903883031,K,P033
B452558,20230809,20231110,154.183,002,003,003,001,139.79,2026,1886.691,X,"",146.627,127.16,130.891,1700.553,001,002,2024,07,V000892,100,948489163034178149,"",P016
B541451,20250801,20240820,101.197,002,001,001,003,480.328,2023,2449.899,X,X,206.127,82.494,420.318,2113.384,002,003,2026,03,V000109,100,629489182520955542,O,P019
B206226,20231104,20240215,150.201,003,003,002,003,468.514,2024,4372.97,X,"",556.346,130.892,375.715,3744.047,003,002,2022,01,V000072,100,818233939817511834,K,P013
B298015,20240623,20250125,108.253,003,003,003,002,486.669,2024,2554.015,"","",175.014,93.657,401.819,2385.023,002,001,2022,04,V000865,100,372389818922743706,"",P012
B801048,20251029,20241202,324.218,003,003,003,002,595.799,2026,4559.612,"","",478.909,267.658,558.973,3773.424,001,002,2022,03,V000472,100,655932923127640773,O,P046
B856199,20250813,20231108,212.865,002,001,001,002,303.158,2022,3271.645,X,X,499.759,181.027,286.063,2743.751,003,003,2025,08,V000064,100,603810229260466822,"",P019
B804876,20251223,20250701,139.047,003,001,002,002,345.567,2022,2121.862,X,"",370.237,130.445,301.334,1844.137,003,002,2023,07,V000179,100,370859423897878987,K,P024
B288641,20240928,20250520,63.097,002,002,003,003,81.649,2025,1546.926,"","",106.689,57.338,69.437,1393.907,001,002,2024,09,V000372,100,786883728655241428,O,P012
B942081,20250730,20240525,279.662,002,002,001,001,548.195,2025,3833.119,"",X,585.17,251.438,443.491,3518.068,002,001,2023,03,V000910,100,728079682874362493,K,P013
