MANDT,SPRACHE,ART,KURZTEXT,LTXA1
100,F,INSP0119,Inspection Type 0119,Quality Inspection Operation 0119
200,S,INSP0120,Inspection Type 0120,Quality Inspection Operation 0120
300,E,INSP0121,Inspection Type 0121,Quality Inspection Operation 0121
100,D,INSP0122,Inspection Type 0122,Quality Inspection Operation 0122
200,F,INSP0123,Inspection Type 0123,Quality Inspection Operation 0123
300,S,INSP0124,Inspection Type 0124,Quality Inspection Operation 0124
100,E,INSP0125,Inspection Type 0125,Quality Inspection Operation 0125
200,D,INSP0126,Inspection Type 0126,Quality Inspection Operation 0126
300,F,INSP0127,Inspection Type 0127,Quality Inspection Operation 0127
100,S,INSP0128,Inspection Type 0128,Quality Inspection Operation 0128
200,E,INSP0129,Inspection Type 0129,Quality Inspection Operation 0129
300,D,INSP0130,Inspection Type 0130,Quality Inspection Operation 0130
100,F,INSP0131,Inspection Type 0131,Quality Inspection Operation 0131
200,S,INSP0132,Inspection Type 0132,Quality Inspection Operation 0132
300,E,INSP0133,Inspection Type 0133,Quality Inspection Operation 0133
100,D,INSP0134,Inspection Type 0134,Quality Inspection Operation 0134
200,F,INSP0135,Inspection Type 0135,Quality Inspection Operation 0135
300,S,INSP0136,Inspection Type 0136,Quality Inspection Operation 0136
100,E,INSP0137,Inspection Type 0137,Quality Inspection Operation 0137
200,D,INSP0138,Inspection Type 0138,Quality Inspection Operation 0138
300,F,INSP0139,Inspection Type 0139,Quality Inspection Operation 0139
100,S,INSP0140,Inspection Type 0140,Quality Inspection Operation 0140
200,E,INSP0141,Inspection Type 0141,Quality Inspection Operation 0141
300,D,INSP0142,Inspection Type 0142,Quality Inspection Operation 0142
100,F,INSP0143,Inspection Type 0143,Quality Inspection Operation 0143
200,S,INSP0144,Inspection Type 0144,Quality Inspection Operation 0144
300,E,INSP0145,Inspection Type 0145,Quality Inspection Operation 0145
100,D,INSP0146,Inspection Type 0146,Quality Inspection Operation 0146
200,F,INSP0147,Inspection Type 0147,Quality Inspection Operation 0147
300,S,INSP0148,Inspection Type 0148,Quality Inspection Operation 0148
100,E,INSP0149,Inspection Type 0149,Quality Inspection Operation 0149
200,D,INSP0150,Inspection Type 0150,Quality Inspection Operation 0150
300,F,INSP0151,Inspection Type 0151,Quality Inspection Operation 0151
100,S,INSP0152,Inspection Type 0152,Quality Inspection Operation 0152
200,E,INSP0153,Inspection Type 0153,Quality Inspection Operation 0153
300,D,INSP0154,Inspection Type 0154,Quality Inspection Operation 0154
100,F,INSP0155,Inspection Type 0155,Quality Inspection Operation 0155
200,S,INSP0156,Inspection Type 0156,Quality Inspection Operation 0156
300,E,INSP0157,Inspection Type 0157,Quality Inspection Operation 0157
100,D,INSP0158,Inspection Type 0158,Quality Inspection Operation 0158
200,F,INSP0159,Inspection Type 0159,Quality Inspection Operation 0159
300,S,INSP0160,Inspection Type 0160,Quality Inspection Operation 0160
100,E,INSP0161,Inspection Type 0161,Quality Inspection Operation 0161
200,D,INSP0162,Inspection Type 0162,Quality Inspection Operation 0162
300,F,INSP0163,Inspection Type 0163,Quality Inspection Operation 0163
100,S,INSP0164,Inspection Type 0164,Quality Inspection Operation 0164
200,E,INSP0165,Inspection Type 0165,Quality Inspection Operation 0165
300,D,INSP0166,Inspection Type 0166,Quality Inspection Operation 0166
100,F,INSP0167,Inspection Type 0167,Quality Inspection Operation 0167
200,S,INSP0168,Inspection Type 0168,Quality Inspection Operation 0168
300,E,INSP0169,Inspection Type 0169,Quality Inspection Operation 0169
100,D,INSP0170,Inspection Type 0170,Quality Inspection Operation 0170
200,F,INSP0171,Inspection Type 0171,Quality Inspection Operation 0171
300,S,INSP0172,Inspection Type 0172,Quality Inspection Operation 0172
100,E,INSP0173,Inspection Type 0173,Quality Inspection Operation 0173
200,D,INSP0174,Inspection Type 0174,Quality Inspection Operation 0174
300,F,INSP0175,Inspection Type 0175,Quality Inspection Operation 0175
100,S,INSP0176,Inspection Type 0176,Quality Inspection Operation 0176
200,E,INSP0177,Inspection Type 0177,Quality Inspection Operation 0177
300,D,INSP0178,Inspection Type 0178,Quality Inspection Operation 0178
100,F,INSP0179,Inspection Type 0179,Quality Inspection Operation 0179
200,S,INSP0180,Inspection Type 0180,Quality Inspection Operation 0180
300,E,INSP0181,Inspection Type 0181,Quality Inspection Operation 0181
100,D,INSP0182,Inspection Type 0182,Quality Inspection Operation 0182
200,F,INSP0183,Inspection Type 0183,Quality Inspection Operation 0183
300,S,INSP0184,Inspection Type 0184,Quality Inspection Operation 0184
100,E,INSP0185,Inspection Type 0185,Quality Inspection Operation 0185
200,D,INSP0186,Inspection Type 0186,Quality Inspection Operation 0186
300,F,INSP0187,Inspection Type 0187,Quality Inspection Operation 0187
100,S,INSP0188,Inspection Type 0188,Quality Inspection Operation 0188
200,E,INSP0189,Inspection Type 0189,Quality Inspection Operation 0189
300,D,INSP0190,Inspection Type 0190,Quality Inspection Operation 0190
100,F,INSP0191,Inspection Type 0191,Quality Inspection Operation 0191
200,S,INSP0192,Inspection Type 0192,Quality Inspection Operation 0192
300,E,INSP0193,Inspection Type 0193,Quality Inspection Operation 0193
100,D,INSP0194,Inspection Type 0194,Quality Inspection Operation 0194
200,F,INSP0195,Inspection Type 0195,Quality Inspection Operation 0195
300,S,INSP0196,Inspection Type 0196,Quality Inspection Operation 0196
100,E,INSP0197,Inspection Type 0197,Quality Inspection Operation 0197
200,D,INSP0198,Inspection Type 0198,Quality Inspection Operation 0198
300,F,INSP0199,Inspection Type 0199,Quality Inspection Operation 0199
100,S,INSP0200,Inspection Type 0200,Quality Inspection Operation 0200
200,E,INSP0201,Inspection Type 0201,Quality Inspection Operation 0201
300,D,INSP0202,Inspection Type 0202,Quality Inspection Operation 0202
100,F,INSP0203,Inspection Type 0203,Quality Inspection Operation 0203
200,S,INSP0204,Inspection Type 0204,Quality Inspection Operation 0204
300,E,INSP0205,Inspection Type 0205,Quality Inspection Operation 0205
100,D,INSP0206,Inspection Type 0206,Quality Inspection Operation 0206
200,F,INSP0207,Inspection Type 0207,Quality Inspection Operation 0207
300,S,INSP0208,Inspection Type 0208,Quality Inspection Operation 0208
100,E,INSP0209,Inspection Type 0209,Quality Inspection Operation 0209
200,D,INSP0210,Inspection Type 0210,Quality Inspection Operation 0210
300,F,INSP0211,Inspection Type 0211,Quality Inspection Operation 0211
100,S,INSP0212,Inspection Type 0212,Quality Inspection Operation 0212
200,E,INSP0213,Inspection Type 0213,Quality Inspection Operation 0213
300,D,INSP0214,Inspection Type 0214,Quality Inspection Operation 0214
100,F,INSP0215,Inspection Type 0215,Quality Inspection Operation 0215
200,S,INSP0216,Inspection Type 0216,Quality Inspection Operation 0216
300,E,INSP0217,Inspection Type 0217,Quality Inspection Operation 0217
100,D,INSP0218,Inspection Type 0218,Quality Inspection Operation 0218
200,F,INSP0219,Inspection Type 0219,Quality Inspection Operation 0219
300,S,INSP0220,Inspection Type 0220,Quality Inspection Operation 0220
100,E,INSP0221,Inspection Type 0221,Quality Inspection Operation 0221
200,D,INSP0222,Inspection Type 0222,Quality Inspection Operation 0222
300,F,INSP0223,Inspection Type 0223,Quality Inspection Operation 0223
100,S,INSP0224,Inspection Type 0224,Quality Inspection Operation 0224
200,E,INSP0225,Inspection Type 0225,Quality Inspection Operation 0225
300,D,INSP0226,Inspection Type 0226,Quality Inspection Operation 0226
100,F,INSP0227,Inspection Type 0227,Quality Inspection Operation 0227
200,S,INSP0228,Inspection Type 0228,Quality Inspection Operation 0228
300,E,INSP0229,Inspection Type 0229,Quality Inspection Operation 0229
100,D,INSP0230,Inspection Type 0230,Quality Inspection Operation 0230
200,F,INSP0231,Inspection Type 0231,Quality Inspection Operation 0231
300,S,INSP0232,Inspection Type 0232,Quality Inspection Operation 0232
100,E,INSP0233,Inspection Type 0233,Quality Inspection Operation 0233
200,D,INSP0234,Inspection Type 0234,Quality Inspection Operation 0234
300,F,INSP0235,Inspection Type 0235,Quality Inspection Operation 0235
100,S,INSP0236,Inspection Type 0236,Quality Inspection Operation 0236
200,E,INSP0237,Inspection Type 0237,Quality Inspection Operation 0237
300,D,INSP0238,Inspection Type 0238,Quality Inspection Operation 0238
100,F,INSP0239,Inspection Type 0239,Quality Inspection Operation 0239
200,S,INSP0240,Inspection Type 0240,Quality Inspection Operation 0240
300,E,INSP0241,Inspection Type 0241,Quality Inspection Operation 0241
100,D,INSP0242,Inspection Type 0242,Quality Inspection Operation 0242
200,F,INSP0243,Inspection Type 0243,Quality Inspection Operation 0243
300,S,INSP0244,Inspection Type 0244,Quality Inspection Operation 0244
100,E,INSP0245,Inspection Type 0245,Quality Inspection Operation 0245
200,D,INSP0246,Inspection Type 0246,Quality Inspection Operation 0246
300,F,INSP0247,Inspection Type 0247,Quality Inspection Operation 0247
100,S,INSP0248,Inspection Type 0248,Quality Inspection Operation 0248
200,E,INSP0249,Inspection Type 0249,Quality Inspection Operation 0249
300,D,INSP0250,Inspection Type 0250,Quality Inspection Operation 0250
100,F,INSP0251,Inspection Type 0251,Quality Inspection Operation 0251
200,S,INSP0252,Inspection Type 0252,Quality Inspection Operation 0252
300,E,INSP0253,Inspection Type 0253,Quality Inspection Operation 0253
100,D,INSP0254,Inspection Type 0254,Quality Inspection Operation 0254
200,F,INSP0255,Inspection Type 0255,Quality Inspection Operation 0255
300,S,INSP0256,Inspection Type 0256,Quality Inspection Operation 0256
100,E,INSP0257,Inspection Type 0257,Quality Inspection Operation 0257
200,D,INSP0258,Inspection Type 0258,Quality Inspection Operation 0258
300,F,INSP0259,Inspection Type 0259,Quality Inspection Operation 0259
100,S,INSP0260,Inspection Type 0260,Quality Inspection Operation 0260
200,E,INSP0261,Inspection Type 0261,Quality Inspection Operation 0261
300,D,INSP0262,Inspection Type 0262,Quality Inspection Operation 0262
100,F,INSP0263,Inspection Type 0263,Quality Inspection Operation 0263
200,S,INSP0264,Inspection Type 0264,Quality Inspection Operation 0264
300,E,INSP0265,Inspection Type 0265,Quality Inspection Operation 0265
100,D,INSP0266,Inspection Type 0266,Quality Inspection Operation 0266
200,F,INSP0267,Inspection Type 0267,Quality Inspection Operation 0267
300,S,INSP0268,Inspection Type 0268,Quality Inspection Operation 0268
100,E,INSP0269,Inspection Type 0269,Quality Inspection Operation 0269
200,D,INSP0270,Inspection Type 0270,Quality Inspection Operation 0270
300,F,INSP0271,Inspection Type 0271,Quality Inspection Operation 0271
100,S,INSP0272,Inspection Type 0272,Quality Inspection Operation 0272
200,E,INSP0273,Inspection Type 0273,Quality Inspection Operation 0273
300,D,INSP0274,Inspection Type 0274,Quality Inspection Operation 0274
100,F,INSP0275,Inspection Type 0275,Quality Inspection Operation 0275
200,S,INSP0276,Inspection Type 0276,Quality Inspection Operation 0276
300,E,INSP0277,Inspection Type 0277,Quality Inspection Operation 0277
100,D,INSP0278,Inspection Type 0278,Quality Inspection Operation 0278
200,F,INSP0279,Inspection Type 0279,Quality Inspection Operation 0279
300,S,INSP0280,Inspection Type 0280,Quality Inspection Operation 0280
100,E,INSP0281,Inspection Type 0281,Quality Inspection Operation 0281
200,D,INSP0282,Inspection Type 0282,Quality Inspection Operation 0282
300,F,INSP0283,Inspection Type 0283,Quality Inspection Operation 0283
100,S,INSP0284,Inspection Type 0284,Quality Inspection Operation 0284
200,E,INSP0285,Inspection Type 0285,Quality Inspection Operation 0285
300,D,INSP0286,Inspection Type 0286,Quality Inspection Operation 0286
100,F,INSP0287,Inspection Type 0287,Quality Inspection Operation 0287
200,S,INSP0288,Inspection Type 0288,Quality Inspection Operation 0288
300,E,INSP0289,Inspection Type 0289,Quality Inspection Operation 0289
100,D,INSP0290,Inspection Type 0290,Quality Inspection Operation 0290
200,F,INSP0291,Inspection Type 0291,Quality Inspection Operation 0291
300,S,INSP0292,Inspection Type 0292,Quality Inspection Operation 0292
100,E,INSP0293,Inspection Type 0293,Quality Inspection Operation 0293
200,D,INSP0294,Inspection Type 0294,Quality Inspection Operation 0294
300,F,INSP0295,Inspection Type 0295,Quality Inspection Operation 0295
100,S,INSP0296,Inspection Type 0296,Quality Inspection Operation 0296
200,E,INSP0297,Inspection Type 0297,Quality Inspection Operation 0297
300,D,INSP0298,Inspection Type 0298,Quality Inspection Operation 0298
100,F,INSP0299,Inspection Type 0299,Quality Inspection Operation 0299
200,S,INSP0300,Inspection Type 0300,Quality Inspection Operation 0300
300,E,INSP0301,Inspection Type 0301,Quality Inspection Operation 0301
100,D,INSP0302,Inspection Type 0302,Quality Inspection Operation 0302
200,F,INSP0303,Inspection Type 0303,Quality Inspection Operation 0303
300,S,INSP0304,Inspection Type 0304,Quality Inspection Operation 0304
100,E,INSP0305,Inspection Type 0305,Quality Inspection Operation 0305
200,D,INSP0306,Inspection Type 0306,Quality Inspection Operation 0306
300,F,INSP0307,Inspection Type 0307,Quality Inspection Operation 0307
100,S,INSP0308,Inspection Type 0308,Quality Inspection Operation 0308
200,E,INSP0309,Inspection Type 0309,Quality Inspection Operation 0309
300,D,INSP0310,Inspection Type 0310,Quality Inspection Operation 0310
100,F,INSP0311,Inspection Type 0311,Quality Inspection Operation 0311
200,S,INSP0312,Inspection Type 0312,Quality Inspection Operation 0312
300,E,INSP0313,Inspection Type 0313,Quality Inspection Operation 0313
100,D,INSP0314,Inspection Type 0314,Quality Inspection Operation 0314
200,F,INSP0315,Inspection Type 0315,Quality Inspection Operation 0315
300,S,INSP0316,Inspection Type 0316,Quality Inspection Operation 0316
100,E,INSP0317,Inspection Type 0317,Quality Inspection Operation 0317
200,D,INSP0318,Inspection Type 0318,Quality Inspection Operation 0318
300,F,INSP0319,Inspection Type 0319,Quality Inspection Operation 0319
100,S,INSP0320,Inspection Type 0320,Quality Inspection Operation 0320
200,E,INSP0321,Inspection Type 0321,Quality Inspection Operation 0321
300,D,INSP0322,Inspection Type 0322,Quality Inspection Operation 0322
100,F,INSP0323,Inspection Type 0323,Quality Inspection Operation 0323
200,S,INSP0324,Inspection Type 0324,Quality Inspection Operation 0324
300,E,INSP0325,Inspection Type 0325,Quality Inspection Operation 0325
100,D,INSP0326,Inspection Type 0326,Quality Inspection Operation 0326
200,F,INSP0327,Inspection Type 0327,Quality Inspection Operation 0327
300,S,INSP0328,Inspection Type 0328,Quality Inspection Operation 0328
100,E,INSP0329,Inspection Type 0329,Quality Inspection Operation 0329
200,D,INSP0330,Inspection Type 0330,Quality Inspection Operation 0330
300,F,INSP0331,Inspection Type 0331,Quality Inspection Operation 0331
100,S,INSP0332,Inspection Type 0332,Quality Inspection Operation 0332
200,E,INSP0333,Inspection Type 0333,Quality Inspection Operation 0333
300,D,INSP0334,Inspection Type 0334,Quality Inspection Operation 0334
100,F,INSP0335,Inspection Type 0335,Quality Inspection Operation 0335
200,S,INSP0336,Inspection Type 0336,Quality Inspection Operation 0336
300,E,INSP0337,Inspection Type 0337,Quality Inspection Operation 0337
100,D,INSP0338,Inspection Type 0338,Quality Inspection Operation 0338
200,F,INSP0339,Inspection Type 0339,Quality Inspection Operation 0339
300,S,INSP0340,Inspection Type 0340,Quality Inspection Operation 0340
100,E,INSP0341,Inspection Type 0341,Quality Inspection Operation 0341
200,D,INSP0342,Inspection Type 0342,Quality Inspection Operation 0342
300,F,INSP0343,Inspection Type 0343,Quality Inspection Operation 0343
100,S,INSP0344,Inspection Type 0344,Quality Inspection Operation 0344
200,E,INSP0345,Inspection Type 0345,Quality Inspection Operation 0345
300,D,INSP0346,Inspection Type 0346,Quality Inspection Operation 0346
100,F,INSP0347,Inspection Type 0347,Quality Inspection Operation 0347
200,S,INSP0348,Inspection Type 0348,Quality Inspection Operation 0348
300,E,INSP0349,Inspection Type 0349,Quality Inspection Operation 0349
100,D,INSP0350,Inspection Type 0350,Quality Inspection Operation 0350
200,F,INSP0351,Inspection Type 0351,Quality Inspection Operation 0351
