ABWCT,ABWGA,FCURR,FFACT,GDATU,KURST,MANDT,TCURR,TFACT
M,20190203,EUR,77,20190203,G,100,AED,4
G,20201001,CAD,68,20201001,M,100,SGD,58
B,20240214,CAD,82,20240214,B,100,JPY,32
G,20220508,JPY,40,20220508,B,100,AED,99
P,20210917,AUD,24,20210917,M,100,JPY,46
B,20240222,GBP,94,20240222,P,100,AED,30
G,20210801,USD,96,20210801,M,100,EUR,14
M,20180722,USD,89,20180722,G,100,AUD,27
P,20211211,INR,35,20211211,B,100,EUR,74
G,20210916,JPY,96,20210916,G,100,EUR,12
G,20231122,CAD,24,20231122,M,100,EUR,43
G,20181203,USD,99,20181203,M,100,INR,38
G,20191011,GBP,36,20191011,B,100,INR,75
B,20230621,EUR,21,20230621,P,100,AUD,37
M,20221222,GBP,3,20221222,G,100,USD,76
M,20220130,EUR,3,20220130,G,100,CAD,17
P,20191203,USD,79,20191203,M,100,SGD,3
B,20190105,CAD,50,20190105,G,100,AED,3
P,20231202,USD,16,20231202,M,100,GBP,41
M,20220623,AUD,89,20220623,M,100,INR,6
G,20210617,USD,88,20210617,G,100,JPY,75
G,20230918,CAD,11,20230918,M,100,AED,21
M,20220605,CAD,36,20220605,B,100,EUR,62
G,20230103,INR,55,20230103,B,100,SGD,57
P,20240510,USD,66,20240510,P,100,AED,66
P,20190802,AED,11,20190802,G,100,CAD,48
G,20220101,GBP,78,20220101,B,100,EUR,50
P,20210601,SGD,90,20210601,P,100,INR,4
G,20240828,AUD,16,20240828,G,100,USD,58
M,20230803,AUD,48,20230803,M,100,EUR,46
P,20240213,AED,79,20240213,B,100,CAD,98
M,20220907,SGD,35,20220907,G,100,AUD,96
P,20230329,EUR,21,20230329,G,100,AUD,75
B,20220626,SGD,79,20220626,G,100,EUR,23
M,20211004,JPY,89,20211004,M,100,AED,53
G,20240412,GBP,49,20240412,B,100,AUD,16
P,20200415,INR,48,20200415,M,100,AED,2
B,20201230,INR,27,20201230,B,100,JPY,73
G,20240309,SGD,63,20240309,G,100,JPY,19
M,20240605,USD,62,20240605,M,100,CAD,68
P,20240221,GBP,44,20240221,G,100,JPY,91
B,20180823,SGD,95,20180823,P,100,GBP,24
M,20200404,USD,32,20200404,B,100,INR,14
M,20190323,SGD,20,20190323,G,100,INR,5
M,20190603,SGD,3,20190603,G,100,USD,75
P,20240828,CAD,41,20240828,P,100,GBP,91
M,20180712,AED,19,20180712,P,100,INR,44
M,20220513,USD,34,20220513,P,100,EUR,78
G,20180820,CAD,13,20180820,B,100,USD,92
B,20230921,INR,91,20230921,M,100,AED,65
M,20240607,EUR,5,20240607,M,100,USD,73
B,20180721,GBP,100,20180721,P,100,CAD,30
M,20210829,USD,78,20210829,M,100,SGD,52
G,20190512,EUR,94,20190512,G,100,USD,36
B,20230820,AED,34,20230820,G,100,EUR,55
B,20180917,SGD,53,20180917,G,100,JPY,39
P,20220725,AED,27,20220725,G,100,EUR,30
P,20220719,CAD,63,20220719,P,100,USD,16
G,20210823,EUR,65,20210823,B,100,CAD,59
P,20180523,GBP,41,20180523,B,100,JPY,64
M,20181030,USD,36,20181030,M,100,SGD,61
M,20200615,EUR,72,20200615,M,100,AED,7
M,20190723,INR,86,20190723,P,100,AUD,85
G,20180321,GBP,61,20180321,M,100,USD,28
B,20180514,SGD,18,20180514,G,100,USD,17
M,20190629,EUR,76,20190629,G,100,CAD,47
M,20190912,SGD,57,20190912,M,100,EUR,21
B,20190101,AED,90,20190101,P,100,JPY,66
B,20210321,JPY,74,20210321,G,100,CAD,95
B,20240303,INR,99,20240303,P,100,CAD,38
P,20211229,AED,48,20211229,B,100,EUR,59
P,20200307,GBP,2,20200307,G,100,EUR,39
B,20200526,JPY,53,20200526,P,100,INR,16
M,20240203,AED,89,20240203,M,100,AUD,97
B,20181207,CAD,72,20181207,B,100,SGD,81
G,20221021,AED,26,20221021,B,100,USD,35
B,20240713,AUD,50,20240713,G,100,AED,60
B,20240331,JPY,9,20240331,P,100,SGD,46
M,20211215,JPY,90,20211215,G,100,GBP,73
M,20180607,AED,97,20180607,P,100,GBP,56
B,20210824,SGD,85,20210824,M,100,AED,19
G,20181215,SGD,100,20181215,M,100,JPY,16
M,20231106,AED,45,20231106,G,100,USD,22
G,20220422,AED,31,20220422,B,100,INR,66
B,20190527,AUD,40,20190527,B,100,GBP,34
P,20221225,CAD,30,20221225,B,100,EUR,61
B,20180314,AED,87,20180314,P,100,USD,86
G,20240808,INR,90,20240808,M,100,CAD,26
M,20220322,GBP,88,20220322,B,100,JPY,84
M,20190126,INR,57,20190126,B,100,SGD,89
G,20180904,USD,57,20180904,M,100,EUR,83
G,20210616,CAD,46,20210616,M,100,JPY,86
G,20200326,JPY,40,20200326,M,100,GBP,23
P,20241014,USD,82,20241014,M,100,CAD,71
M,20200322,EUR,95,20200322,B,100,JPY,43
G,20210913,JPY,49,20210913,P,100,INR,14
P,20190308,JPY,67,20190308,P,100,EUR,52
P,20220207,GBP,78,20220207,P,100,CAD,25
G,20240419,GBP,31,20240419,P,100,AUD,35
M,20240306,EUR,32,20240306,B,100,CAD,75
G,20181211,SGD,88,20181211,B,100,INR,78
M,20220724,USD,53,20220724,M,100,GBP,93
M,20200219,INR,53,20200219,M,100,JPY,69
M,20200416,GBP,7,20200416,M,100,SGD,33
B,20231209,AED,33,20231209,G,100,SGD,57
M,20180128,JPY,11,20180128,B,100,GBP,70
G,20190128,EUR,46,20190128,B,100,INR,21
B,20200104,AED,15,20200104,B,100,SGD,43
B,20231211,GBP,59,20231211,B,100,AUD,83
P,20200924,EUR,9,20200924,P,100,INR,15
B,20240123,CAD,100,20240123,G,100,SGD,100
G,20230630,GBP,49,20230630,M,100,JPY,39
B,20201009,INR,85,20201009,B,100,CAD,81
B,20181013,AUD,30,20181013,M,100,SGD,16
G,20190305,INR,61,20190305,G,100,EUR,90
M,20200223,GBP,25,20200223,M,100,AUD,88
P,20190808,CAD,51,20190808,G,100,SGD,78
B,20181121,SGD,32,20181121,G,100,AED,39
G,20240911,EUR,53,20240911,B,100,GBP,35
B,20190822,EUR,31,20190822,G,100,AUD,2
P,20200324,USD,25,20200324,M,100,SGD,22
P,20220317,AED,84,20220317,B,100,GBP,95
P,20190411,CAD,28,20190411,M,100,EUR,98
G,20230114,GBP,74,20230114,M,100,EUR,12
P,20240422,JPY,84,20240422,B,100,CAD,74
M,20201023,JPY,53,20201023,G,100,AED,36
M,20240728,AED,67,20240728,M,100,SGD,21
M,20190327,INR,38,20190327,B,100,GBP,91
M,20230411,INR,59,20230411,G,100,GBP,64
B,20230504,JPY,53,20230504,P,100,CAD,89
G,20200809,EUR,44,20200809,M,100,GBP,1
M,20220601,INR,10,20220601,G,100,SGD,60
B,20190826,SGD,19,20190826,M,100,JPY,65
P,20240531,JPY,13,20240531,P,100,USD,36
P,20231102,AUD,72,20231102,B,100,USD,35
M,20240727,AED,94,20240727,P,100,INR,71
B,20180628,INR,70,20180628,G,100,USD,5
G,20240822,SGD,19,20240822,M,100,AUD,16
G,20190222,AED,91,20190222,G,100,SGD,30
G,20180623,CAD,95,20180623,M,100,GBP,36
P,20210227,CAD,44,20210227,M,100,INR,69
G,20210809,CAD,89,20210809,G,100,JPY,86
M,20220828,USD,95,20220828,M,100,EUR,66
M,20181205,EUR,55,20181205,B,100,AED,38
P,20180301,AUD,58,20180301,P,100,INR,9
P,20190206,SGD,30,20190206,M,100,JPY,98
B,20190421,EUR,54,20190421,B,100,CAD,3
M,20210117,AED,75,20210117,M,100,AUD,88
G,20180215,AED,70,20180215,B,100,INR,84
G,20220308,AED,70,20220308,G,100,EUR,93
M,20221227,INR,81,20221227,M,100,USD,63
G,20200903,AED,27,20200903,B,100,JPY,71
B,20200714,AED,62,20200714,G,100,SGD,47
M,20181110,EUR,17,20181110,B,100,AED,49
M,20220605,JPY,46,20220605,G,100,EUR,96
B,20180208,CAD,55,20180208,M,100,AED,44
P,20190506,CAD,95,20190506,P,100,EUR,19
P,20190213,CAD,6,20190213,P,100,INR,73
M,20220711,SGD,33,20220711,B,100,AED,1
M,20240509,GBP,86,20240509,M,100,AED,78
G,20230310,JPY,45,20230310,M,100,CAD,39
M,20180616,JPY,89,20180616,B,100,CAD,52
G,20200918,EUR,38,20200918,G,100,SGD,100
M,20180607,USD,24,20180607,P,100,AED,3
G,20230921,CAD,98,20230921,G,100,SGD,68
B,20230121,CAD,68,20230121,B,100,JPY,18
G,20231127,JPY,89,20231127,B,100,INR,22
M,20210517,SGD,97,20210517,B,100,JPY,28
G,20220123,GBP,40,20220123,M,100,AED,57
P,20220604,USD,69,20220604,B,100,INR,36
G,20210711,AED,34,20210711,P,100,AUD,85
P,20191118,AED,31,20191118,G,100,INR,65
B,20230720,INR,42,20230720,P,100,GBP,15
M,20240908,AUD,49,20240908,P,100,USD,69
B,20190131,GBP,15,20190131,M,100,AED,54
G,20240922,GBP,2,20240922,B,100,AED,41
B,20191122,JPY,46,20191122,M,100,AED,78
G,20221011,SGD,29,20221011,G,100,INR,27
B,20191223,AUD,25,20191223,B,100,AED,89
B,20220510,AED,49,20220510,P,100,EUR,54
B,20180408,SGD,72,20180408,P,100,CAD,21
B,20200716,GBP,62,20200716,M,100,USD,65
G,20210409,EUR,30,20210409,M,100,GBP,13
G,20231126,SGD,77,20231126,P,100,EUR,79
G,20180316,USD,93,20180316,B,100,CAD,57
B,20190713,AED,31,20190713,M,100,USD,31
P,20200922,GBP,72,20200922,M,100,JPY,91
B,20191017,AUD,46,20191017,M,100,USD,11
B,20220607,EUR,69,20220607,G,100,SGD,62
P,20190520,USD,21,20190520,B,100,CAD,34
G,20211107,EUR,23,20211107,P,100,JPY,44
B,20200416,GBP,7,20200416,P,100,CAD,5
B,20200625,JPY,13,20200625,P,100,EUR,49
B,20220427,EUR,14,20220427,G,100,USD,11
G,20220923,AED,72,20220923,B,100,EUR,78
G,20190701,AED,59,20190701,G,100,USD,40
P,20230525,AED,16,20230525,M,100,SGD,40
M,20230622,AUD,5,20230622,P,100,CAD,6
B,20240526,AUD,13,20240526,M,100,SGD,99
B,20200825,INR,39,20200825,P,100,GBP,62
P,20240722,AUD,32,20240722,P,100,INR,85
P,20190829,SGD,46,20190829,P,100,AUD,88
P,20230921,SGD,80,20230921,G,100,EUR,56
M,20210109,AUD,44,20210109,M,100,EUR,31
B,20240912,GBP,59,20240912,G,100,EUR,43
P,20220301,JPY,72,20220301,G,100,INR,15
G,20181204,AED,94,20181204,B,100,EUR,79
G,20240425,INR,19,20240425,G,100,JPY,62
B,20231122,INR,52,20231122,G,100,USD,37
G,20200813,EUR,51,20200813,M,100,INR,3
B,20180907,AED,95,20180907,G,100,USD,98
M,20220830,USD,48,20220830,G,100,CAD,53
G,20220129,AUD,38,20220129,B,100,INR,18
M,20230516,GBP,89,20230516,B,100,JPY,31
P,20180901,JPY,69,20180901,M,100,AUD,52
P,20201006,AUD,83,20201006,B,100,EUR,2
M,20241027,USD,39,20241027,M,100,AED,13
B,20180327,AUD,65,20180327,B,100,EUR,84
P,20180706,EUR,88,20180706,G,100,CAD,56
M,20191003,GBP,2,20191003,B,100,SGD,75
M,20211029,USD,12,20211029,P,100,JPY,37
P,20230121,AED,76,20230121,G,100,GBP,93
G,20231204,INR,78,20231204,G,100,CAD,92
G,20200804,USD,65,20200804,M,100,JPY,69
G,20180208,AUD,98,20180208,P,100,SGD,98
B,20180913,AUD,68,20180913,M,100,USD,28
B,20191020,AUD,70,20191020,M,100,GBP,45
G,20190619,SGD,73,20190619,P,100,CAD,33
M,20240809,SGD,49,20240809,P,100,USD,31
M,20220109,CAD,16,20220109,B,100,EUR,4
B,20180322,GBP,13,20180322,P,100,EUR,96
M,20190830,SGD,94,20190830,P,100,EUR,2
G,20240718,INR,29,20240718,M,100,AUD,20
P,20200831,JPY,7,20200831,B,100,USD,90
M,20230524,AUD,5,20230524,B,100,GBP,62
G,20210419,EUR,47,20210419,M,100,AUD,48
B,20191222,JPY,27,20191222,M,100,AED,2
B,20180623,EUR,84,20180623,G,100,INR,65
B,20200109,SGD,52,20200109,P,100,AUD,45
G,20180206,SGD,49,20180206,P,100,AED,93
M,20181020,AUD,56,20181020,B,100,AED,37
M,20221123,USD,65,20221123,P,100,AUD,99
G,20220627,AED,5,20220627,B,100,AUD,43
P,20210824,AUD,58,20210824,P,100,AED,71
P,20210918,USD,67,20210918,G,100,JPY,5
G,20240518,SGD,24,20240518,B,100,JPY,57
P,20220601,SGD,96,20220601,P,100,AED,76
G,20220604,INR,36,20220604,M,100,GBP,46
B,20190124,GBP,14,20190124,P,100,USD,81
B,20200130,SGD,49,20200130,G,100,USD,46
B,20220406,AUD,44,20220406,G,100,SGD,61
B,20230505,AED,53,20230505,P,100,CAD,24
B,20190531,SGD,81,20190531,M,100,AED,78
G,20220209,INR,56,20220209,B,100,USD,51
M,20210325,INR,91,20210325,M,100,AUD,45
P,20220315,USD,37,20220315,M,100,SGD,41
B,20180703,GBP,63,20180703,G,100,USD,57
G,20200618,SGD,58,20200618,B,100,EUR,50
M,20220713,INR,22,20220713,B,100,EUR,55
P,20240327,CAD,13,20240327,B,100,SGD,21
G,20230705,INR,65,20230705,P,100,AUD,89
P,20220814,INR,69,20220814,P,100,EUR,67
P,20190227,JPY,3,20190227,B,100,AED,21
M,20211028,AED,95,20211028,G,100,EUR,12
P,20211204,AED,67,20211204,P,100,EUR,58
M,20230615,JPY,38,20230615,P,100,AED,66
G,20240816,EUR,10,20240816,P,100,USD,28
B,20230126,CAD,84,20230126,G,100,AED,33
P,20190626,SGD,93,20190626,P,100,AUD,23
G,20191209,AUD,92,20191209,M,100,JPY,13
P,20230522,CAD,38,20230522,M,100,JPY,11
G,20191202,EUR,100,20191202,B,100,INR,4
B,20230915,CAD,16,20230915,B,100,SGD,40
M,20230303,USD,73,20230303,M,100,EUR,90
G,20230520,USD,16,20230520,M,100,INR,57
M,20190803,JPY,69,20190803,M,100,USD,87
B,20240318,AED,96,20240318,B,100,CAD,26
G,20191003,CAD,23,20191003,M,100,EUR,42
B,20221031,GBP,13,20221031,M,100,USD,81
G,20181119,AUD,65,20181119,G,100,JPY,40
P,20200729,JPY,20,20200729,G,100,EUR,99
M,20211023,GBP,31,20211023,B,100,USD,98
B,20200920,USD,59,20200920,G,100,GBP,25
B,20211201,EUR,1,20211201,G,100,SGD,55
G,20180624,AUD,94,20180624,M,100,USD,2
M,20201016,USD,96,20201016,G,100,GBP,45
P,20210710,SGD,71,20210710,P,100,CAD,73
M,20181005,GBP,26,20181005,B,100,AED,37
P,20220314,USD,21,20220314,P,100,GBP,78
G,20210731,JPY,88,20210731,P,100,INR,81
M,20230925,GBP,7,20230925,B,100,CAD,80
M,20240314,CAD,2,20240314,M,100,EUR,89
M,20191011,EUR,78,20191011,M,100,CAD,77
M,20190725,AED,53,20190725,P,100,USD,83
P,20190911,SGD,1,20190911,B,100,AUD,38
M,20201224,JPY,50,20201224,B,100,AED,24
G,20181028,INR,4,20181028,P,100,AUD,93
M,20180315,USD,47,20180315,B,100,JPY,58
B,20231211,AED,81,20231211,M,100,CAD,59
G,20210509,USD,96,20210509,B,100,CAD,8
G,20180817,USD,9,20180817,P,100,JPY,80
P,20210917,SGD,11,20210917,B,100,AED,96
M,20220101,CAD,57,20220101,B,100,USD,25
M,20231206,AED,70,20231206,B,100,INR,83
B,20220830,AUD,92,20220830,G,100,INR,97
B,20231211,JPY,93,20231211,M,100,AUD,48
P,20231206,JPY,71,20231206,B,100,AUD,87
M,20200817,JPY,61,20200817,P,100,INR,1
B,20220510,INR,55,20220510,B,100,CAD,38
P,20190520,AUD,53,20190520,G,100,INR,22
B,20240505,EUR,25,20240505,B,100,CAD,4
B,20190201,CAD,36,20190201,P,100,GBP,14
M,20240411,INR,77,20240411,M,100,EUR,79
B,20190531,AUD,22,20190531,B,100,SGD,26
P,20190428,AED,4,20190428,M,100,AUD,23
P,20221111,USD,45,20221111,M,100,AED,33
B,20220929,JPY,39,20220929,P,100,SGD,50
P,20190926,SGD,34,20190926,G,100,CAD,44
G,20241027,EUR,10,20241027,M,100,CAD,38
M,20221228,GBP,30,20221228,G,100,JPY,83
M,20210420,USD,16,20210420,P,100,AED,64
M,20200319,GBP,41,20200319,B,100,JPY,2
M,20180305,USD,76,20180305,B,100,AED,99
G,20211213,USD,34,20211213,M,100,CAD,34
M,20210402,CAD,29,20210402,B,100,USD,50
G,20210308,JPY,3,20210308,M,100,EUR,86
B,20190926,INR,20,20190926,P,100,GBP,92
G,20211011,EUR,65,20211011,M,100,AUD,37
P,20231130,EUR,47,20231130,B,100,SGD,46
P,20220801,AUD,50,20220801,P,100,USD,73
P,20220223,AUD,59,20220223,G,100,AED,34
P,20220906,JPY,78,20220906,M,100,CAD,89
G,20230803,SGD,100,20230803,G,100,CAD,62
B,20190706,CAD,74,20190706,G,100,INR,75
M,20200716,AUD,55,20200716,B,100,JPY,99
G,20200607,INR,21,20200607,M,100,CAD,42
M,20191210,AUD,79,20191210,G,100,CAD,81
M,20230223,INR,69,20230223,G,100,USD,86
B,20200502,AED,51,20200502,M,100,USD,68
P,20190821,AED,64,20190821,M,100,AUD,20
P,20220417,AUD,98,20220417,P,100,USD,37
M,20230508,INR,41,20230508,B,100,GBP,78
M,20181119,CAD,79,20181119,B,100,USD,42
G,20190303,AUD,63,20190303,B,100,SGD,84
G,20230205,AUD,26,20230205,B,100,AED,10
G,20231010,GBP,29,20231010,M,100,INR,12
M,20230909,CAD,1,20230909,G,100,JPY,3
B,20180612,USD,13,20180612,G,100,JPY,99
M,20190426,CAD,90,20190426,M,100,AED,20
B,20180103,SGD,69,20180103,M,100,GBP,55
G,20181106,JPY,11,20181106,G,100,INR,68
P,20200610,GBP,47,20200610,B,100,SGD,76
G,20220422,GBP,48,20220422,B,100,AED,54
P,20180225,EUR,2,20180225,B,100,INR,75
B,20240820,CAD,82,20240820,B,100,INR,59
M,20231023,AUD,28,20231023,M,100,SGD,15
G,20190723,CAD,65,20190723,G,100,SGD,19
M,20240820,AUD,100,20240820,M,100,GBP,58
M,20220407,SGD,91,20220407,B,100,CAD,80
G,20191016,SGD,66,20191016,G,100,JPY,69
M,20200128,SGD,29,20200128,G,100,JPY,36
M,20190311,SGD,82,20190311,M,100,AUD,12
P,20180628,INR,53,20180628,B,100,SGD,60
M,20190716,EUR,15,20190716,P,100,USD,5
M,20200105,AUD,57,20200105,P,100,INR,14
B,20210831,GBP,18,20210831,P,100,INR,86
M,20230717,GBP,48,20230717,M,100,INR,96
G,20220201,SGD,36,20220201,M,100,INR,31
G,20190809,EUR,55,20190809,B,100,AUD,57
P,20190601,USD,86,20190601,M,100,AED,67
P,20180626,EUR,8,20180626,B,100,INR,7
G,20220425,JPY,66,20220425,P,100,CAD,94
M,20220516,USD,54,20220516,P,100,CAD,59
B,20191105,SGD,7,20191105,P,100,GBP,17
G,20200919,AUD,92,20200919,G,100,USD,56
B,20240907,AUD,80,20240907,P,100,CAD,4
M,20180325,AUD,94,20180325,P,100,INR,75
P,20231216,AUD,60,20231216,M,100,INR,73
P,20200309,USD,67,20200309,P,100,INR,84
P,20240707,EUR,97,20240707,P,100,USD,14
P,20211126,CAD,79,20211126,G,100,AUD,19
B,20240131,USD,16,20240131,B,100,AUD,68
B,20240519,SGD,30,20240519,P,100,INR,85
G,20180723,GBP,53,20180723,G,100,USD,89
P,20200329,INR,47,20200329,G,100,SGD,19
B,20180507,EUR,4,20180507,B,100,AUD,14
G,20220716,CAD,76,20220716,P,100,AED,92
G,20180321,INR,6,20180321,M,100,GBP,87
G,20190127,EUR,84,20190127,G,100,SGD,68
M,20210510,JPY,4,20210510,P,100,AUD,86
P,20221102,AUD,22,20221102,B,100,JPY,95
B,20210902,AUD,37,20210902,B,100,AED,51
G,20240912,GBP,34,20240912,G,100,INR,10
G,20201218,CAD,62,20201218,G,100,AED,6
G,20210324,SGD,36,20210324,G,100,INR,73
G,20221010,JPY,50,20221010,B,100,EUR,23
P,20200809,CAD,71,20200809,B,100,AED,10
G,20221004,USD,52,20221004,P,100,JPY,90
G,20220108,JPY,96,20220108,B,100,AED,58
M,20191228,EUR,37,20191228,G,100,GBP,3
P,20220918,GBP,65,20220918,G,100,JPY,20
M,20210315,INR,60,20210315,M,100,USD,15
B,20230104,USD,75,20230104,M,100,JPY,54
P,20180615,AED,14,20180615,M,100,GBP,48
G,20221023,AED,42,20221023,B,100,SGD,3
G,20210526,EUR,100,20210526,B,100,GBP,48
P,20220521,CAD,87,20220521,P,100,EUR,65
M,20200615,INR,40,20200615,M,100,AED,93
M,20231211,SGD,67,20231211,B,100,JPY,70
G,20230807,CAD,90,20230807,M,100,JPY,92
P,20230816,INR,90,20230816,G,100,JPY,55
B,20210506,CAD,32,20210506,P,100,JPY,31
P,20181026,AUD,29,20181026,M,100,GBP,25
G,20220829,GBP,81,20220829,B,100,INR,86
B,20200612,JPY,99,20200612,B,100,CAD,39
P,20220416,GBP,4,20220416,P,100,JPY,65
B,20191121,JPY,75,20191121,G,100,AUD,69
B,20240425,AED,9,20240425,B,100,JPY,23
M,20230703,AED,87,20230703,M,100,EUR,42
G,20230124,USD,46,20230124,G,100,EUR,12
M,20210207,INR,23,20210207,B,100,JPY,60
P,20220228,INR,100,20220228,P,100,USD,47
B,20200508,EUR,82,20200508,G,100,AED,65
G,20180105,AED,70,20180105,B,100,JPY,1
B,20180629,EUR,5,20180629,M,100,AUD,48
P,20180304,JPY,44,20180304,M,100,GBP,88
P,20231025,GBP,4,20231025,P,100,EUR,82
G,20180329,SGD,51,20180329,M,100,AUD,89
G,20200920,USD,55,20200920,P,100,INR,17
P,20231027,INR,2,20231027,G,100,AED,85
B,20210918,EUR,70,20210918,G,100,USD,39
P,20190418,AED,20,20190418,M,100,EUR,93
P,20240107,EUR,64,20240107,P,100,CAD,65
G,20230523,EUR,86,20230523,G,100,SGD,85
G,20240616,CAD,76,20240616,G,100,AED,32
G,20190102,GBP,81,20190102,P,100,USD,71
P,20201210,INR,91,20201210,P,100,AED,100
G,20211218,AED,58,20211218,P,100,SGD,87
P,20190127,USD,32,20190127,B,100,JPY,12
M,20190513,EUR,18,20190513,G,100,JPY,38
M,20211217,JPY,40,20211217,G,100,USD,51
G,20230606,INR,62,20230606,P,100,GBP,71
M,20240316,GBP,66,20240316,M,100,JPY,34
B,20181026,AED,27,20181026,B,100,INR,87
M,20220914,JPY,83,20220914,B,100,EUR,77
P,20240621,USD,9,20240621,P,100,SGD,94
B,20220719,USD,89,20220719,M,100,INR,37
M,20180728,INR,83,20180728,G,100,EUR,7
B,20230513,GBP,2,20230513,G,100,CAD,8
G,20220306,CAD,85,20220306,G,100,GBP,43
B,20210324,USD,92,20210324,B,100,INR,21
B,20181001,AED,98,20181001,P,100,GBP,92
G,20221214,JPY,92,20221214,M,100,SGD,20
G,20200126,INR,30,20200126,B,100,EUR,9
M,20210522,INR,56,20210522,B,100,JPY,53
M,20201110,CAD,24,20201110,B,100,GBP,31
B,20190601,AUD,21,20190601,M,100,JPY,15
P,20190818,AED,12,20190818,M,100,AUD,98
M,20200102,EUR,89,20200102,P,100,GBP,43
B,20210215,SGD,86,20210215,G,100,USD,17
B,20231107,CAD,15,20231107,B,100,USD,54
P,20211022,AED,42,20211022,G,100,CAD,9
G,20240422,AUD,45,20240422,G,100,INR,38
P,20200318,USD,21,20200318,P,100,INR,41
B,20230307,SGD,25,20230307,M,100,USD,8
B,20180902,SGD,15,20180902,M,100,INR,4
M,20210818,EUR,97,20210818,P,100,USD,20
M,20190925,USD,19,20190925,G,100,AED,16
M,20180309,EUR,100,20180309,G,100,INR,79
B,20200426,CAD,21,20200426,M,100,AED,4
M,20221023,AED,40,20221023,B,100,AUD,65
M,20191011,CAD,96,20191011,M,100,SGD,56
M,20210523,CAD,37,20210523,B,100,SGD,72
B,20210517,SGD,96,20210517,G,100,CAD,8
P,20231120,EUR,3,20231120,M,100,JPY,50
B,20210810,SGD,36,20210810,P,100,GBP,31
P,20240401,SGD,2,20240401,P,100,EUR,62
B,20210906,USD,45,20210906,P,100,JPY,14
P,20220628,INR,36,20220628,B,100,AUD,95
M,20220929,CAD,83,20220929,P,100,USD,23
P,20201213,GBP,70,20201213,M,100,AUD,90
G,20190730,USD,53,20190730,B,100,AUD,84
M,20210930,JPY,88,20210930,M,100,INR,60
B,20200731,INR,82,20200731,G,100,EUR,20
B,20221020,USD,88,20221020,G,100,SGD,14
M,20190504,EUR,22,20190504,B,100,INR,14
M,20240207,GBP,62,20240207,M,100,AUD,81
P,20221210,JPY,78,20221210,G,100,GBP,47
G,20220530,AUD,41,20220530,M,100,SGD,74
G,20200922,GBP,42,20200922,P,100,EUR,37
B,20180730,AED,100,20180730,G,100,JPY,82
P,20180823,JPY,84,20180823,B,100,SGD,69
G,20230618,GBP,1,20230618,M,100,EUR,23
G,20200902,CAD,71,20200902,B,100,SGD,60
M,20190619,AED,49,20190619,G,100,GBP,20
G,20190619,GBP,20,20190619,P,100,AED,56
P,20190809,JPY,31,20190809,M,100,CAD,10
B,20200712,SGD,25,20200712,M,100,GBP,53
B,20190808,GBP,14,20190808,G,100,EUR,20
P,20240902,SGD,74,20240902,B,100,GBP,39
P,20190601,USD,99,20190601,P,100,AED,65
M,20240224,AED,5,20240224,B,100,EUR,40
G,20191117,EUR,8,20191117,M,100,CAD,93
P,20190305,INR,17,20190305,M,100,GBP,66
G,20200918,AUD,44,20200918,B,100,INR,85
M,20210629,JPY,96,20210629,M,100,USD,53
P,20190807,SGD,3,20190807,B,100,JPY,6
G,20231210,AUD,70,20231210,P,100,CAD,35
B,20210228,CAD,72,20210228,G,100,AUD,16
M,20220805,JPY,29,20220805,M,100,GBP,47
G,20200108,INR,16,20200108,G,100,JPY,70
P,20180924,CAD,34,20180924,B,100,USD,39
G,20220309,SGD,5,20220309,B,100,GBP,16
M,20221124,USD,47,20221124,B,100,AED,98
M,20181202,AED,5,20181202,M,100,CAD,46
M,20210221,SGD,70,20210221,P,100,JPY,39
M,20210513,AUD,3,20210513,M,100,GBP,83
P,20220116,AUD,84,20220116,P,100,JPY,6
B,20210511,AED,5,20210511,M,100,EUR,37
G,20231008,EUR,27,20231008,P,100,CAD,46
P,20200925,USD,76,20200925,B,100,INR,56
M,20221008,CAD,65,20221008,P,100,AUD,15
M,20210613,INR,99,20210613,M,100,AED,57
M,20240412,EUR,58,20240412,B,100,CAD,43
B,20200721,SGD,8,20200721,B,100,GBP,6
B,20220626,AED,71,20220626,P,100,CAD,94
M,20211010,EUR,20,20211010,G,100,JPY,7
G,20240413,USD,19,20240413,G,100,SGD,65
B,20210812,AED,83,20210812,P,100,GBP,39
P,20180513,INR,42,20180513,B,100,USD,19
B,20210210,INR,10,20210210,P,100,GBP,24
M,20190412,JPY,78,20190412,G,100,INR,44
P,20220813,JPY,74,20220813,M,100,SGD,32
B,20180601,EUR,45,20180601,M,100,CAD,95
M,20180826,CAD,89,20180826,P,100,INR,74
P,20201120,AED,90,20201120,P,100,USD,21
P,20210214,USD,53,20210214,M,100,SGD,19
B,20180729,GBP,98,20180729,P,100,INR,17
G,20180907,AUD,22,20180907,P,100,CAD,47
B,20240608,EUR,90,20240608,B,100,CAD,52
G,20180904,AED,15,20180904,P,100,GBP,43
G,20220515,AED,93,20220515,M,100,EUR,36
M,20220901,EUR,49,20220901,P,100,GBP,53
M,20220111,GBP,59,20220111,G,100,USD,37
B,20240411,EUR,59,20240411,M,100,GBP,100
M,20231128,JPY,62,20231128,M,100,GBP,96
M,20221119,GBP,35,20221119,B,100,AUD,39
B,20230426,INR,82,20230426,G,100,AED,4
B,20240421,CAD,92,20240421,M,100,SGD,40
P,20200206,AUD,79,20200206,G,100,INR,78
P,20180518,AED,13,20180518,G,100,AUD,40
