AENAM,CEINM,CHARG,CHDLL,CHJIN,CHRUE,CINSM,CLABS,CRETM,CSPEM,CUMLM,CVMEI,CVMIN,CVMLA,CVMRE,CVMSP,CVMUM,ERNAM,ERSDA,HERKL,KZICE,KZICL,KZICQ,KZICS,KZVCE,KZVCL,KZVCQ,KZVCS,LAEDA,LFGJA,LFMON,LGORT,LVORM,MANDT,MATNR,SPERC,WERKS
russokyle,84.791,B918823113,20230608,2023,X,193.232,2606.474,14.671,40.553,452.313,78.208,166.119,2322.638,13.713,38.099,413.891,ndixon,20250322,IN,"","","","","","","","",20240517,2024,03,S034,"",100,596413676348313473,"",P042
fbooker,66.954,B962799860,20230520,2023,X,263.609,3117.071,21.452,57.508,598.334,60.014,227.91,2936.611,18.813,48.008,492.163,ljohnson,20250614,DE,"","","","","","","","",20250522,2025,01,S075,"",100,171682201999827199,"",P041
smithstephan,152.252,B913858526,20240329,2024,"",140.444,4978.069,47.881,113.549,662.885,126.482,115.852,4503.088,43.804,93.577,590.193,brucecox,20241014,DE,"","","","","","","","",20241103,2023,11,S100,"",100,679719914391426199,X,P025
xross,173.757,B358835687,20240714,2022,"",104.035,4617.619,64.234,187.637,884.613,162.538,96.638,4466.439,59.942,169.783,720.417,zacharybrown,20230816,DE,"","","","","","","","",20240912,2022,02,S033,"",100,137913219803000724,X,P022
wallacejose,103.55,B307723879,20250424,2026,X,266.933,3174.973,46.757,81.041,222.334,88.734,241.944,2847.929,39.611,68.666,203.123,olivertheres,20230903,DE,"","","","","","","","",20251109,2024,05,S018,"",100,980485919548878094,"",P009
nicholasgibs,37.202,B196303833,20240903,2026,X,29.001,1273.101,21.894,28.575,184.903,30.115,23.286,1126.027,18.148,25.61,155.559,zwilliams,20240906,US,"","","","","","","","",20250413,2026,05,S035,"",100,662724824000121291,X,P022
ricky83,59.204,B840830907,20230520,2025,"",105.898,2756.616,31.932,67.267,422.418,52.636,90.757,2543.919,28.297,57.255,386.068,williamgarci,20240122,CN,"","","","","","","","",20251028,2023,06,S068,"",100,147524890892371504,"",P037
aaronriley,202.536,B757564643,20250829,2025,X,271.056,4159.342,26.072,207.508,703.752,171.83,221.343,3581.43,24.455,176.954,611.453,greenmichael,20230817,CN,"","","","","","","","",20240326,2024,04,S041,"",100,176267247664744135,"",P015
idavis,10.739,B192277707,20250823,2025,"",65.945,665.505,9.746,9.291,43.674,8.788,58.888,634.843,7.979,8.609,36.213,monica93,20251201,DE,"","","","","","","","",20241101,2024,01,S083,"",100,141433584199271519,"",P010
charles59,143.967,B885512289,20250420,2022,"",127.872,4985.919,27.715,74.952,936.659,123.97,103.078,4852.24,24.758,70.398,843.482,jessicaodonn,20230919,DE,"","","","","","","","",20231127,2025,06,S002,"",100,633895299340046932,X,P024
nwalton,8.208,B835279762,20250410,2026,"",42.251,588.093,4.495,6.056,92.627,6.782,39.838,567.056,3.63,5.467,87.879,madisonwong,20250404,DE,"","","","","","","","",20231209,2026,07,S005,"",100,999949346220734425,"",P043
larsongeorge,75.227,B955180863,20250726,2023,"",139.239,2112.121,33.596,21.929,314.628,69.478,113.552,2024.131,29.219,20.22,284.045,lynn70,20250422,US,"","","","","","","","",20241009,2022,04,S086,"",100,652314461554930213,"",P023
qdouglas,99.439,B502885372,20241209,2022,X,240.748,2859.549,47.816,40.162,306.004,92.371,198.774,2611.257,39.099,36.854,277.76,kathywilliam,20240301,IN,"","","","","","","","",20251021,2023,11,S046,"",100,655496544934284371,"",P036
leerobert,45.612,B818486039,20250710,2024,"",119.298,4019.042,71.607,167.906,740.765,42.854,96.263,3745.135,58.1,135.794,676.505,mconley,20230622,IN,"","","","","","","","",20250929,2022,04,S052,"",100,473991062702819266,X,P003
brianbriggs,90.044,B561827245,20241012,2026,X,179.361,1843.096,13.488,36.859,241.257,80.723,162.492,1747.886,12.102,32.607,196.242,anthonyharpe,20241015,IN,"","","","","","","","",20260211,2025,06,S001,"",100,244298885931283628,X,P007
jennifermcdo,67.639,B894465857,20251212,2024,X,170.751,4227.474,34.067,64.595,367.766,54.896,139.294,4080.43,30.517,58.081,303.167,juanlee,20250602,US,"","","","","","","","",20231207,2023,03,S053,"",100,404545421679722203,"",P027
angelataylor,49.217,B424613274,20240220,2022,"",119.477,3218.718,19.274,66.699,245.447,43.095,102.379,3116.544,16.367,59.935,199.577,erush,20250722,CN,"","","","","","","","",20240215,2024,08,S010,"",100,934243958125553341,X,P049
patriciamcdo,69.435,B644135737,20231027,2024,X,181.437,2813.724,26.992,57.644,275.384,65.06,148.215,2427.561,25.402,46.283,248.709,teresa02,20241228,US,"","","","","","","","",20231107,2026,08,S068,"",100,674601002560159190,X,P008
fpadilla,78.645,B640639172,20260111,2025,X,190.073,2804.842,16.103,125.555,348.814,64.047,166.381,2467.168,13.25,114.811,324.956,duffynatalie,20240423,US,"","","","","","","","",20250519,2023,11,S094,"",100,974907178734595279,"",P045
millerjeanne,21.634,B205107695,20250601,2023,X,59.803,726.28,6.234,9.161,144.804,18.493,55.09,701.835,5.459,7.605,126.137,ejames,20251105,IN,"","","","","","","","",20250107,2023,11,S096,"",100,959662660378227657,X,P030
khayes,112.616,B115034893,20250413,2024,"",293.472,3020.141,50.582,120.337,203.17,90.609,240.5,2792.487,46.59,100.393,177.625,armstrongbri,20240813,IN,"","","","","","","","",20250913,2022,03,S083,"",100,918543665085458824,"",P017
suzanne94,71.463,B545363197,20240207,2024,X,133.415,1843.936,29.369,74.734,159.302,65.724,119.397,1690.237,23.785,60.871,135.715,anthony58,20250824,IN,"","","","","","","","",20241115,2025,06,S010,"",100,821528432268904837,"",P031
grodgers,1.912,B526177726,20250827,2024,"",2.774,97.693,1.92,4.221,9.057,1.68,2.378,84.011,1.785,3.64,8.279,kennedyjeffr,20240213,CN,"","","","","","","","",20241217,2023,10,S084,"",100,667523086585741896,"",P041
beckerstephe,3.656,B824127233,20240813,2024,"",3.627,138.902,1.828,5.486,15.143,3.165,3.245,123.775,1.629,4.904,14.178,baileydavid,20250220,US,"","","","","","","","",20251031,2026,12,S074,"",100,784752211021881533,"",P020
smithphilip,17.179,B681702184,20231006,2022,"",28.608,363.595,2.383,15.013,22.475,15.785,23.329,325.493,2.016,13.657,20.45,jeremy81,20230710,CN,"","","","","","","","",20240110,2025,11,S075,"",100,312393300156459006,X,P006
hernandezcha,22.636,B244927619,20240114,2022,"",105.242,1101.669,16.765,52.086,166.073,21.091,94.262,1022.596,15.524,42.703,153.265,nealmonica,20251103,DE,"","","","","","","","",20250610,2023,05,S100,"",100,219797037020110420,"",P007
jcombs,176.036,B866785895,20250625,2025,X,204.15,3524.531,35.043,78.165,596.31,142.468,166.828,3446.139,29.048,66.44,516.843,jasminejacks,20230824,US,"","","","","","","","",20230730,2023,09,S078,"",100,717346402734390349,"",P014
mnguyen,140.96,B879572067,20240512,2024,"",211.585,3934.827,45.469,191.847,382.527,115.85,172.81,3405.123,37.284,170.463,355.318,rogermoore,20231123,US,"","","","","","","","",20241118,2025,02,S005,"",100,876070956093423322,X,P037
taraballard,13.952,B740444430,20240315,2025,"",19.008,492.923,7.901,5.889,63.742,12.422,15.987,436.676,6.9,4.869,56.598,alison82,20231017,CN,"","","","","","","","",20240502,2025,02,S069,"",100,472930141945202246,X,P022
humphreydenn,53.172,B205568696,20241129,2022,X,101.647,1678.251,26.626,49.953,198.021,48.283,94.789,1437.261,21.673,41.271,173.733,wray,20240513,IN,"","","","","","","","",20230731,2026,06,S095,"",100,256580427459150056,"",P011
nrhodes,33.137,B584285704,20250403,2022,"",24.678,789.196,6.651,11.384,155.602,26.514,22.028,738.762,6.106,10.101,136.981,smithmichael,20231102,IN,"","","","","","","","",20250119,2022,12,S017,"",100,439934959438496618,X,P029
lawrencedill,26.27,B848410057,20240826,2022,X,158.775,1745.595,14.725,63.608,158.195,24.897,148.596,1650.591,13.152,53.333,134.652,mccartysarah,20240310,DE,"","","","","","","","",20240810,2023,06,S098,"",100,554111533254321208,X,P010
matthew92,34.068,B185631352,20230711,2023,X,60.627,837.225,7.731,9.003,116.184,28.193,57.347,817.189,7.097,8.307,94.037,sarah43,20240607,DE,"","","","","","","","",20251006,2025,12,S012,"",100,681027347572365319,"",P030
maryjones,7.558,B895680952,20250630,2024,X,20.633,404.29,7.419,17.813,22.414,6.74,19.488,394.628,6.225,15.697,19.48,petersrichar,20230925,CN,"","","","","","","","",20230801,2025,04,S053,"",100,552019269438000816,"",P014
kelly52,52.964,B497283801,20250528,2025,X,79.779,2110.83,19.672,44.263,188.865,48.715,69.648,1961.506,16.959,41.89,170.404,johnstonlaur,20230706,CN,"","","","","","","","",20250731,2026,06,S086,"",100,204354404470804335,X,P017
farrellharol,13.966,B287782087,20231111,2022,X,120.093,1292.344,12.671,14.163,83.145,11.817,100.185,1198.216,11.505,12.91,66.89,nathanburns,20230916,CN,"","","","","","","","",20240731,2022,12,S047,"",100,853491994005088017,X,P002
cindy77,33.9,B115326822,20240330,2023,X,93.86,997.652,12.434,22.703,198.897,29.235,79.616,951.535,11.356,18.524,167.697,brownchristi,20250914,CN,"","","","","","","","",20241201,2023,03,S024,"",100,431113600808776661,X,P018
ucarlson,175.341,B458413055,20250902,2026,"",452.891,4888.117,96.22,147.131,420.436,165.1,365.444,4482.967,86.267,131.771,353.052,terryshannon,20250717,CN,"","","","","","","","",20250609,2025,12,S022,"",100,440044444955380658,"",P046
sarah48,39.977,B627390085,20251225,2025,X,126.617,1870.633,14.362,90.914,232.862,32.639,107.413,1785.539,12.816,75.764,216.929,woodjohn,20231103,US,"","","","","","","","",20230716,2022,02,S033,"",100,888387232659904852,X,P007
sandy73,167.559,B324264104,20250411,2024,"",358.906,4595.976,31.409,192.193,598.394,151.166,337.494,4471.653,26.109,182.02,487.856,madisonausti,20260203,US,"","","","","","","","",20250126,2025,11,S002,"",100,945000808760207104,"",P001
coxjonathan,23.479,B383534122,20260114,2025,"",24.29,548.878,5.5,26.887,41.023,21.196,22.461,527.651,5.207,21.893,38.527,dcunningham,20231030,US,"","","","","","","","",20230926,2024,12,S100,"",100,901923352600638119,"",P026
nmyers,19.71,B501582252,20241117,2024,X,43.303,628.903,8.762,28.056,84.66,17.563,35.061,597.009,7.795,25.534,72.425,jamessmith,20250131,CN,"","","","","","","","",20230831,2022,07,S075,"",100,325953500108597447,"",P015
elizabeth69,26.93,B305544262,20250727,2023,X,76.205,783.842,12.139,11.146,49.303,24.557,69.19,703.592,11.512,10.462,44.87,williamdavis,20240110,US,"","","","","","","","",20231130,2023,06,S031,"",100,573209954678031951,X,P026
yhill,75.275,B150077921,20230629,2023,X,123.788,1640.854,15.931,74.212,162.0,61.102,104.33,1556.347,13.173,61.334,129.659,nancy02,20251122,IN,"","","","","","","","",20250418,2026,06,S034,"",100,125285093953700969,"",P026
randy67,22.248,B188412335,20250514,2023,"",12.361,522.972,8.39,10.712,37.369,18.693,11.186,480.527,7.535,9.404,30.862,bakerleslie,20250301,DE,"","","","","","","","",20241121,2025,01,S007,"",100,507151353104314802,X,P007
mcarter,241.276,B549522976,20240121,2025,X,350.788,4975.798,28.803,153.057,560.085,228.473,311.664,4822.444,23.528,142.507,517.383,michelle30,20250104,CN,"","","","","","","","",20251208,2023,08,S005,"",100,803152017993780852,"",P002
johnjenkins,210.593,B420432990,20260126,2022,X,248.449,4655.013,40.644,185.16,876.087,195.171,228.627,4104.028,37.892,153.323,701.013,walkerjennif,20230817,US,"","","","","","","","",20230604,2025,04,S021,"",100,918987009462731366,X,P004
hendersonhol,31.165,B710763100,20251209,2024,X,177.798,2371.571,28.472,106.844,320.74,28.133,154.529,2176.032,25.386,85.72,297.624,qhughes,20230627,DE,"","","","","","","","",20240626,2025,09,S018,"",100,488856692011061328,X,P015
dana05,10.016,B154001771,20241207,2022,"",4.449,208.112,1.37,8.627,21.387,8.364,4.069,194.068,1.291,7.633,20.073,erincrane,20231203,DE,"","","","","","","","",20251029,2023,07,S090,"",100,230394050974135321,"",P020
tracy84,30.522,B795666390,20240324,2023,X,69.266,821.119,12.228,27.148,114.579,28.095,60.74,763.524,9.812,22.086,102.315,apeck,20241128,CN,"","","","","","","","",20250620,2023,02,S073,"",100,714738282173947016,X,P030
baileychrist,99.537,B596072560,20240712,2025,"",106.399,2214.368,38.576,52.234,302.52,88.85,100.014,2080.768,35.462,46.485,250.94,hannahking,20240817,DE,"","","","","","","","",20251224,2022,12,S007,"",100,859867167740595452,"",P047
timothythoma,186.886,B818459751,20251006,2025,X,164.501,4542.64,87.394,122.46,382.201,151.214,141.518,4344.901,70.594,113.439,320.87,oboyd,20241221,CN,"","","","","","","","",20240812,2024,09,S022,"",100,163349126114111277,"",P028
chapmanrenee,229.974,B455354518,20250309,2026,"",397.715,4686.644,37.406,61.34,363.042,211.185,334.342,4074.578,32.048,49.711,341.858,greyes,20240305,CN,"","","","","","","","",20240727,2022,05,S056,"",100,102707419763191089,X,P031
camerongardn,30.949,B969387896,20250716,2024,"",68.264,1600.281,12.387,64.088,181.071,27.937,54.849,1420.779,9.937,55.096,162.834,karen66,20231212,IN,"","","","","","","","",20251010,2025,02,S081,"",100,106027711545171590,X,P036
emorgan,16.084,B583374513,20230927,2024,"",57.169,955.53,6.955,40.605,103.464,13.157,48.91,871.331,5.768,38.541,93.252,melinda62,20251118,DE,"","","","","","","","",20240906,2022,10,S092,"",100,918252617219199128,X,P045
tware,159.802,B799636546,20241110,2025,"",202.092,3515.13,36.716,127.747,330.326,131.453,162.126,3025.24,32.804,108.071,275.212,daniel54,20230825,US,"","","","","","","","",20230628,2024,10,S009,"",100,674315894630266355,X,P002
steve16,88.107,B586286951,20240313,2022,"",125.624,2014.948,26.492,64.482,222.726,73.683,102.436,1764.644,22.774,56.161,208.672,heathmichell,20231013,IN,"","","","","","","","",20240101,2025,03,S062,"",100,672595789567254678,X,P030
zcook,41.479,B925230680,20250419,2025,"",194.574,3724.427,38.246,126.878,264.518,37.439,175.363,3370.425,32.607,105.319,226.424,melissa44,20250507,DE,"","","","","","","","",20240216,2022,03,S091,"",100,136652776741287081,X,P036
kbarajas,94.872,B289147113,20240708,2026,"",319.297,4840.861,71.598,228.613,623.086,81.083,292.555,4624.065,63.961,214.99,559.664,dsandoval,20250928,IN,"","","","","","","","",20250908,2026,03,S040,"",100,972841906412048310,"",P020
gaineslisa,24.489,B996402479,20240207,2022,"",40.568,1290.115,21.684,56.2,169.574,20.824,34.475,1215.481,19.784,52.403,153.511,madisonmille,20241003,CN,"","","","","","","","",20250831,2022,09,S009,"",100,308214992387459893,X,P043
daniel73,198.35,B983341538,20250915,2023,X,105.353,4007.048,27.371,74.104,775.893,169.575,91.268,3476.289,24.187,60.312,672.007,jasonkane,20240111,US,"","","","","","","","",20241231,2026,07,S065,"",100,614882917139540770,"",P050
nwaters,31.336,B208942612,20251225,2026,X,296.655,3124.713,58.138,61.498,204.634,25.45,252.684,2977.033,46.797,55.637,184.189,walshchristi,20260203,US,"","","","","","","","",20251024,2024,03,S049,"",100,547240391280657061,X,P027
daniel19,191.619,B732923931,20250905,2026,"",265.88,3987.271,29.289,93.199,516.955,155.015,222.777,3845.054,24.304,84.212,434.435,shannonkathy,20250526,DE,"","","","","","","","",20250202,2026,07,S042,"",100,910671073467694096,"",P002
amy74,77.832,B220716745,20250408,2024,"",108.964,2185.445,23.615,87.644,315.326,70.355,100.377,2086.86,20.599,80.586,294.2,dustin94,20250929,IN,"","","","","","","","",20250627,2023,08,S087,"",100,145771478022140409,"",P029
gloria42,125.266,B229471900,20231019,2023,"",181.391,2570.082,44.323,34.441,156.033,103.419,152.283,2385.324,41.463,29.636,126.466,rramos,20240503,DE,"","","","","","","","",20231017,2025,08,S008,"",100,884545247410756268,X,P037
edwardwilson,13.232,B976104457,20241212,2024,"",38.274,596.533,9.883,25.801,105.111,12.427,36.343,580.768,8.219,21.927,86.773,stevenwillia,20240125,CN,"","","","","","","","",20241015,2026,02,S069,"",100,323084178627987933,X,P018
renee92,56.145,B421609582,20250415,2023,X,282.172,2929.041,50.126,74.66,503.059,48.503,236.773,2561.309,40.667,59.818,418.188,connerpatric,20231227,IN,"","","","","","","","",20260111,2022,07,S082,"",100,646203177763998553,"",P044
adamsstephen,54.924,B173831889,20250225,2025,"",110.705,2020.438,23.724,47.432,400.72,46.08,94.686,1902.761,22.119,42.173,337.899,isaacwilliam,20250517,IN,"","","","","","","","",20240621,2026,07,S074,"",100,243483654047032524,"",P022
pmercer,12.651,B548892274,20240520,2024,X,38.198,592.301,5.076,16.541,56.012,12.0,36.181,579.205,4.804,14.235,52.512,brownvalerie,20240820,US,"","","","","","","","",20240812,2023,08,S022,"",100,457094260542133488,"",P020
tina04,21.622,B428346281,20240302,2026,X,42.342,803.866,13.648,29.117,155.326,17.952,36.667,769.425,10.953,26.062,147.113,emaddox,20230710,CN,"","","","","","","","",20240401,2022,07,S031,"",100,215346184157956067,X,P048
thomas68,112.943,B208423541,20260119,2025,"",310.849,4239.762,76.407,90.199,700.439,91.866,250.948,3665.189,71.413,82.01,594.499,michellecraw,20251220,US,"","","","","","","","",20230827,2022,06,S069,"",100,212471258879597359,"",P020
lindajones,86.276,B129722197,20230718,2025,X,128.79,3077.733,28.628,92.655,363.972,73.062,107.765,2976.899,24.966,76.708,298.084,ahopkins,20241106,US,"","","","","","","","",20240310,2026,08,S038,"",100,819395559953499339,X,P045
mary60,25.324,B893283730,20230720,2023,X,130.836,1733.194,26.341,52.171,243.784,23.751,124.087,1623.236,21.685,43.795,205.422,pagetaylor,20230726,US,"","","","","","","","",20240802,2026,09,S038,"",100,603468882492449620,X,P029
swilliams,83.966,B938443034,20260102,2024,X,123.755,1725.791,31.415,80.681,212.374,68.385,104.433,1642.094,28.854,70.104,192.397,kristineestr,20240715,CN,"","","","","","","","",20251010,2023,05,S015,"",100,902956872490256100,X,P013
robin99,31.668,B499715884,20231014,2024,X,127.643,1374.269,16.864,24.173,141.369,26.056,114.515,1328.71,14.131,22.839,123.955,jcastillo,20241221,CN,"","","","","","","","",20250318,2023,09,S085,"",100,820442224365830226,"",P016
uwashington,11.94,B591693801,20251211,2022,X,107.304,1143.431,19.441,44.339,200.616,9.75,99.879,1076.405,17.069,39.689,169.688,qkeller,20251022,DE,"","","","","","","","",20230928,2024,12,S036,"",100,584957059685376847,"",P006
adrian58,137.149,B823789486,20250202,2026,X,181.882,3111.84,59.886,112.905,535.199,118.486,150.899,2689.366,54.996,94.504,460.999,ashleyberry,20250824,CN,"","","","","","","","",20231109,2022,01,S065,"",100,682221462935067091,"",P041
kmiller,106.516,B403084482,20241204,2022,"",116.17,3323.585,20.792,43.188,416.152,85.333,108.056,2972.312,17.592,37.575,346.288,pryan,20251122,US,"","","","","","","","",20230812,2024,02,S071,"",100,663987976714636072,X,P029
berryjuan,99.58,B129825892,20241104,2026,X,236.632,2521.203,33.391,90.329,218.329,82.899,210.907,2436.172,28.185,83.172,190.142,ryan61,20240424,IN,"","","","","","","","",20250416,2025,12,S033,"",100,503054005627003741,X,P031
ericabrown,120.454,B812274563,20250106,2022,X,380.958,4565.843,75.188,114.477,828.591,106.995,349.994,4254.038,71.322,102.405,730.836,uwhite,20230904,CN,"","","","","","","","",20250913,2024,10,S034,"",100,963012867924607072,X,P001
lucaslawrenc,46.286,B294542700,20251117,2025,X,202.808,2469.017,21.87,44.316,325.275,39.978,178.238,2279.09,17.776,36.396,299.904,lindsay59,20251213,IN,"","","","","","","","",20251224,2022,01,S065,"",100,623810824237840616,X,P033
