MANDANT,PRUEFLOS,KZART,ZAEHLER,VKATART,VWERKS,VAUSWAHLMG,VCODEGRP,VCODE,VERSIONAM,VERSIONCD,VBEWERTUNG,DBEWERTUNG,VFOLGEAKTI,QKENNZAHL,LTEXTKZ,VNAME,VDATUM,VEZEITERF,VAENAME,VAEDATUM,VEZEITAEN,STAFO,TEILLOS,VORGLFNR
100,900000008634,S,008635,A,PL15,UDSET0234,UDGRP0084,A003,008634,008634,R,0,ACCEPT,34,Y,INSPECTOR_034,20240618,185454,QA_MANAGER_034,20260212,235959,STAT09,008634,00060438
200,900000008635,I,008636,B,PL16,UDSET0235,UDGRP0085,A001,008635,008635,R,0,RETURN,35,N,INSPECTOR_035,20240617,195555,QA_MANAGER_035,20260212,000000,STAT10,008635,00060445
300,900000008636,L,008637,A,PL17,UDSET0236,UDGRP0086,R001,008636,008636,R,0,SCRAP,36,Y,INSPECTOR_036,20240616,205656,QA_MANAGER_036,20260212,010101,STAT11,008636,00060452
100,900000008637,P,008638,B,PL18,UDSET0237,UDGRP0087,R002,008637,008637,R,0,REWORK,37,N,INSPECTOR_037,20240615,215757,QA_MANAGER_037,20260212,020202,STAT12,008637,00060459
200,900000008638,S,008639,A,PL19,UDSET0238,UDGRP0088,A002,008638,008638,R,1,ACCEPT,38,Y,INSPECTOR_038,20240614,225858,QA_MANAGER_038,20260212,030303,STAT13,008638,00060466
300,900000008639,I,008640,B,PL20,UDSET0239,UDGRP0089,A003,008639,008639,R,0,RETURN,39,N,INSPECTOR_039,20240613,235959,QA_MANAGER_039,20260212,040404,STAT14,008639,00060473
100,900000008640,L,008641,A,PL01,UDSET0240,UDGRP0090,A001,008640,008640,R,0,SCRAP,40,Y,INSPECTOR_040,20240612,000000,QA_MANAGER_040,20260212,050505,STAT00,008640,00060480
200,900000008641,P,008642,B,PL02,UDSET0241,UDGRP0091,R001,008641,008641,R,0,REWORK,41,N,INSPECTOR_041,20240611,010101,QA_MANAGER_041,20260212,060606,STAT01,008641,00060487
300,900000008642,S,008643,A,PL03,UDSET0242,UDGRP0092,R002,008642,008642,R,0,ACCEPT,42,Y,INSPECTOR_042,20240610,020202,QA_MANAGER_042,20260212,070707,STAT02,008642,00060494
100,900000008643,I,008644,B,PL04,UDSET0243,UDGRP0093,A002,008643,008643,R,0,RETURN,43,N,INSPECTOR_043,20240609,030303,QA_MANAGER_043,20260212,080808,STAT03,008643,00060501
200,900000008644,L,008645,A,PL05,UDSET0244,UDGRP0094,A003,008644,008644,R,0,SCRAP,44,Y,INSPECTOR_044,20240608,040404,QA_MANAGER_044,20260212,090909,STAT04,008644,00060508
300,900000008645,P,008646,B,PL06,UDSET0245,UDGRP0095,A001,008645,008645,R,1,REWORK,45,N,INSPECTOR_045,20240607,050505,QA_MANAGER_045,20260212,101010,STAT05,008645,00060515
100,900000008646,S,008647,A,PL07,UDSET0246,UDGRP0096,R001,008646,008646,R,0,ACCEPT,46,Y,INSPECTOR_046,20240606,060606,QA_MANAGER_046,20260212,111111,STAT06,008646,00060522
200,900000008647,I,008648,B,PL08,UDSET0247,UDGRP0097,R002,008647,008647,R,0,RETURN,47,N,INSPECTOR_047,20240605,070707,QA_MANAGER_047,20260212,121212,STAT07,008647,00060529
300,900000008648,L,008649,A,PL09,UDSET0248,UDGRP0098,A002,008648,008648,R,0,SCRAP,48,Y,INSPECTOR_048,20240604,080808,QA_MANAGER_048,20260212,131313,STAT08,008648,00060536
100,900000008649,P,008650,B,PL10,UDSET0249,UDGRP0099,A003,008649,008649,R,0,REWORK,49,N,INSPECTOR_049,20240603,090909,QA_MANAGER_049,20260212,141414,STAT09,008649,00060543
200,900000008650,S,008651,A,PL11,UDSET0250,UDGRP0100,A001,008650,008650,R,0,ACCEPT,50,Y,INSPECTOR_050,20240602,101010,QA_MANAGER_050,20260212,151515,STAT10,008650,00060550
300,900000008651,I,008652,B,PL12,UDSET0251,UDGRP0101,R001,008651,008651,R,0,RETURN,51,N,INSPECTOR_051,20240601,111111,QA_MANAGER_051,20260212,161616,STAT11,008651,00060557
100,900000008652,L,008653,A,PL13,UDSET0252,UDGRP0102,R002,008652,008652,R,1,SCRAP,52,Y,INSPECTOR_052,20240531,121212,QA_MANAGER_052,20260212,171717,STAT12,008652,00060564
200,900000008653,P,008654,B,PL14,UDSET0253,UDGRP0103,A002,008653,008653,R,0,REWORK,53,N,INSPECTOR_053,20240530,131313,QA_MANAGER_053,20260212,181818,STAT13,008653,00060571
300,900000008654,S,008655,A,PL15,UDSET0254,UDGRP0104,A003,008654,008654,R,0,ACCEPT,54,Y,INSPECTOR_054,20240529,141414,QA_MANAGER_054,20260212,191919,STAT14,008654,00060578
100,900000008655,I,008656,B,PL16,UDSET0255,UDGRP0105,A001,008655,008655,R,0,RETURN,55,N,INSPECTOR_055,20240528,151515,QA_MANAGER_055,20260212,202020,STAT00,008655,00060585
200,900000008656,L,008657,A,PL17,UDSET0256,UDGRP0106,R001,008656,008656,R,0,SCRAP,56,Y,INSPECTOR_056,20240527,161616,QA_MANAGER_056,20260212,212121,STAT01,008656,00060592
300,900000008657,P,008658,B,PL18,UDSET0257,UDGRP0107,R002,008657,008657,R,0,REWORK,57,N,INSPECTOR_057,20240526,171717,QA_MANAGER_057,20260212,222222,STAT02,008657,00060599
100,900000008658,S,008659,A,PL19,UDSET0258,UDGRP0108,A002,008658,008658,R,0,ACCEPT,58,Y,INSPECTOR_058,20240525,181818,QA_MANAGER_058,20260212,232323,STAT03,008658,00060606
200,900000008659,I,008660,B,PL20,UDSET0259,UDGRP0109,A003,008659,008659,R,1,RETURN,59,N,INSPECTOR_059,20240524,191919,QA_MANAGER_059,20260212,002424,STAT04,008659,00060613
300,900000008660,L,008661,A,PL01,UDSET0260,UDGRP0110,A001,008660,008660,R,0,SCRAP,60,Y,INSPECTOR_060,20240523,202020,QA_MANAGER_060,20260212,012525,STAT05,008660,00060620
100,900000008661,P,008662,B,PL02,UDSET0261,UDGRP0111,R001,008661,008661,A,0,REWORK,61,N,INSPECTOR_061,20240522,212121,QA_MANAGER_061,20260212,022626,STAT06,008661,00060627
200,900000008662,S,008663,A,PL03,UDSET0262,UDGRP0112,R002,008662,008662,A,0,ACCEPT,62,Y,INSPECTOR_062,20240521,222222,QA_MANAGER_062,20260212,032727,STAT07,008662,00060634
300,900000008663,I,008664,B,PL04,UDSET0263,UDGRP0113,A002,008663,008663,A,0,RETURN,63,N,INSPECTOR_063,20240520,232323,QA_MANAGER_063,20260212,042828,STAT08,008663,00060641
100,900000008664,L,008665,A,PL05,UDSET0264,UDGRP0114,A003,008664,008664,A,0,SCRAP,64,Y,INSPECTOR_064,20240519,002424,QA_MANAGER_064,20260212,052929,STAT09,008664,00060648
200,900000008665,P,008666,B,PL06,UDSET0265,UDGRP0115,A001,008665,008665,A,0,REWORK,65,N,INSPECTOR_065,20240518,012525,QA_MANAGER_065,20260212,063030,STAT10,008665,00060655
300,900000008666,S,008667,A,PL07,UDSET0266,UDGRP0116,R001,008666,008666,A,1,ACCEPT,66,Y,INSPECTOR_066,20240517,022626,QA_MANAGER_066,20260212,073131,STAT11,008666,00060662
100,900000008667,I,008668,B,PL08,UDSET0267,UDGRP0117,R002,008667,008667,A,0,RETURN,67,N,INSPECTOR_067,20240516,032727,QA_MANAGER_067,20260212,083232,STAT12,008667,00060669
200,900000008668,L,008669,A,PL09,UDSET0268,UDGRP0118,A002,008668,008668,A,0,SCRAP,68,Y,INSPECTOR_068,20240515,042828,QA_MANAGER_068,20260212,093333,STAT13,008668,00060676
300,900000008669,P,008670,B,PL10,UDSET0269,UDGRP0119,A003,008669,008669,A,0,REWORK,69,N,INSPECTOR_069,20240514,052929,QA_MANAGER_069,20260212,103434,STAT14,008669,00060683
100,900000008670,S,008671,A,PL11,UDSET0270,UDGRP0120,A001,008670,008670,A,0,ACCEPT,70,Y,INSPECTOR_070,20240513,063030,QA_MANAGER_070,20260212,113535,STAT00,008670,00060690
200,900000008671,I,008672,B,PL12,UDSET0271,UDGRP0121,R001,008671,008671,A,0,RETURN,71,N,INSPECTOR_071,20240512,073131,QA_MANAGER_071,20260212,123636,STAT01,008671,00060697
300,900000008672,L,008673,A,PL13,UDSET0272,UDGRP0122,R002,008672,008672,A,0,SCRAP,72,Y,INSPECTOR_072,20240511,083232,QA_MANAGER_072,20260212,133737,STAT02,008672,00060704
100,900000008673,P,008674,B,PL14,UDSET0273,UDGRP0123,A002,008673,008673,A,1,REWORK,73,N,INSPECTOR_073,20240510,093333,QA_MANAGER_073,20260212,143838,STAT03,008673,00060711
200,900000008674,S,008675,A,PL15,UDSET0274,UDGRP0124,A003,008674,008674,A,0,ACCEPT,74,Y,INSPECTOR_074,20240509,103434,QA_MANAGER_074,20260212,153939,STAT04,008674,00060718
300,900000008675,I,008676,B,PL16,UDSET0275,UDGRP0125,A001,008675,008675,A,0,RETURN,75,N,INSPECTOR_075,20240508,113535,QA_MANAGER_075,20260212,164040,STAT05,008675,00060725
100,900000008676,L,008677,A,PL17,UDSET0276,UDGRP0126,R001,008676,008676,A,0,SCRAP,76,Y,INSPECTOR_076,20240507,123636,QA_MANAGER_076,20260212,174141,STAT06,008676,00060732
200,900000008677,P,008678,B,PL18,UDSET0277,UDGRP0127,R002,008677,008677,A,0,REWORK,77,N,INSPECTOR_077,20240506,133737,QA_MANAGER_077,20260212,184242,STAT07,008677,00060739
300,900000008678,S,008679,A,PL19,UDSET0278,UDGRP0128,A002,008678,008678,A,0,ACCEPT,78,Y,INSPECTOR_078,20240505,143838,QA_MANAGER_078,20260212,194343,STAT08,008678,00060746
100,900000008679,I,008680,B,PL20,UDSET0279,UDGRP0129,A003,008679,008679,A,0,RETURN,79,N,INSPECTOR_079,20240504,153939,QA_MANAGER_079,20260212,204444,STAT09,008679,00060753
200,900000008680,L,008681,A,PL01,UDSET0280,UDGRP0130,A001,008680,008680,A,1,SCRAP,80,Y,INSPECTOR_080,20240503,164040,QA_MANAGER_080,20260212,214545,STAT10,008680,00060760
300,900000008681,P,008682,B,PL02,UDSET0281,UDGRP0131,R001,008681,008681,A,0,REWORK,81,N,INSPECTOR_081,20240502,174141,QA_MANAGER_081,20260212,224646,STAT11,008681,00060767
100,900000008682,S,008683,A,PL03,UDSET0282,UDGRP0132,R002,008682,008682,A,0,ACCEPT,82,Y,INSPECTOR_082,20240501,184242,QA_MANAGER_082,20260212,234747,STAT12,008682,00060774
200,900000008683,I,008684,B,PL04,UDSET0283,UDGRP0133,A002,008683,008683,A,0,RETURN,83,N,INSPECTOR_083,20240430,194343,QA_MANAGER_083,20260212,004848,STAT13,008683,00060781
300,900000008684,L,008685,A,PL05,UDSET0284,UDGRP0134,A003,008684,008684,A,0,SCRAP,84,Y,INSPECTOR_084,20240429,204444,QA_MANAGER_084,20260212,014949,STAT14,008684,00060788
100,900000008685,P,008686,B,PL06,UDSET0285,UDGRP0135,A001,008685,008685,A,0,REWORK,85,N,INSPECTOR_085,20240428,214545,QA_MANAGER_085,20260212,025050,STAT00,008685,00060795
200,900000008686,S,008687,A,PL07,UDSET0286,UDGRP0136,R001,008686,008686,A,0,ACCEPT,86,Y,INSPECTOR_086,20240427,224646,QA_MANAGER_086,20260212,035151,STAT01,008686,00060802
300,900000008687,I,008688,B,PL08,UDSET0287,UDGRP0137,R002,008687,008687,A,1,RETURN,87,N,INSPECTOR_087,20240426,234747,QA_MANAGER_087,20260212,045252,STAT02,008687,00060809
100,900000008688,L,008689,A,PL09,UDSET0288,UDGRP0138,A002,008688,008688,A,0,SCRAP,88,Y,INSPECTOR_088,20240425,004848,QA_MANAGER_088,20260212,055353,STAT03,008688,00060816
200,900000008689,P,008690,B,PL10,UDSET0289,UDGRP0139,A003,008689,008689,A,0,REWORK,89,N,INSPECTOR_089,20240424,014949,QA_MANAGER_089,20260212,065454,STAT04,008689,00060823
300,900000008690,S,008691,A,PL11,UDSET0290,UDGRP0140,A001,008690,008690,A,0,ACCEPT,90,Y,INSPECTOR_090,20240423,025050,QA_MANAGER_090,20260212,075555,STAT05,008690,00060830
100,900000008691,I,008692,B,PL12,UDSET0291,UDGRP0141,R001,008691,008691,A,0,RETURN,91,N,INSPECTOR_091,20240422,035151,QA_MANAGER_091,20260212,085656,STAT06,008691,00060837
200,900000008692,L,008693,A,PL13,UDSET0292,UDGRP0142,R002,008692,008692,A,0,SCRAP,92,Y,INSPECTOR_092,20240421,045252,QA_MANAGER_092,20260212,095757,STAT07,008692,00060844
300,900000008693,P,008694,B,PL14,UDSET0293,UDGRP0143,A002,008693,008693,A,0,REWORK,93,N,INSPECTOR_093,20240420,055353,QA_MANAGER_093,20260212,105858,STAT08,008693,00060851
100,900000008694,S,008695,A,PL15,UDSET0294,UDGRP0144,A003,008694,008694,A,1,ACCEPT,94,Y,INSPECTOR_094,20240419,065454,QA_MANAGER_094,20260212,115959,STAT09,008694,00060858
200,900000008695,I,008696,B,PL16,UDSET0295,UDGRP0145,A001,008695,008695,A,0,RETURN,95,N,INSPECTOR_095,20240418,075555,QA_MANAGER_095,20260212,120000,STAT10,008695,00060865
300,900000008696,L,008697,A,PL17,UDSET0296,UDGRP0146,R001,008696,008696,A,0,SCRAP,96,Y,INSPECTOR_096,20240417,085656,QA_MANAGER_096,20260212,130101,STAT11,008696,00060872
100,900000008697,P,008698,B,PL18,UDSET0297,UDGRP0147,R002,008697,008697,A,0,REWORK,97,N,INSPECTOR_097,20240416,095757,QA_MANAGER_097,20260212,140202,STAT12,008697,00060879
200,900000008698,S,008699,A,PL19,UDSET0298,UDGRP0148,A002,008698,008698,A,0,ACCEPT,98,Y,INSPECTOR_098,20240415,105858,QA_MANAGER_098,20260212,150303,STAT13,008698,00060886
300,900000008699,I,008700,B,PL20,UDSET0299,UDGRP0149,A003,008699,008699,A,0,RETURN,99,N,INSPECTOR_099,20240414,115959,QA_MANAGER_099,20260212,160404,STAT14,008699,00060893
100,900000008700,L,008701,A,PL01,UDSET0000,UDGRP0000,A001,008700,008700,R,0,SCRAP,0,Y,INSPECTOR_100,20240413,120000,QA_MANAGER_000,20260212,170505,STAT00,008700,00060900
200,900000008701,P,008702,B,PL02,UDSET0001,UDGRP0001,R001,008701,008701,R,1,REWORK,1,N,INSPECTOR_101,20240412,130101,QA_MANAGER_001,20260212,180606,STAT01,008701,00060907
300,900000008702,S,008703,A,PL03,UDSET0002,UDGRP0002,R002,008702,008702,R,0,ACCEPT,2,Y,INSPECTOR_102,20240411,140202,QA_MANAGER_002,20260212,190707,STAT02,008702,00060914
100,900000008703,I,008704,B,PL04,UDSET0003,UDGRP0003,A002,008703,008703,R,0,RETURN,3,N,INSPECTOR_103,20240410,150303,QA_MANAGER_003,20260212,200808,STAT03,008703,00060921
200,900000008704,L,008705,A,PL05,UDSET0004,UDGRP0004,A003,008704,008704,R,0,SCRAP,4,Y,INSPECTOR_104,20240409,160404,QA_MANAGER_004,20260212,210909,STAT04,008704,00060928
300,900000008705,P,008706,B,PL06,UDSET0005,UDGRP0005,A001,008705,008705,R,0,REWORK,5,N,INSPECTOR_105,20240408,170505,QA_MANAGER_005,20260212,221010,STAT05,008705,00060935
100,900000008706,S,008707,A,PL07,UDSET0006,UDGRP0006,R001,008706,008706,R,0,ACCEPT,6,Y,INSPECTOR_106,20240407,180606,QA_MANAGER_006,20260212,231111,STAT06,008706,00060942
200,900000008707,I,008708,B,PL08,UDSET0007,UDGRP0007,R002,008707,008707,R,0,RETURN,7,N,INSPECTOR_107,20240406,190707,QA_MANAGER_007,20260212,001212,STAT07,008707,00060949
300,900000008708,L,008709,A,PL09,UDSET0008,UDGRP0008,A002,008708,008708,R,1,SCRAP,8,Y,INSPECTOR_108,20240405,200808,QA_MANAGER_008,20260212,011313,STAT08,008708,00060956
100,900000008709,P,008710,B,PL10,UDSET0009,UDGRP0009,A003,008709,008709,R,0,REWORK,9,N,INSPECTOR_109,20240404,210909,QA_MANAGER_009,20260212,021414,STAT09,008709,00060963
200,900000008710,S,008711,A,PL11,UDSET0010,UDGRP0010,A001,008710,008710,R,0,ACCEPT,10,Y,INSPECTOR_110,20240403,221010,QA_MANAGER_010,20260212,031515,STAT10,008710,00060970
300,900000008711,I,008712,B,PL12,UDSET0011,UDGRP0011,R001,008711,008711,R,0,RETURN,11,N,INSPECTOR_111,20240402,231111,QA_MANAGER_011,20260212,041616,STAT11,008711,00060977
100,900000008712,L,008713,A,PL13,UDSET0012,UDGRP0012,R002,008712,008712,R,0,SCRAP,12,Y,INSPECTOR_112,20240401,001212,QA_MANAGER_012,20260212,051717,STAT12,008712,00060984
200,900000008713,P,008714,B,PL14,UDSET0013,UDGRP0013,A002,008713,008713,R,0,REWORK,13,N,INSPECTOR_113,20240331,011313,QA_MANAGER_013,20260212,061818,STAT13,008713,00060991
300,900000008714,S,008715,A,PL15,UDSET0014,UDGRP0014,A003,008714,008714,R,0,ACCEPT,14,Y,INSPECTOR_114,20240330,021414,QA_MANAGER_014,20260212,071919,STAT14,008714,00060998
100,900000008715,I,008716,B,PL16,UDSET0015,UDGRP0015,A001,008715,008715,R,1,RETURN,15,N,INSPECTOR_115,20240329,031515,QA_MANAGER_015,20260212,082020,STAT00,008715,00061005
200,900000008716,L,008717,A,PL17,UDSET0016,UDGRP0016,R001,008716,008716,R,0,SCRAP,16,Y,INSPECTOR_116,20240328,041616,QA_MANAGER_016,20260212,092121,STAT01,008716,00061012
300,900000008717,P,008718,B,PL18,UDSET0017,UDGRP0017,R002,008717,008717,R,0,REWORK,17,N,INSPECTOR_117,20240327,051717,QA_MANAGER_017,20260212,102222,STAT02,008717,00061019
100,900000008718,S,008719,A,PL19,UDSET0018,UDGRP0018,A002,008718,008718,R,0,ACCEPT,18,Y,INSPECTOR_118,20240326,061818,QA_MANAGER_018,20260212,112323,STAT03,008718,00061026
200,900000008719,I,008720,B,PL20,UDSET0019,UDGRP0019,A003,008719,008719,R,0,RETURN,19,N,INSPECTOR_119,20240325,071919,QA_MANAGER_019,20260212,122424,STAT04,008719,00061033
300,900000008720,L,008721,A,PL01,UDSET0020,UDGRP0020,A001,008720,008720,R,0,SCRAP,20,Y,INSPECTOR_120,20240324,082020,QA_MANAGER_020,20260212,132525,STAT05,008720,00061040
100,900000008721,P,008722,B,PL02,UDSET0021,UDGRP0021,R001,008721,008721,R,0,REWORK,21,N,INSPECTOR_121,20240323,092121,QA_MANAGER_021,20260212,142626,STAT06,008721,00061047
200,900000008722,S,008723,A,PL03,UDSET0022,UDGRP0022,R002,008722,008722,R,1,ACCEPT,22,Y,INSPECTOR_122,20240322,102222,QA_MANAGER_022,20260212,152727,STAT07,008722,00061054
300,900000008723,I,008724,B,PL04,UDSET0023,UDGRP0023,A002,008723,008723,R,0,RETURN,23,N,INSPECTOR_123,20240321,112323,QA_MANAGER_023,20260212,162828,STAT08,008723,00061061
100,900000008724,L,008725,A,PL05,UDSET0024,UDGRP0024,A003,008724,008724,R,0,SCRAP,24,Y,INSPECTOR_124,20240320,122424,QA_MANAGER_024,20260212,172929,STAT09,008724,00061068
200,900000008725,P,008726,B,PL06,UDSET0025,UDGRP0025,A001,008725,008725,R,0,REWORK,25,N,INSPECTOR_125,20240319,132525,QA_MANAGER_025,20260212,183030,STAT10,008725,00061075
300,900000008726,S,008727,A,PL07,UDSET0026,UDGRP0026,R001,008726,008726,R,0,ACCEPT,26,Y,INSPECTOR_126,20240318,142626,QA_MANAGER_026,20260212,193131,STAT11,008726,00061082
100,900000008727,I,008728,B,PL08,UDSET0027,UDGRP0027,R002,008727,008727,R,0,RETURN,27,N,INSPECTOR_127,20240317,152727,QA_MANAGER_027,20260212,203232,STAT12,008727,00061089
200,900000008728,L,008729,A,PL09,UDSET0028,UDGRP0028,A002,008728,008728,R,0,SCRAP,28,Y,INSPECTOR_128,20240316,162828,QA_MANAGER_028,20260212,213333,STAT13,008728,00061096
300,900000008729,P,008730,B,PL10,UDSET0029,UDGRP0029,A003,008729,008729,R,1,REWORK,29,N,INSPECTOR_129,20240315,172929,QA_MANAGER_029,20260212,223434,STAT14,008729,00061103
100,900000008730,S,008731,A,PL11,UDSET0030,UDGRP0030,A001,008730,008730,R,0,ACCEPT,30,Y,INSPECTOR_130,20240314,183030,QA_MANAGER_030,20260212,233535,STAT00,008730,00061110
200,900000008731,I,008732,B,PL12,UDSET0031,UDGRP0031,R001,008731,008731,R,0,RETURN,31,N,INSPECTOR_131,20240313,193131,QA_MANAGER_031,20260212,003636,STAT01,008731,00061117
300,900000008732,L,008733,A,PL13,UDSET0032,UDGRP0032,R002,008732,008732,R,0,SCRAP,32,Y,INSPECTOR_132,20240312,203232,QA_MANAGER_032,20260212,013737,STAT02,008732,00061124
100,900000008733,P,008734,B,PL14,UDSET0033,UDGRP0033,A002,008733,008733,R,0,REWORK,33,N,INSPECTOR_133,20240311,213333,QA_MANAGER_033,20260212,023838,STAT03,008733,00061131
200,900000008734,S,008735,A,PL15,UDSET0034,UDGRP0034,A003,008734,008734,R,0,ACCEPT,34,Y,INSPECTOR_134,20240310,223434,QA_MANAGER_034,20260212,033939,STAT04,008734,00061138
300,900000008735,I,008736,B,PL16,UDSET0035,UDGRP0035,A001,008735,008735,R,0,RETURN,35,N,INSPECTOR_135,20240309,233535,QA_MANAGER_035,20260212,044040,STAT05,008735,00061145
100,900000008736,L,008737,A,PL17,UDSET0036,UDGRP0036,R001,008736,008736,R,1,SCRAP,36,Y,INSPECTOR_136,20240308,003636,QA_MANAGER_036,20260212,054141,STAT06,008736,00061152
200,900000008737,P,008738,B,PL18,UDSET0037,UDGRP0037,R002,008737,008737,R,0,REWORK,37,N,INSPECTOR_137,20240307,013737,QA_MANAGER_037,20260212,064242,STAT07,008737,00061159
300,900000008738,S,008739,A,PL19,UDSET0038,UDGRP0038,A002,008738,008738,R,0,ACCEPT,38,Y,INSPECTOR_138,20240306,023838,QA_MANAGER_038,20260212,074343,STAT08,008738,00061166
100,900000008739,I,008740,B,PL20,UDSET0039,UDGRP0039,A003,008739,008739,R,0,RETURN,39,N,INSPECTOR_139,20240305,033939,QA_MANAGER_039,20260212,084444,STAT09,008739,00061173
200,900000008740,L,008741,A,PL01,UDSET0040,UDGRP0040,A001,008740,008740,R,0,SCRAP,40,Y,INSPECTOR_140,20240304,044040,QA_MANAGER_040,20260212,094545,STAT10,008740,00061180
300,900000008741,P,008742,B,PL02,UDSET0041,UDGRP0041,R001,008741,008741,R,0,REWORK,41,N,INSPECTOR_141,20240303,054141,QA_MANAGER_041,20260212,104646,STAT11,008741,00061187
100,900000008742,S,008743,A,PL03,UDSET0042,UDGRP0042,R002,008742,008742,R,0,ACCEPT,42,Y,INSPECTOR_142,20240302,064242,QA_MANAGER_042,20260212,114747,STAT12,008742,00061194
200,900000008743,I,008744,B,PL04,UDSET0043,UDGRP0043,A002,008743,008743,R,1,RETURN,43,N,INSPECTOR_143,20240301,074343,QA_MANAGER_043,20260212,124848,STAT13,008743,00061201
300,900000008744,L,008745,A,PL05,UDSET0044,UDGRP0044,A003,008744,008744,R,0,SCRAP,44,Y,INSPECTOR_144,20240229,084444,QA_MANAGER_044,20260212,134949,STAT14,008744,00061208
100,900000008745,P,008746,B,PL06,UDSET0045,UDGRP0045,A001,008745,008745,R,0,REWORK,45,N,INSPECTOR_145,20240228,094545,QA_MANAGER_045,20260212,145050,STAT00,008745,00061215
200,900000008746,S,008747,A,PL07,UDSET0046,UDGRP0046,R001,008746,008746,R,0,ACCEPT,46,Y,INSPECTOR_146,20240227,104646,QA_MANAGER_046,20260212,155151,STAT01,008746,00061222
300,900000008747,I,008748,B,PL08,UDSET0047,UDGRP0047,R002,008747,008747,R,0,RETURN,47,N,INSPECTOR_147,20240226,114747,QA_MANAGER_047,20260212,165252,STAT02,008747,00061229
100,900000008748,L,008749,A,PL09,UDSET0048,UDGRP0048,A002,008748,008748,R,0,SCRAP,48,Y,INSPECTOR_148,20240225,124848,QA_MANAGER_048,20260212,175353,STAT03,008748,00061236
200,900000008749,P,008750,B,PL10,UDSET0049,UDGRP0049,A003,008749,008749,R,0,REWORK,49,N,INSPECTOR_149,20240224,134949,QA_MANAGER_049,20260212,185454,STAT04,008749,00061243
300,900000008750,S,008751,A,PL11,UDSET0050,UDGRP0050,A001,008750,008750,R,1,ACCEPT,50,Y,INSPECTOR_150,20240223,145050,QA_MANAGER_050,20260212,195555,STAT05,008750,00061250
100,900000008751,I,008752,B,PL12,UDSET0051,UDGRP0051,R001,008751,008751,R,0,RETURN,51,N,INSPECTOR_151,20240222,155151,QA_MANAGER_051,20260212,205656,STAT06,008751,00061257
200,900000008752,L,008753,A,PL13,UDSET0052,UDGRP0052,R002,008752,008752,R,0,SCRAP,52,Y,INSPECTOR_152,20240221,165252,QA_MANAGER_052,20260212,215757,STAT07,008752,00061264
300,900000008753,P,008754,B,PL14,UDSET0053,UDGRP0053,A002,008753,008753,R,0,REWORK,53,N,INSPECTOR_153,20240220,175353,QA_MANAGER_053,20260212,225858,STAT08,008753,00061271
100,900000008754,S,008755,A,PL15,UDSET0054,UDGRP0054,A003,008754,008754,R,0,ACCEPT,54,Y,INSPECTOR_154,20240219,185454,QA_MANAGER_054,20260212,235959,STAT09,008754,00061278
200,900000008755,I,008756,B,PL16,UDSET0055,UDGRP0055,A001,008755,008755,R,0,RETURN,55,N,INSPECTOR_155,20240218,195555,QA_MANAGER_055,20260212,000000,STAT10,008755,00061285
300,900000008756,L,008757,A,PL17,UDSET0056,UDGRP0056,R001,008756,008756,R,0,SCRAP,56,Y,INSPECTOR_156,20240217,205656,QA_MANAGER_056,20260212,010101,STAT11,008756,00061292
100,900000008757,P,008758,B,PL18,UDSET0057,UDGRP0057,R002,008757,008757,R,1,REWORK,57,N,INSPECTOR_157,20240216,215757,QA_MANAGER_057,20260212,020202,STAT12,008757,00061299
200,900000008758,S,008759,A,PL19,UDSET0058,UDGRP0058,A002,008758,008758,R,0,ACCEPT,58,Y,INSPECTOR_158,20240215,225858,QA_MANAGER_058,20260212,030303,STAT13,008758,00061306
300,900000008759,I,008760,B,PL20,UDSET0059,UDGRP0059,A003,008759,008759,R,0,RETURN,59,N,INSPECTOR_159,20240214,235959,QA_MANAGER_059,20260212,040404,STAT14,008759,00061313
100,900000008760,L,008761,A,PL01,UDSET0060,UDGRP0060,A001,008760,008760,R,0,SCRAP,60,Y,INSPECTOR_160,20260212,000000,QA_MANAGER_060,20260212,050505,STAT00,008760,00061320
200,900000008761,P,008762,B,PL02,UDSET0061,UDGRP0061,R001,008761,008761,A,0,REWORK,61,N,INSPECTOR_161,20260211,010101,QA_MANAGER_061,20260212,060606,STAT01,008761,00061327
300,900000008762,S,008763,A,PL03,UDSET0062,UDGRP0062,R002,008762,008762,A,0,ACCEPT,62,Y,INSPECTOR_162,20260210,020202,QA_MANAGER_062,20260212,070707,STAT02,008762,00061334
100,900000008763,I,008764,B,PL04,UDSET0063,UDGRP0063,A002,008763,008763,A,0,RETURN,63,N,INSPECTOR_163,20260209,030303,QA_MANAGER_063,20260212,080808,STAT03,008763,00061341
