AUSME,AUSSS,BESKZ,BSTMA,BSTMI,BWTTY,DISGR,DISMM,DISPO,DISPR,EISBE,EISLO,EKGRP,HERKL,KAUTB,KORDB,KZKRI,LAGPR,LFGJA,LFMON,LGPRO,LOSFX,LVORM,MAABC,MABST,MANDT,MATNR,MINBE,MMSTA,MMSTD,MTVER,PERKZ,PLIFZ,PRCTR,PSTAT,SERNP,STAWN,TARGET_STOCK,TRAME,VINT1,VINT2,VRMOD,WEBAZ,WERKS,XCHAR,XMCNG
L,3.95,X,663.289,194.36,"",G17,VB,341,5563,62.728,98.151,016,IN,"",X,"",2,2023,12,S047,167.94,"",A,663.289,100,775659555268758403,194.36,02,20250616,M015,D,8,2505550390,K,S945,74501386559392123,257.87,73.731,006,007,1,7,P037,"",""
EA,0.3,X,1342.709,316.395,"",G09,VB,435,1615,144.48,79.606,021,IN,"","",X,2,2022,04,S047,109.9,"",C,1342.709,100,184722401653598525,316.395,03,20260102,M001,M,20,4994254506,K,S929,43680620277914926,495.402,11.316,026,001,3,4,P049,"",X
KG,0.81,E,1446.206,321.1,X,G16,PD,926,9003,88.697,41.574,051,IN,X,"","",3,2022,05,S011,186.81,"",B,1446.206,100,961862976955797026,321.1,03,20260204,M004,D,58,7269151843,K,S140,99365590894488202,207.105,32.685,012,011,3,6,P050,"",X
EA,4.83,X,938.814,287.137,"",G05,ND,949,2307,120.764,185.904,034,IN,X,"","",1,2023,10,S022,182.05,"",C,938.814,100,712894841114015140,287.137,01,20240109,M003,D,2,6256875600,K,S167,75763553510337742,94.779,67.448,006,024,1,4,P031,X,X
KG,4.37,E,1940.347,404.978,X,G09,PD,880,1822,126.092,51.449,094,DE,X,"","",1,2024,05,S020,13.41,"",C,1940.347,100,897980218611870482,404.978,01,20231012,M012,D,23,6306274236,K,S683,56926132631541559,154.075,40.802,029,008,3,9,P021,X,""
L,4.48,E,45.827,13.64,"",G10,ND,332,7825,6.479,129.931,088,IN,"","","",1,2026,09,S022,51.06,"",B,45.827,100,172681583994704530,13.64,03,20231130,M003,W,49,6166992280,K,S845,14533425740980517,331.195,13.407,023,021,3,5,P011,X,X
KG,3.48,E,486.967,118.753,X,G03,ND,896,7664,55.926,173.886,061,CN,X,X,"",3,2022,09,S026,150.43,"",A,486.967,100,663170768191726908,118.753,02,20230923,M001,M,22,1238092937,K,S576,79827685607215103,223.142,57.779,011,019,2,7,P048,X,""
L,1.09,X,2016.776,429.825,"",G08,VB,131,2846,212.449,172.801,079,IN,X,X,"",2,2024,09,S049,182.15,"",C,2016.776,100,624657152364717576,429.825,01,20260121,M012,D,17,9006978053,K,S301,16071997459026952,277.705,71.481,030,019,2,3,P036,X,X
M,3.83,F,1222.973,347.68,X,G16,ND,996,1633,147.276,67.636,028,IN,X,X,"",2,2023,06,S009,37.86,"",C,1222.973,100,523119200343468918,347.68,01,20250717,M007,D,18,2325364311,K,S238,44446221208469392,449.817,92.673,007,013,3,6,P022,"",X
M,2.18,E,1413.94,374.22,X,G08,VB,161,3085,162.163,17.231,017,US,X,X,X,2,2024,06,S006,158.72,"",B,1413.94,100,585797074901231312,374.22,02,20251020,M013,D,23,8579691806,K,S819,76136925792503461,341.38,86.834,006,023,3,1,P043,"",X
EA,1.82,E,661.248,294.31,X,G17,ND,886,2413,120.461,47.072,033,DE,X,"",X,1,2022,07,S034,130.85,"",C,661.248,100,813471384038854008,294.31,02,20250621,M012,W,52,3757753089,K,S930,29109986582038715,422.23,17.098,013,030,2,10,P004,"",""
KG,4.41,E,1360.78,471.193,"",G12,VB,668,2699,185.429,167.246,021,IN,"","","",3,2023,03,S023,127.89,"",B,1360.78,100,753979439717139040,471.193,01,20250228,M004,W,22,4947581599,K,S544,72945069084379034,51.71,39.56,000,015,3,10,P044,X,""
L,3.52,X,585.148,205.611,"",G18,PD,265,5655,62.537,91.332,011,CN,X,X,X,3,2022,01,S035,154.65,"",A,585.148,100,489344800827945283,205.611,01,20241206,M006,W,11,9230838131,K,S478,64878103297613594,157.107,59.209,011,002,3,8,P017,"",X
KG,3.0,F,910.269,444.553,"",G10,VB,122,5779,146.886,96.062,061,DE,"","","",3,2026,07,S028,162.85,"",C,910.269,100,726944230737037565,444.553,02,20221218,M001,D,5,7099607408,K,S193,25567429703711512,326.829,91.539,007,024,1,9,P008,X,""
KG,0.45,E,1123.199,312.003,"",G04,ND,748,5731,126.072,30.314,046,IN,"","",X,2,2025,10,S038,190.48,"",C,1123.199,100,968420669284958642,312.003,01,20240222,M012,W,52,1776779861,K,S235,27701485563918902,401.063,12.69,001,026,1,7,P023,"",X
EA,4.83,X,1706.3,480.77,X,G19,VB,342,8443,176.952,36.436,021,IN,X,X,X,3,2025,04,S019,36.12,"",B,1706.3,100,453779438100113243,480.77,03,20240514,M020,W,28,3189427856,K,S353,66222676044146270,410.158,7.283,012,028,3,5,P050,"",""
L,4.34,X,857.403,351.348,X,G11,ND,822,8510,73.575,117.662,092,US,"","",X,2,2023,04,S037,117.83,"",A,857.403,100,441205189440138989,351.348,03,20251203,M007,D,35,3236385610,K,S464,91080832886610612,181.797,89.038,012,028,1,9,P044,X,X
M,4.87,X,1428.376,308.719,"",G17,VB,178,5755,137.914,171.268,051,IN,X,"","",1,2023,05,S033,149.99,"",C,1428.376,100,477838013776437749,308.719,02,20221117,M010,W,47,1644996528,K,S132,53583580671714614,108.542,4.731,025,015,3,9,P031,"",X
M,4.52,F,237.008,54.838,X,G05,PD,181,7834,18.49,77.827,011,CN,X,X,"",3,2026,07,S012,91.38,"",A,237.008,100,647356825045121712,54.838,01,20220803,M002,D,41,1048382965,K,S699,18438978903447092,457.567,43.565,011,023,2,3,P011,X,X
M,4.37,F,1442.315,441.747,"",G14,ND,254,9363,195.688,21.271,029,CN,X,X,X,1,2022,02,S045,159.63,"",C,1442.315,100,525678913539894267,441.747,02,20220329,M014,D,1,5233524326,K,S578,19195886630333864,317.771,71.762,008,006,3,2,P012,"",X
M,3.73,F,447.949,123.913,"",G15,ND,411,6136,58.639,183.676,051,IN,"","",X,1,2025,10,S015,84.94,"",B,447.949,100,707320248064606760,123.913,02,20240405,M004,D,3,6173439236,K,S906,35309258472297103,210.814,52.556,020,008,2,1,P035,X,""
EA,3.59,F,1881.26,396.632,"",G16,VB,360,2469,187.868,43.577,011,CN,X,X,"",1,2022,04,S032,11.78,"",A,1881.26,100,417719830635271271,396.632,01,20260212,M005,D,56,5946182245,K,S279,50951978225505007,223.193,54.219,002,004,2,4,P016,"",""
L,4.06,F,163.566,50.005,"",G19,PD,413,4368,20.786,73.723,057,CN,"","","",1,2023,07,S039,60.13,"",C,163.566,100,151124185859674930,50.005,03,20241226,M001,W,33,8630637176,K,S196,18186343848840311,71.048,6.001,027,017,3,1,P038,"",""
KG,4.54,X,195.157,43.409,"",G02,VB,770,6441,8.868,69.572,068,DE,X,"",X,3,2026,06,S034,20.36,"",C,195.157,100,808051612405946346,43.409,03,20260117,M011,W,26,1758891531,K,S915,68380501531046859,154.236,95.782,019,004,3,8,P019,X,""
EA,2.57,F,1652.016,487.965,X,G19,VB,307,7861,122.803,73.589,097,US,X,X,X,2,2026,05,S008,150.29,"",A,1652.016,100,333301087983790820,487.965,01,20240126,M017,M,24,5775796517,K,S738,45042841836924084,111.259,41.32,023,021,1,9,P030,"",""
KG,2.89,E,1753.111,485.028,"",G14,ND,762,3702,153.853,47.604,053,US,X,"",X,3,2026,11,S035,123.62,"",B,1753.111,100,365713473871977282,485.028,02,20221217,M019,M,33,3073369205,K,S813,40618835904319999,247.428,3.427,006,016,2,8,P048,"",X
EA,1.14,E,1633.91,349.708,"",G18,VB,225,5394,174.377,103.027,079,CN,"","",X,2,2025,04,S048,188.82,"",B,1633.91,100,384297639054048782,349.708,03,20220613,M016,W,13,9970112483,K,S717,97950408255942737,347.2,42.022,004,021,3,3,P001,"",X
M,3.54,E,863.576,229.925,X,G02,PD,746,5894,56.562,160.293,068,IN,X,X,X,3,2023,03,S034,142.16,"",A,863.576,100,161913009049254154,229.925,03,20240319,M007,D,56,7675959007,K,S785,52969995265298924,79.131,28.054,020,019,2,10,P025,X,""
KG,3.15,X,1418.489,401.34,X,G11,PD,454,8011,162.033,113.68,076,CN,"","",X,3,2023,04,S028,177.8,"",C,1418.489,100,903756769699474113,401.34,03,20221006,M020,D,58,3884804008,K,S990,58304256784486137,287.622,80.123,027,019,1,2,P018,X,""
M,3.27,X,1302.297,428.147,"",G18,PD,563,7369,113.369,109.331,010,IN,X,"",X,3,2024,03,S008,76.58,"",C,1302.297,100,190020254093690000,428.147,01,20250913,M002,M,34,1781036425,K,S510,99814934340269530,69.483,68.514,024,013,3,9,P011,"",""
EA,1.22,E,712.938,180.316,X,G09,VB,255,9363,64.012,13.183,048,DE,"",X,X,3,2026,04,S040,98.82,"",B,712.938,100,229379205447712016,180.316,01,20260130,M004,M,43,3731071127,K,S243,27657207156878245,475.659,46.027,014,019,1,3,P044,X,X
KG,2.89,E,706.912,150.315,"",G01,VB,267,9794,59.806,92.853,090,DE,"",X,"",3,2026,07,S005,87.66,"",C,706.912,100,100356132576382478,150.315,02,20240120,M016,M,27,4871897470,K,S223,78942967331169066,174.439,83.991,013,020,3,8,P010,X,""
EA,2.71,E,61.373,30.393,"",G03,VB,685,1362,12.6,31.193,066,US,X,X,"",1,2026,11,S002,82.73,"",C,61.373,100,836093177850235611,30.393,02,20230605,M014,D,22,4328532741,K,S587,81830027140833292,375.073,70.549,012,009,1,8,P005,X,X
EA,2.09,F,2186.981,438.837,X,G09,VB,541,8671,164.862,96.679,046,DE,"",X,X,1,2022,03,S012,97.77,"",A,2186.981,100,624055111431289069,438.837,01,20230620,M015,W,19,3606966009,K,S814,52869790539326343,407.577,11.173,023,017,3,5,P028,"",X
EA,0.01,X,643.155,215.936,"",G15,VB,824,9071,100.569,161.265,014,IN,"","",X,3,2026,11,S021,156.56,"",B,643.155,100,343031788808184741,215.936,03,20241017,M012,M,30,7801161359,K,S369,57343451509065588,360.442,51.149,009,025,1,4,P003,"",X
L,2.22,F,338.579,105.301,X,G19,VB,809,9643,25.121,46.248,005,US,X,X,"",2,2023,07,S041,17.11,"",B,338.579,100,917799989928782745,105.301,02,20250507,M014,M,35,7015112121,K,S826,63146026778047616,402.874,99.758,019,007,1,1,P002,"",""
M,4.47,E,838.094,243.209,"",G10,PD,782,6822,86.25,72.919,050,IN,"","",X,1,2023,03,S041,71.74,"",A,838.094,100,967258784588061829,243.209,02,20220404,M014,D,58,6415634291,K,S713,47254723825337626,210.212,85.734,000,011,1,10,P020,X,X
KG,4.54,E,1409.201,300.808,"",G04,PD,603,4496,121.696,183.638,059,IN,"","",X,1,2023,07,S026,122.07,"",C,1409.201,100,468658041491739509,300.808,02,20230323,M005,W,32,9288798640,K,S716,37969041371731242,304.009,25.867,015,016,2,9,P009,X,""
L,3.13,E,1045.264,212.555,X,G07,ND,518,4386,85.607,84.353,069,CN,"","",X,3,2025,05,S046,186.33,"",C,1045.264,100,882710019170960848,212.555,02,20230825,M006,D,58,3240371063,K,S385,82252228270352320,324.214,22.082,006,023,2,7,P026,X,""
EA,3.09,X,1353.023,307.675,X,G11,PD,347,2470,91.233,153.528,056,IN,X,"","",2,2025,08,S049,31.45,"",C,1353.023,100,809567880382806199,307.675,01,20240320,M009,W,24,4774324823,K,S501,79402376728643544,68.031,51.799,017,009,1,7,P001,X,""
L,4.4,E,276.181,82.756,X,G01,PD,925,1833,26.007,101.641,012,US,"",X,X,1,2024,04,S032,140.23,"",B,276.181,100,967466899504283116,82.756,03,20231217,M002,W,33,2092791416,K,S156,58694160220427980,359.707,52.405,006,017,1,4,P043,"",X
L,3.07,F,675.961,314.787,X,G13,PD,317,5144,113.33,171.773,065,IN,"",X,"",3,2026,09,S044,30.87,"",A,675.961,100,355965015127546507,314.787,02,20220718,M008,M,44,3987375247,K,S873,11474381158707631,54.189,19.331,029,001,2,5,P041,X,""
M,0.81,E,1381.132,322.711,X,G11,PD,681,5059,83.832,77.973,061,CN,X,"",X,1,2025,03,S020,121.65,"",C,1381.132,100,657954335654607536,322.711,01,20221003,M011,D,57,7279177543,K,S650,61957333992925241,467.164,7.595,023,018,1,7,P030,X,X
KG,3.3,E,1319.357,348.825,X,G09,ND,692,1866,163.843,184.763,087,US,X,X,X,1,2023,02,S021,165.61,"",A,1319.357,100,298685030311827960,348.825,03,20251116,M005,D,22,5088026307,K,S184,53798641314521538,170.893,51.321,018,023,1,1,P041,"",""
KG,1.16,E,916.111,225.965,"",G14,VB,603,6121,111.451,123.935,072,DE,"","",X,2,2024,06,S007,120.44,"",A,916.111,100,393660344218661481,225.965,03,20230728,M011,W,16,8498825227,K,S940,61118906422212894,296.968,49.618,005,002,1,7,P050,"",""
EA,4.84,E,1269.049,426.153,"",G13,PD,287,7981,190.445,191.161,017,DE,X,X,X,3,2023,09,S042,121.13,"",B,1269.049,100,955367616949160394,426.153,01,20230427,M008,W,43,1394114701,K,S231,86162574134192079,236.704,84.693,011,017,1,5,P038,"",X
L,0.09,X,1347.985,299.777,"",G02,ND,391,3435,62.095,62.483,001,US,X,X,"",2,2024,12,S031,125.11,"",B,1347.985,100,994575645232961584,299.777,02,20240919,M013,D,6,4304671171,K,S213,70540058575623883,64.569,27.119,017,017,1,8,P050,"",X
EA,0.87,X,834.087,225.764,"",G19,VB,284,4198,102.297,199.094,079,CN,X,"",X,3,2024,03,S026,112.06,"",C,834.087,100,751937767079250503,225.764,03,20221227,M001,D,23,2196483130,K,S657,27328739374120124,433.02,97.298,000,026,3,10,P047,X,""
EA,0.4,X,1685.057,443.371,X,G11,ND,555,3356,112.548,177.898,071,IN,X,X,"",1,2022,05,S012,107.43,"",B,1685.057,100,217016056096458828,443.371,01,20220803,M007,D,39,7750892420,K,S522,89773313695684412,176.272,65.316,001,024,1,6,P026,"",X
M,3.22,X,899.794,426.728,"",G02,VB,717,3203,107.676,40.701,017,US,"",X,"",1,2026,12,S032,95.98,"",B,899.794,100,950934515956494085,426.728,03,20231224,M005,D,42,6963943658,K,S232,70070396651183540,479.238,63.538,015,003,3,6,P002,X,X
L,2.67,F,1210.888,263.959,X,G08,ND,342,5877,100.356,143.414,076,DE,"","","",2,2024,11,S016,194.15,"",A,1210.888,100,866968745147280790,263.959,03,20230717,M001,W,51,2737084262,K,S274,61078811452526788,406.131,39.253,027,010,3,1,P003,"",X
M,3.22,F,531.028,156.351,X,G15,PD,151,7236,36.552,77.256,099,DE,X,X,X,3,2025,01,S040,163.06,"",A,531.028,100,559541800304472268,156.351,03,20220129,M014,M,27,5709935988,K,S639,93265895279077703,176.351,33.733,024,002,1,3,P013,X,""
L,3.01,E,967.545,211.091,"",G02,PD,391,2390,81.38,30.473,017,CN,"",X,"",3,2023,04,S041,92.8,"",B,967.545,100,194866286528662156,211.091,03,20230521,M005,W,3,5034047348,K,S559,92961853710930541,338.517,52.601,018,029,2,7,P031,X,""
EA,1.22,F,1609.798,354.467,"",G03,VB,588,4352,111.4,25.8,058,DE,X,"","",2,2024,05,S010,29.06,"",A,1609.798,100,963303214902531740,354.467,01,20220506,M011,D,14,9343133674,K,S370,37336166015286646,424.506,52.771,023,008,1,7,P036,"",""
EA,4.21,X,175.372,74.7,X,G07,PD,856,1423,25.71,120.311,058,US,"",X,X,3,2022,08,S015,139.16,"",C,175.372,100,602318364428610162,74.7,02,20250428,M020,D,6,7400866144,K,S194,67210798180825686,402.969,46.052,011,007,3,10,P015,X,X
L,1.45,F,399.541,132.041,X,G19,VB,513,4940,35.218,26.662,093,US,"","","",3,2022,12,S047,115.26,"",A,399.541,100,350207345451515014,132.041,03,20250217,M015,M,30,4545812200,K,S375,90183703150252932,497.698,44.548,020,021,3,1,P018,"",X
L,1.24,F,625.88,229.012,X,G14,ND,741,9625,50.366,157.38,028,CN,X,"",X,3,2022,09,S008,76.12,"",C,625.88,100,993644558980156839,229.012,02,20240416,M003,D,57,2243018741,K,S505,35346910562166142,473.734,77.075,018,027,2,10,P048,X,""
EA,3.59,X,939.039,447.072,X,G01,VB,313,9037,139.37,186.406,075,IN,X,X,X,1,2026,09,S025,49.72,"",C,939.039,100,150561901344370066,447.072,01,20220212,M007,M,47,3080433923,K,S242,52154149464408469,267.067,4.484,002,008,3,9,P012,"",X
KG,2.18,E,399.843,157.241,"",G12,VB,195,5935,58.438,6.687,023,DE,"",X,"",2,2022,09,S050,133.4,"",C,399.843,100,720942648169333171,157.241,02,20241110,M013,D,13,7188162741,K,S538,62838962775037509,378.438,70.754,014,001,2,5,P002,"",""
EA,1.12,X,603.203,195.908,"",G13,VB,859,5888,51.172,117.128,090,DE,"","",X,3,2023,07,S036,69.29,"",B,603.203,100,296014701660930180,195.908,03,20250126,M007,W,38,2110623288,K,S712,93131978138919276,362.974,11.641,012,011,1,2,P019,X,""
M,3.28,X,1455.434,440.867,"",G01,PD,547,6031,161.34,150.887,025,US,"","","",3,2024,09,S013,107.88,"",A,1455.434,100,999307395324874098,440.867,02,20251027,M003,M,33,9436380259,K,S605,97711650523739228,221.562,78.795,012,020,1,9,P025,"",""
KG,2.29,X,692.748,238.293,X,G07,VB,537,4031,100.201,175.37,099,DE,X,"","",2,2024,05,S049,86.95,"",B,692.748,100,187897881289202032,238.293,03,20230104,M017,D,35,1487358363,K,S321,16245255784733799,474.709,96.819,030,010,1,10,P004,X,X
EA,2.63,X,370.216,176.659,"",G13,ND,238,3567,37.109,6.43,088,DE,"",X,"",1,2022,02,S017,67.04,"",B,370.216,100,737495670677905677,176.659,01,20230511,M018,D,59,7952757874,K,S669,54916911577180653,394.111,24.428,003,007,1,4,P041,X,""
M,2.39,F,381.691,88.053,X,G14,ND,782,7681,35.302,159.585,096,DE,X,"",X,2,2024,02,S037,42.45,"",A,381.691,100,565039831803228480,88.053,03,20240213,M006,D,36,8391704529,K,S921,85423738936572212,288.441,84.907,009,027,1,1,P035,X,""
EA,2.62,E,1028.398,362.943,X,G13,PD,545,3182,72.929,61.941,020,CN,X,X,X,1,2024,12,S037,193.76,"",A,1028.398,100,773305207933954847,362.943,02,20240821,M017,W,27,8560163842,K,S873,23605720365093706,338.045,64.5,008,002,3,9,P031,X,""
EA,4.66,X,776.605,332.835,X,G05,PD,820,1419,126.342,160.381,022,DE,"",X,X,2,2024,11,S028,111.86,"",B,776.605,100,220734063253476603,332.835,03,20250701,M019,W,40,6899037957,K,S318,16812962403033119,285.025,35.443,013,013,1,9,P014,X,""
KG,4.13,F,844.233,413.218,"",G05,ND,810,3268,188.17,51.868,070,CN,X,"","",3,2023,03,S015,55.09,"",B,844.233,100,934243958125553341,413.218,01,20251023,M013,W,36,2484482416,K,S196,29401530172120440,449.065,46.356,021,008,2,5,P010,"",X
KG,1.5,F,1186.911,266.622,X,G18,PD,970,8278,126.97,96.977,037,CN,X,X,"",2,2026,01,S019,34.07,"",C,1186.911,100,672630235149308979,266.622,03,20240111,M020,M,46,4977899561,K,S106,88707550477750023,259.689,96.502,014,013,2,7,P015,"",""
M,1.72,E,1216.495,304.474,X,G20,ND,501,9505,88.731,121.837,001,CN,X,X,X,3,2022,02,S021,116.88,"",A,1216.495,100,152450203388345106,304.474,01,20220305,M004,M,23,9454077402,K,S240,83976686470385934,356.126,99.474,004,028,2,5,P018,X,X
M,2.23,F,1783.273,476.114,"",G16,ND,323,5202,195.474,185.055,029,US,"","","",2,2025,04,S011,176.28,"",B,1783.273,100,182796285837953328,476.114,03,20240308,M011,W,43,4807588720,K,S853,25917848909789946,368.59,41.448,007,003,3,5,P037,"",""
M,1.16,E,738.182,195.291,"",G13,ND,233,8632,90.08,57.711,084,IN,X,"","",3,2025,01,S024,196.28,"",C,738.182,100,713775149991902080,195.291,01,20240705,M019,W,9,5850576941,K,S505,47525775525230306,433.098,1.254,029,007,2,2,P013,"",X
L,1.91,F,1571.496,375.552,X,G12,VB,290,9173,98.139,130.362,005,CN,X,"",X,3,2023,09,S034,148.28,"",C,1571.496,100,255277516875510763,375.552,02,20240503,M007,W,19,3764471125,K,S750,23817373157388689,497.486,95.681,015,023,2,9,P018,X,""
EA,3.06,E,301.303,105.994,X,G07,ND,276,9628,38.304,143.535,099,US,X,"",X,1,2024,12,S033,141.89,"",C,301.303,100,701893104937200583,105.994,02,20230611,M011,D,2,6205808873,K,S243,87395884851329003,463.944,16.091,011,029,2,7,P005,X,""
EA,3.15,E,1272.272,352.569,"",G03,ND,729,5670,152.745,170.364,097,CN,X,"",X,3,2025,09,S050,16.84,"",B,1272.272,100,863774067414342867,352.569,01,20250314,M006,W,49,2636977632,K,S231,17918491841429508,60.876,99.771,017,025,1,7,P044,X,X
EA,3.83,X,574.919,215.432,"",G06,VB,225,2130,57.921,180.92,039,CN,X,X,X,3,2023,12,S018,78.68,"",B,574.919,100,369773704475108604,215.432,01,20250903,M010,M,30,9117352748,K,S329,68592557177261655,359.729,12.466,019,006,3,6,P050,"",""
EA,4.74,E,1684.897,399.339,"",G15,VB,133,3475,178.664,119.516,078,CN,"",X,X,1,2026,10,S007,127.75,"",A,1684.897,100,515952181855003548,399.339,03,20220826,M015,M,10,1153191908,K,S306,75907130472010750,463.873,1.477,021,019,3,6,P016,"",""
EA,2.65,F,548.448,168.558,"",G11,ND,212,5014,63.218,110.665,064,CN,X,X,"",1,2023,09,S023,68.48,"",B,548.448,100,868909777719413006,168.558,03,20220428,M018,W,40,7470942193,K,S934,54543205925887294,418.891,94.322,028,028,2,5,P007,"",""
KG,4.47,X,82.153,20.483,"",G07,ND,550,8358,9.962,54.036,054,US,"","","",2,2026,09,S024,54.5,"",A,82.153,100,610173931010601124,20.483,03,20230718,M014,W,28,9744422850,K,S589,73004373082990624,144.965,90.836,021,002,3,1,P011,"",X
EA,1.34,X,712.727,259.555,X,G05,PD,675,7664,78.202,193.913,089,DE,X,X,"",3,2026,10,S045,102.04,"",A,712.727,100,907911926452115329,259.555,02,20240323,M016,W,20,9883034384,K,S523,59996092929349145,297.774,52.938,024,016,2,5,P047,X,""
KG,4.86,E,1733.042,410.961,"",G16,VB,440,4499,155.064,6.436,083,DE,"",X,X,3,2025,09,S001,131.57,"",B,1733.042,100,643100579315903961,410.961,02,20240103,M008,W,41,1183643715,K,S253,62283403638263614,156.111,80.974,011,008,3,3,P007,"",X
L,4.21,F,1289.695,321.92,X,G14,VB,336,2981,134.897,150.728,070,DE,X,"",X,2,2022,10,S005,144.0,"",A,1289.695,100,345983759760876318,321.92,03,20240831,M016,M,41,9149729568,K,S409,42001396150218957,373.947,39.154,028,000,2,1,P049,"",X
L,2.22,F,539.131,118.876,"",G09,VB,251,8126,37.494,143.08,022,IN,"",X,X,3,2026,11,S016,86.08,"",C,539.131,100,762208413244291686,118.876,03,20251110,M001,M,59,2559947352,K,S233,92743916397703164,455.568,55.151,007,020,2,10,P040,"",X
M,0.85,X,1556.941,446.769,X,G16,ND,217,4833,178.253,5.704,035,IN,"","","",3,2026,04,S039,61.1,"",A,1556.941,100,456510323833075533,446.769,03,20251108,M014,D,9,7481685474,K,S113,22679544299401558,109.491,34.934,028,027,1,1,P037,X,X
L,3.35,X,247.965,79.639,"",G14,VB,331,4909,29.736,63.081,095,US,X,"",X,3,2023,10,S037,175.13,"",A,247.965,100,811896912604524947,79.639,01,20230401,M017,W,32,3526397294,K,S235,12157277091316646,138.378,67.556,006,015,3,3,P023,X,X
M,2.63,F,1071.769,468.532,X,G04,ND,380,4401,183.238,189.285,050,IN,X,"","",2,2025,01,S050,113.15,"",B,1071.769,100,665468080623655714,468.532,03,20230620,M010,M,21,5179525547,K,S892,85835579794774923,399.002,78.484,020,024,1,1,P002,X,X
KG,2.89,E,465.966,226.422,"",G01,ND,289,6811,69.948,109.187,096,DE,"",X,X,2,2026,12,S036,43.38,"",A,465.966,100,724541847732038432,226.422,01,20240706,M017,D,8,3598971594,K,S629,14364128979640863,182.254,48.168,011,011,2,1,P018,X,X
L,1.89,X,172.295,34.645,"",G15,VB,345,4826,10.219,25.521,055,US,"",X,X,3,2023,10,S011,176.84,"",A,172.295,100,151317613943371700,34.645,01,20250818,M006,W,35,8514901273,K,S691,44115763742384362,424.785,70.594,010,003,2,1,P011,"",X
EA,0.2,X,1262.566,488.713,X,G01,ND,193,6571,214.519,61.751,090,CN,"","","",1,2025,01,S023,150.44,"",C,1262.566,100,564732387367025596,488.713,02,20230206,M007,M,33,2713946159,K,S495,57156459980158706,179.434,28.099,026,009,2,7,P029,"",""
EA,3.54,E,553.705,131.449,"",G02,PD,659,2953,32.197,197.906,053,US,X,X,X,1,2023,03,S030,81.13,"",A,553.705,100,374564830444689646,131.449,01,20220406,M019,W,41,8353424680,K,S853,86258780883046822,158.132,95.113,022,016,1,1,P041,"",X
EA,1.2,E,872.587,299.741,"",G10,ND,314,3067,89.062,108.753,091,CN,"","","",2,2024,12,S007,63.72,"",A,872.587,100,473554956181620890,299.741,03,20251202,M015,M,10,5082542645,K,S425,58387007497793601,102.39,95.757,019,027,1,5,P040,"",X
L,1.57,X,549.149,120.388,X,G09,PD,723,8936,59.091,56.079,002,CN,"",X,X,2,2024,03,S045,147.17,"",B,549.149,100,354601547702558933,120.388,01,20231017,M014,D,35,3364017481,K,S779,25436121523910506,459.726,55.361,001,019,2,7,P003,X,""
L,0.59,X,557.801,167.292,X,G11,ND,755,7307,77.577,106.761,015,IN,"","","",2,2023,03,S025,56.66,"",B,557.801,100,890316682548875443,167.292,01,20230303,M012,M,9,2108339578,K,S292,91856101417287832,257.035,80.083,000,003,1,1,P049,"",X
L,1.51,F,472.376,228.567,X,G20,VB,525,8191,90.065,190.29,075,US,"",X,"",3,2023,03,S044,100.55,"",A,472.376,100,478844198649501848,228.567,03,20250924,M013,D,3,4720101997,K,S139,55022784736396002,76.567,73.868,022,013,1,9,P049,X,X
EA,1.97,X,758.847,206.164,X,G06,ND,990,6899,59.272,42.206,079,DE,"",X,"",3,2022,05,S003,81.21,"",C,758.847,100,687649809986587958,206.164,01,20250307,M011,M,34,7520214614,K,S987,78570389478161138,55.748,1.859,026,019,1,9,P025,"",""
