BDIFP,BUKRS,BWKEY,BWMOD,EFREJ,ERKLAERKOM,FMP_PRFRGR,FMP_PRSFR,MANDT,MLAST,MLASV,MLBWA,MLBWV,MLCCS,PRSFR,UPROF,WBPRO,X2FDO,XBKNG,XEFRE,XEWRX,XLBPD,XVKBW
2.57,7411,V237,0002,2021,X,GR56,X,100,"","","",X,X,"",UP01,WB02,X,"",X,X,X,X
1.94,7394,V238,0002,2019,"",GR50,X,100,2,X,"","","","",UP01,WB03,X,X,X,X,X,X
2.08,9238,V239,0004,2015,"",GR51,X,100,"","","","","",X,UP02,WB02,"",X,X,X,"",X
3.78,6293,V240,0001,2023,X,GR83,"",100,"","",X,X,"","",UP01,WB03,X,"","","","",""
1.43,9484,V241,0004,2016,"",GR20,"",100,3,"",X,"","",X,UP02,WB02,"","",X,"",X,X
4.69,4331,V242,0001,2019,X,GR36,"",100,3,"",X,"",X,X,UP01,WB02,"","","","",X,X
4.83,10969,V243,0001,2015,X,GR69,"",100,"",X,"",X,"","",UP01,WB02,"","",X,"","",""
2.58,4687,V244,0004,2018,"",GR71,X,100,2,X,X,X,"",X,UP03,WB01,"","",X,X,"",""
0.55,4223,V245,0001,2016,"",GR80,X,100,3,"","",X,X,X,UP02,WB01,"",X,X,X,"",X
2.35,4506,V246,0004,2016,X,GR40,"",100,3,X,X,X,X,"",UP01,WB03,"",X,"","",X,""
2.01,6959,V247,0004,2026,X,GR49,"",100,"",X,"","","","",UP02,WB03,"","","",X,X,""
1.38,6904,V248,0002,2019,X,GR29,"",100,"","","","",X,X,UP01,WB02,X,"",X,"",X,X
3.38,6332,V249,0003,2017,X,GR39,X,100,2,X,"",X,X,"",UP03,WB02,X,"",X,"","",""
0.34,9182,V250,0004,2015,"",GR17,"",100,3,"",X,X,X,"",UP03,WB02,"",X,"",X,"",""
3.77,2036,V251,0001,2015,X,GR21,"",100,"",X,X,X,X,X,UP03,WB01,"","","","","",""
3.54,9500,V252,0003,2024,X,GR19,"",100,3,X,"","","","",UP01,WB03,X,X,X,X,"",X
4.54,9430,V253,0001,2026,X,GR61,X,100,2,X,"",X,X,X,UP02,WB02,X,X,"",X,"",X
1.38,9570,V254,0001,2024,"",GR24,"",100,"","","","",X,"",UP02,WB03,"","","",X,"",""
4.9,5410,V255,0004,2017,"",GR52,X,100,3,X,X,"","","",UP03,WB01,X,X,"","",X,X
0.21,2397,V256,0001,2025,"",GR15,X,100,2,"",X,X,"",X,UP01,WB02,"",X,X,X,"",""
3.71,8823,V257,0001,2016,X,GR53,"",100,"","",X,"",X,X,UP01,WB01,"",X,"","",X,""
0.73,4588,V258,0001,2018,"",GR59,"",100,2,X,"",X,"",X,UP02,WB03,X,"","",X,X,X
3.49,8517,V259,0003,2016,X,GR24,"",100,2,X,X,"","",X,UP03,WB01,X,"","",X,X,X
4.15,7866,V260,0002,2026,X,GR47,X,100,2,X,"","",X,"",UP01,WB01,X,"","",X,X,X
1.14,5921,V261,0001,2022,"",GR54,X,100,2,X,X,X,X,"",UP01,WB01,"","",X,X,X,""
4.56,9754,V262,0003,2017,"",GR72,"",100,2,"",X,X,X,"",UP02,WB03,X,X,X,"",X,""
1.7,9959,V263,0004,2020,X,GR18,"",100,2,"","",X,X,X,UP01,WB02,"","",X,X,X,""
3.94,1265,V264,0004,2019,X,GR12,X,100,"","",X,"","","",UP01,WB03,"","",X,"",X,""
0.39,2245,V265,0002,2018,"",GR13,"",100,3,X,X,"",X,X,UP02,WB02,X,X,X,"","",X
0.89,1763,V266,0003,2022,"",GR83,"",100,2,"",X,X,"","",UP03,WB03,"",X,X,"",X,""
2.93,10011,V267,0002,2017,"",GR81,"",100,2,X,X,"",X,"",UP03,WB02,X,"",X,"","",""
2.66,6821,V268,0001,2016,X,GR54,X,100,"",X,"","",X,"",UP03,WB02,X,X,"","",X,""
1.64,8690,V269,0004,2023,X,GR95,X,100,2,X,"","",X,X,UP03,WB01,X,"","",X,X,X
4.36,9116,V270,0001,2019,"",GR53,"",100,2,X,X,X,X,"",UP03,WB03,X,X,X,"",X,""
0.93,8780,V271,0004,2026,X,GR61,"",100,"",X,"","",X,"",UP03,WB02,"",X,X,"",X,X
2.81,10815,V272,0003,2024,"",GR82,"",100,2,X,X,"","",X,UP03,WB03,"",X,"","",X,X
2.4,5299,V273,0001,2021,"",GR39,X,100,"","",X,"","",X,UP01,WB02,X,"","","",X,""
2.94,10768,V274,0004,2023,X,GR50,"",100,"","",X,"",X,X,UP03,WB03,X,"","","",X,""
0.23,10483,V275,0003,2026,"",GR38,"",100,"","",X,X,X,"",UP02,WB02,X,X,X,X,X,X
4.89,1566,V276,0001,2025,"",GR33,"",100,"","",X,X,X,"",UP03,WB02,"","",X,X,X,""
4.59,4023,V277,0004,2026,X,GR21,X,100,"","","",X,"",X,UP02,WB03,X,X,X,X,"",""
4.45,7415,V278,0004,2022,X,GR94,X,100,3,X,"",X,"",X,UP03,WB02,"",X,X,X,X,X
4.19,8793,V279,0004,2020,"",GR78,"",100,"","","","","","",UP02,WB03,X,X,"","",X,""
2.19,8256,V280,0004,2017,X,GR15,X,100,3,X,X,"","",X,UP03,WB01,"","",X,X,X,X
3.63,7485,V281,0001,2022,X,GR38,"",100,"",X,X,X,"",X,UP02,WB02,"","","",X,"",""
2.45,8998,V282,0002,2025,X,GR50,X,100,2,X,X,X,"","",UP03,WB02,X,X,"","","",X
0.31,7336,V283,0004,2026,X,GR75,X,100,3,"","",X,"","",UP03,WB02,X,"","",X,"",X
0.15,2161,V284,0003,2018,X,GR49,X,100,"",X,"","",X,"",UP01,WB03,X,X,"",X,X,X
4.92,10747,V285,0002,2016,"",GR56,"",100,"","",X,X,"",X,UP01,WB02,X,"","",X,"",X
1.33,10071,V286,0003,2025,X,GR79,X,100,3,X,"","",X,X,UP03,WB03,"","",X,X,X,""
3.74,3013,V287,0004,2021,"",GR62,X,100,2,"","",X,X,X,UP01,WB02,"","",X,"",X,""
1.93,3762,V288,0001,2018,"",GR65,X,100,"",X,"","","","",UP03,WB03,"","",X,"","",""
2.85,3698,V289,0002,2020,"",GR19,X,100,3,X,X,"","",X,UP01,WB03,"","","","",X,""
4.71,10918,V290,0004,2025,X,GR78,"",100,2,X,X,"",X,"",UP03,WB02,X,"","",X,X,X
3.59,7372,V291,0003,2020,X,GR79,"",100,3,X,X,X,X,X,UP03,WB03,X,X,"",X,"",""
4.74,7952,V292,0002,2021,"",GR37,"",100,2,X,"",X,"","",UP01,WB03,X,X,"","",X,""
2.12,6159,V293,0003,2021,X,GR89,"",100,"",X,X,X,"",X,UP03,WB01,X,"",X,"","",X
1.54,7122,V294,0002,2023,X,GR56,X,100,"","","",X,"",X,UP01,WB03,X,X,"","","",X
0.14,8534,V295,0001,2023,X,GR49,X,100,"",X,X,"","","",UP01,WB02,X,X,"","",X,X
1.84,5462,V296,0001,2015,"",GR77,"",100,2,X,X,X,"",X,UP03,WB03,X,X,X,X,"",""
0.48,9809,V297,0001,2020,X,GR91,"",100,"","",X,"",X,"",UP03,WB03,"",X,"","","",""
4.28,7067,V298,0002,2016,"",GR48,X,100,2,X,"",X,X,X,UP02,WB01,"","","","","",""
1.61,1208,V299,0004,2018,"",GR30,"",100,2,X,"",X,"",X,UP02,WB02,"","",X,"","",""
3.58,9446,V300,0003,2015,X,GR20,X,100,2,X,"","","",X,UP01,WB02,"","","",X,"",X
3.27,4597,V301,0001,2019,X,GR75,"",100,"","",X,"","","",UP02,WB03,X,X,X,X,"",""
3.63,5080,V302,0004,2020,X,GR65,"",100,3,X,X,"",X,X,UP02,WB02,X,"",X,"",X,X
1.5,9791,V303,0003,2025,"",GR99,"",100,"","",X,"","","",UP02,WB01,X,"",X,"","",""
2.25,9917,V304,0003,2016,X,GR63,"",100,3,"","",X,"",X,UP01,WB03,"",X,"","",X,""
3.82,3585,V305,0003,2019,X,GR47,X,100,3,X,X,"","","",UP03,WB03,X,X,"","",X,X
4.56,2334,V306,0003,2018,"",GR47,"",100,"",X,"","","","",UP01,WB02,X,X,"","","",""
0.12,9491,V307,0003,2015,"",GR57,X,100,2,X,"","",X,X,UP01,WB03,X,"",X,"","",X
2.07,1708,V308,0001,2024,X,GR97,X,100,3,"","",X,"",X,UP03,WB02,"",X,X,X,X,X
2.85,5381,V309,0002,2017,X,GR78,X,100,2,X,"",X,X,X,UP02,WB01,"",X,"","","",""
0.11,9540,V310,0003,2024,"",GR54,X,100,3,X,X,"","",X,UP02,WB02,X,"","",X,X,""
2.47,7450,V311,0004,2020,"",GR52,"",100,2,"",X,"","",X,UP01,WB01,X,"",X,X,"",X
1.09,4336,V312,0001,2024,X,GR14,X,100,2,X,X,X,X,X,UP03,WB01,X,"",X,X,"",""
1.04,6042,V313,0003,2025,X,GR25,"",100,3,X,X,"","","",UP03,WB01,"",X,"","","",""
0.98,7990,V314,0004,2019,X,GR61,"",100,2,X,"","","","",UP03,WB02,"","","",X,X,""
3.53,1123,V315,0003,2019,"",GR12,X,100,"",X,"",X,X,X,UP02,WB03,"","","","","",""
2.13,2926,V316,0004,2026,X,GR70,"",100,"","",X,"","",X,UP03,WB03,"","",X,"","",X
2.13,6228,V317,0003,2018,X,GR35,"",100,2,X,X,"",X,"",UP01,WB01,X,"",X,X,"",""
4.23,5297,V318,0001,2020,X,GR97,X,100,3,X,"",X,X,X,UP03,WB02,"","",X,"","",""
0.35,6646,V319,0002,2020,X,GR15,"",100,2,X,"",X,"",X,UP01,WB01,X,X,X,X,"",""
3.29,1846,V320,0001,2024,"",GR96,X,100,2,"",X,"",X,X,UP01,WB02,X,X,"","","",""
2.1,10343,V321,0004,2017,X,GR78,X,100,2,X,X,"",X,X,UP02,WB02,X,X,X,"","",X
0.16,5403,V322,0001,2020,X,GR89,"",100,3,"","","","",X,UP01,WB02,X,X,X,"","",""
3.33,4802,V323,0001,2017,"",GR72,X,100,3,X,"","","",X,UP02,WB02,"","","",X,"",X
0.39,1223,V324,0003,2018,"",GR78,X,100,2,X,"","",X,"",UP01,WB03,X,X,"","","",""
2.14,10392,V325,0002,2026,X,GR93,"",100,"","","",X,"",X,UP02,WB01,"",X,"",X,"",""
0.01,7478,V326,0004,2022,"",GR47,"",100,2,"",X,X,X,"",UP03,WB01,X,X,X,"","",""
4.51,3561,V327,0003,2017,X,GR21,"",100,2,X,"","",X,X,UP01,WB03,X,X,X,"","",X
0.25,6093,V328,0001,2021,X,GR63,"",100,3,"",X,"",X,"",UP01,WB01,X,"","",X,X,X
4.91,1526,V329,0001,2015,X,GR76,"",100,"","","","",X,"",UP02,WB03,"","","","",X,""
3.94,8918,V330,0002,2015,X,GR20,X,100,"",X,"",X,X,"",UP02,WB02,X,"","",X,"",""
3.13,7364,V331,0004,2015,"",GR73,"",100,2,X,"",X,X,"",UP03,WB01,"",X,X,X,X,""
1.16,2341,V332,0003,2017,X,GR92,X,100,3,X,"","",X,"",UP02,WB02,X,"","","","",""
2.29,6325,V333,0001,2015,X,GR43,X,100,2,X,X,X,"",X,UP01,WB03,"","","","","",X
0.88,7438,V334,0001,2018,X,GR65,"",100,2,"",X,"","","",UP01,WB01,X,"",X,X,"",X
4.07,10695,V335,0003,2017,"",GR37,X,100,3,"","",X,"","",UP02,WB03,"","","","","",""
4.45,2325,V336,0001,2023,"",GR57,X,100,3,X,X,X,"","",UP03,WB02,X,"","",X,"",""
3.67,7319,V337,0001,2020,X,GR67,"",100,3,X,"",X,"",X,UP01,WB01,X,"",X,"","",""
0.59,3983,V338,0004,2015,X,GR91,X,100,"","",X,"","","",UP03,WB02,"",X,X,"","",X
3.34,3279,V339,0002,2016,X,GR63,"",100,"",X,"",X,"",X,UP02,WB01,X,"",X,"","",X
1.17,5281,V340,0001,2021,"",GR92,"",100,2,X,X,X,"","",UP03,WB01,X,"","",X,X,""
4.94,3216,V341,0002,2016,X,GR35,"",100,3,"",X,"",X,X,UP02,WB02,X,X,X,X,X,""
2.68,3249,V342,0002,2026,X,GR30,"",100,3,"","","",X,"",UP01,WB03,"",X,X,X,X,""
3.78,7533,V343,0002,2021,X,GR47,X,100,"","",X,X,X,X,UP01,WB02,X,"","",X,X,X
2.47,10521,V344,0002,2018,X,GR78,X,100,"",X,"","",X,X,UP01,WB01,X,X,X,"",X,X
3.72,10528,V345,0001,2022,X,GR50,"",100,2,X,"",X,"",X,UP01,WB03,"",X,X,X,X,X
1.97,5340,V346,0004,2021,X,GR84,"",100,3,"",X,X,X,"",UP01,WB02,X,"",X,"",X,""
4.68,7628,V347,0004,2022,"",GR59,"",100,3,X,"",X,"","",UP01,WB01,X,"",X,"","",X
4.83,10822,V348,0002,2021,"",GR19,X,100,"",X,X,X,X,X,UP01,WB01,X,"","","","",""
3.95,5648,V349,0003,2015,"",GR59,X,100,"",X,X,X,X,X,UP03,WB03,X,X,X,X,"",X
4.03,8098,V350,0002,2018,X,GR76,"",100,"","",X,X,X,X,UP03,WB01,"","",X,X,"",""
1.14,5457,V351,0002,2023,X,GR48,"",100,2,X,"","",X,"",UP01,WB03,"","","","",X,""
3.06,4671,V352,0002,2019,"",GR70,"",100,"","","",X,"","",UP01,WB02,"","",X,"",X,""
0.57,4545,V353,0003,2022,"",GR96,"",100,2,X,X,X,X,X,UP03,WB02,X,X,"","",X,X
3.81,1211,V354,0004,2026,"",GR83,X,100,"","","","",X,X,UP02,WB03,"",X,X,"",X,X
1.68,3633,V355,0003,2016,X,GR69,X,100,2,X,"","","",X,UP03,WB02,"",X,"",X,X,X
1.79,4875,V356,0004,2021,X,GR82,X,100,2,"",X,X,X,"",UP01,WB03,X,"",X,X,"",""
0.66,3737,V357,0001,2025,"",GR89,X,100,"","",X,"",X,X,UP02,WB02,X,X,X,X,"",""
1.93,10563,V358,0003,2020,X,GR25,X,100,3,"","","",X,X,UP02,WB02,X,"","","","",""
3.72,8647,V359,0001,2024,"",GR10,"",100,2,X,"","",X,X,UP02,WB01,"",X,"","",X,""
3.36,9505,V360,0003,2018,"",GR36,"",100,"","",X,X,X,"",UP01,WB01,"",X,X,X,X,X
1.09,5684,V361,0001,2025,X,GR76,"",100,2,"","","","",X,UP02,WB01,"","",X,"","",""
3.15,2951,V362,0001,2026,X,GR55,"",100,3,X,"","","","",UP03,WB03,"",X,"","","",X
0.03,1716,V363,0004,2024,X,GR49,X,100,2,X,X,X,X,X,UP02,WB02,X,"","","",X,X
0.76,8112,V364,0002,2026,X,GR88,"",100,3,X,"",X,X,X,UP03,WB03,X,X,"","","",X
2.57,9560,V365,0003,2020,"",GR93,X,100,2,X,"",X,"","",UP03,WB01,"","","","","",""
2.38,4953,V366,0001,2024,X,GR40,X,100,3,"","",X,"","",UP01,WB02,X,"","","",X,X
1.86,4918,V367,0001,2023,"",GR31,"",100,3,X,X,X,X,"",UP01,WB02,X,"",X,X,"",""
1.39,1813,V368,0002,2022,X,GR91,X,100,2,"","","","","",UP03,WB02,X,"","",X,X,""
2.78,9900,V369,0003,2023,"",GR45,X,100,"","","","","",X,UP01,WB01,X,"","","",X,""
4.18,6924,V370,0003,2016,"",GR27,"",100,3,X,X,"","",X,UP01,WB01,X,X,X,"",X,""
4.88,4287,V371,0002,2015,"",GR58,X,100,3,"",X,X,X,X,UP01,WB02,X,X,X,"",X,X
1.46,9425,V372,0003,2021,"",GR63,"",100,3,"","","",X,X,UP03,WB03,X,"",X,X,X,""
4.54,2526,V373,0002,2026,X,GR84,X,100,3,"",X,X,"","",UP03,WB01,"",X,"","","",""
3.55,6877,V374,0003,2019,"",GR87,"",100,3,"",X,X,X,"",UP01,WB02,X,X,X,"","",X
1.33,5019,V375,0003,2020,"",GR38,"",100,3,"",X,"","",X,UP02,WB03,"","","","","",X
3.16,4810,V376,0004,2017,"",GR51,X,100,3,X,X,"",X,X,UP03,WB01,X,X,X,"",X,X
2.26,6650,V377,0004,2020,X,GR72,X,100,2,X,X,X,"",X,UP01,WB01,X,X,"","",X,X
2.08,5615,V378,0003,2019,X,GR89,"",100,3,"",X,X,"",X,UP01,WB03,X,"","",X,X,""
0.67,8878,V379,0002,2016,"",GR98,X,100,2,"",X,"","","",UP03,WB01,X,"","","","",""
0.83,2269,V380,0004,2022,X,GR36,X,100,3,"",X,X,X,X,UP01,WB01,X,"","",X,X,""
4.13,5481,V381,0003,2026,"",GR51,X,100,"",X,X,X,"","",UP01,WB02,"",X,X,X,X,""
2.1,5579,V382,0004,2017,"",GR25,X,100,2,X,X,"","",X,UP01,WB01,X,"","","",X,""
3.97,10979,V383,0003,2017,"",GR94,X,100,2,"","",X,X,"",UP02,WB02,"",X,X,"",X,X
2.28,9144,V384,0003,2023,"",GR25,"",100,2,"","","","",X,UP03,WB03,"",X,"",X,"",""
2.59,4131,V385,0003,2023,"",GR83,X,100,3,X,"",X,X,X,UP03,WB02,"",X,"","",X,""
1.58,4679,V386,0002,2019,X,GR37,"",100,"",X,"","",X,"",UP02,WB03,"",X,"","",X,""
2.55,6376,V387,0002,2024,X,GR51,"",100,"",X,"",X,"",X,UP03,WB02,X,"","","","",X
2.39,6113,V388,0001,2020,"",GR20,"",100,"","",X,X,"",X,UP01,WB03,"","",X,X,X,X
3.24,4356,V389,0003,2022,"",GR19,"",100,2,"",X,"","",X,UP01,WB01,X,X,X,X,"",X
2.69,1013,V390,0001,2018,X,GR24,"",100,3,X,"","","","",UP01,WB03,X,X,"","",X,""
3.4,1165,V391,0001,2015,"",GR34,"",100,3,X,"","",X,"",UP03,WB02,"",X,X,"",X,X
4.59,8928,V392,0002,2024,X,GR32,"",100,2,X,"",X,"","",UP03,WB03,"",X,"",X,"",""
4.01,5037,V393,0002,2023,"",GR62,"",100,"","",X,X,"","",UP02,WB02,X,X,"",X,X,X
3.81,10203,V394,0004,2021,X,GR59,X,100,"","","","",X,"",UP03,WB02,X,X,X,"","",X
0.95,7471,V395,0001,2018,"",GR30,"",100,3,X,X,"","",X,UP03,WB03,X,"","","","",""
4.52,6094,V396,0004,2023,X,GR93,"",100,2,"",X,"",X,"",UP02,WB01,X,X,X,"","",X
0.53,6053,V397,0004,2023,"",GR93,X,100,3,X,"",X,"","",UP01,WB03,"","",X,"",X,X
3.82,1168,V398,0004,2023,"",GR85,X,100,"",X,"","",X,"",UP01,WB01,X,X,X,X,X,X
2.89,4453,V399,0001,2017,X,GR77,X,100,2,"","",X,X,"",UP02,WB02,X,X,X,"",X,X
0.33,3406,V400,0003,2018,X,GR94,X,100,2,"","","",X,X,UP03,WB02,X,X,X,X,"",""
4.14,8650,V401,0002,2022,X,GR84,X,100,3,X,X,X,"",X,UP02,WB03,"",X,"","",X,""
4.72,1931,V402,0004,2023,"",GR68,X,100,2,"",X,X,"",X,UP02,WB02,X,"",X,X,X,""
4.99,7277,V403,0001,2017,"",GR48,"",100,2,X,X,X,X,"",UP03,WB03,"","","",X,X,""
2.87,4394,V404,0004,2018,X,GR15,"",100,"",X,X,"",X,X,UP03,WB01,X,X,X,"","",X
3.0,1911,V405,0001,2022,"",GR63,X,100,2,"","",X,"",X,UP01,WB03,X,"","","","",""
3.54,4520,V406,0002,2018,"",GR72,"",100,2,X,"","","",X,UP02,WB02,"","",X,X,"",X
4.4,2901,V407,0004,2018,"",GR97,"",100,2,"","",X,"","",UP01,WB01,"",X,"",X,X,""
4.13,5561,V408,0001,2022,X,GR65,X,100,"","","",X,"","",UP01,WB02,"","",X,X,X,X
1.86,3519,V409,0003,2023,"",GR25,X,100,3,X,"",X,"",X,UP03,WB01,"","",X,X,X,""
4.7,10800,V410,0004,2016,X,GR28,X,100,3,X,"","","",X,UP02,WB02,"","","",X,X,""
4.42,2778,V411,0003,2026,X,GR63,"",100,"","","",X,X,X,UP02,WB02,X,X,X,X,X,X
2.78,1958,V412,0002,2026,X,GR83,X,100,3,X,X,X,X,X,UP03,WB02,"","","","",X,""
1.52,3837,V413,0004,2019,"",GR77,X,100,2,X,"","","","",UP02,WB01,"","","",X,"",""
4.32,3849,V414,0001,2019,"",GR78,X,100,2,X,"","","","",UP01,WB02,"",X,X,"","",X
3.4,6597,V415,0003,2023,"",GR24,X,100,3,"",X,"","","",UP03,WB01,X,"","","",X,""
4.63,8001,V416,0003,2024,"",GR77,X,100,3,"","","","","",UP01,WB02,X,"","",X,X,X
0.41,3363,V417,0001,2023,"",GR46,X,100,2,X,X,"","",X,UP03,WB02,X,X,"",X,"",""
1.72,1677,V418,0002,2021,"",GR64,"",100,2,X,X,X,X,"",UP03,WB01,X,X,"",X,"",X
2.76,7241,V419,0002,2019,X,GR15,X,100,"",X,X,"","","",UP02,WB02,"","","","","",X
1.49,9091,V420,0001,2020,X,GR45,"",100,3,"","",X,"",X,UP02,WB03,X,"",X,X,X,""
3.7,2981,V421,0002,2016,X,GR86,"",100,2,X,X,X,"",X,UP01,WB02,X,X,"","",X,X
4.79,10283,V422,0001,2022,X,GR65,"",100,3,X,"",X,X,X,UP03,WB03,X,"",X,"",X,""
2.95,2317,V423,0004,2025,X,GR34,X,100,"",X,"","",X,"",UP02,WB02,"",X,X,"","",X
4.6,8643,V424,0004,2026,"",GR55,"",100,3,"","","",X,"",UP02,WB01,X,X,X,X,X,X
2.31,2211,V425,0001,2018,X,GR79,X,100,"",X,X,X,X,"",UP03,WB01,"",X,X,"",X,""
0.93,1267,V426,0001,2025,X,GR80,X,100,2,"",X,X,X,X,UP02,WB01,X,X,X,"","",""
0.91,4670,V427,0002,2026,X,GR65,"",100,2,X,"",X,"",X,UP01,WB02,"","","","",X,X
3.78,10795,V428,0004,2016,X,GR25,"",100,3,"","",X,X,X,UP01,WB02,X,X,"","",X,""
0.32,10443,V429,0004,2024,X,GR41,X,100,"",X,"",X,X,X,UP01,WB01,X,X,X,"","",X
1.85,8979,V430,0001,2015,"",GR47,X,100,2,"","",X,X,X,UP02,WB03,"",X,X,"","",X
0.64,4911,V431,0003,2023,"",GR28,X,100,2,"","","","","",UP02,WB03,X,"","",X,"",""
0.36,2942,V432,0002,2023,X,GR81,X,100,2,X,"","",X,"",UP01,WB02,X,"","","","",X
2.18,4111,V433,0001,2024,"",GR26,"",100,"","",X,X,X,X,UP03,WB01,X,X,X,"",X,X
0.47,8235,V434,0001,2017,"",GR38,"",100,"",X,"","",X,"",UP03,WB01,"","","","","",X
2.44,4026,V435,0001,2026,X,GR51,X,100,3,X,"",X,X,X,UP03,WB01,"","",X,"",X,X
2.87,7943,V436,0003,2016,X,GR23,"",100,"",X,X,X,"","",UP02,WB03,X,X,X,X,"",""
1.09,3743,V437,0004,2015,X,GR17,"",100,2,"","","","",X,UP01,WB02,X,X,"","","",""
1.09,8336,V438,0001,2021,"",GR11,X,100,3,"",X,X,"","",UP03,WB01,X,"","","",X,X
2.54,1256,V439,0003,2015,X,GR10,X,100,2,"",X,"","","",UP01,WB03,X,X,"","","",X
3.75,8389,V440,0004,2015,"",GR57,"",100,"","","",X,"",X,UP02,WB01,"",X,X,X,"",""
1.96,2894,V441,0001,2018,"",GR89,"",100,"",X,"",X,"",X,UP03,WB01,"",X,X,"",X,X
0.68,10351,V442,0003,2026,X,GR81,X,100,3,"",X,X,"",X,UP02,WB02,"","",X,X,X,""
1.8,9140,V443,0003,2017,X,GR45,X,100,"","","",X,X,"",UP03,WB03,X,"","",X,X,X
1.16,4362,V444,0004,2017,X,GR92,X,100,"","",X,X,X,"",UP01,WB03,"","",X,X,X,X
4.87,9618,V445,0001,2016,X,GR86,X,100,"",X,"","",X,X,UP03,WB01,X,"",X,X,X,X
0.68,7818,V446,0004,2021,X,GR29,"",100,2,"",X,X,X,X,UP03,WB03,"",X,"",X,"",""
2.33,5309,V447,0003,2022,"",GR25,"",100,2,"","","","","",UP02,WB03,"","",X,"",X,X
4.12,6379,V448,0004,2024,"",GR31,"",100,"","","","",X,X,UP03,WB02,"",X,"",X,X,""
2.2,6411,V449,0003,2018,X,GR18,"",100,2,"","",X,X,X,UP01,WB02,X,X,"","","",X
1.03,5648,V450,0002,2024,X,GR36,"",100,2,X,"","","",X,UP02,WB03,"",X,"","",X,X
1.48,5252,V451,0003,2025,"",GR91,X,100,2,"",X,X,"",X,UP03,WB01,X,X,"",X,X,""
4.12,10825,V452,0003,2025,X,GR72,"",100,2,X,"",X,"",X,UP01,WB01,X,"","","",X,""
2.69,10200,V453,0003,2024,"",GR13,X,100,2,X,X,"","",X,UP03,WB02,X,"",X,X,X,X
4.72,9164,V454,0003,2018,X,GR48,X,100,3,"","","",X,X,UP01,WB02,X,X,X,X,X,X
0.45,3458,V455,0003,2020,X,GR13,X,100,"","","","",X,X,UP01,WB03,"","",X,"","",""
4.88,3767,V456,0002,2018,X,GR92,"",100,2,"",X,"","",X,UP02,WB01,X,X,"",X,X,""
1.44,10748,V457,0003,2026,X,GR65,X,100,2,"",X,"",X,X,UP02,WB03,"","",X,X,"",X
4.57,8032,V458,0003,2020,"",GR88,"",100,2,"","",X,"","",UP02,WB01,X,X,X,X,X,X
0.58,4335,V459,0003,2021,"",GR92,"",100,2,"",X,"","",X,UP01,WB01,"",X,"",X,X,""
2.48,10295,V460,0001,2020,"",GR98,"",100,3,X,"","","",X,UP02,WB01,X,X,X,X,X,X
1.95,3289,V461,0001,2020,"",GR59,X,100,2,X,"",X,"","",UP03,WB01,X,X,"","","",""
4.4,2485,V462,0004,2022,"",GR90,X,100,2,X,"",X,"","",UP02,WB02,X,X,X,X,X,X
2.76,10215,V463,0004,2021,X,GR26,"",100,2,"",X,"",X,X,UP01,WB03,X,X,X,"",X,X
1.48,10577,V464,0002,2018,"",GR75,X,100,2,"",X,"","","",UP03,WB03,X,X,X,"","",X
0.02,2547,V465,0002,2017,"",GR23,"",100,2,X,"","","",X,UP03,WB03,"",X,"","",X,X
4.9,7992,V466,0003,2026,"",GR23,X,100,"","",X,X,"",X,UP02,WB03,"",X,X,X,X,X
1.37,2811,V467,0001,2018,"",GR12,"",100,2,"","",X,"","",UP02,WB02,X,X,"","",X,""
0.24,4299,V468,0004,2018,"",GR53,X,100,3,X,"","","",X,UP01,WB01,"",X,"",X,X,X
4.49,6656,V469,0002,2016,"",GR24,"",100,"","",X,X,X,X,UP03,WB01,"",X,"",X,X,""
1.93,4465,V470,0002,2022,"",GR83,X,100,3,"",X,"",X,X,UP03,WB02,"","","",X,X,""
2.9,4340,V471,0003,2025,"",GR83,"",100,3,X,"",X,"",X,UP01,WB03,"","","",X,X,X
4.49,9229,V472,0003,2018,"",GR84,"",100,2,"","",X,X,X,UP02,WB03,X,X,X,X,"",X
3.87,1158,V473,0003,2019,X,GR30,X,100,3,X,"",X,"",X,UP02,WB03,X,X,X,"","",""
2.63,5488,V474,0002,2021,"",GR30,"",100,2,X,X,"","",X,UP01,WB03,X,"",X,X,X,X
2.17,4975,V475,0001,2025,X,GR80,X,100,2,X,X,"","","",UP02,WB01,"",X,"",X,X,X
2.22,4552,V476,0002,2015,X,GR82,X,100,"","","","","","",UP01,WB01,X,"",X,"",X,X
1.27,7959,V477,0004,2020,"",GR46,"",100,"","","",X,X,X,UP03,WB02,X,X,"",X,X,""
0.89,10728,V478,0004,2026,X,GR68,"",100,"","",X,X,"","",UP01,WB03,"","",X,X,X,X
1.49,8661,V479,0002,2016,"",GR11,X,100,3,X,"","","",X,UP01,WB01,X,"",X,X,"",X
0.17,4491,V480,0001,2019,X,GR10,X,100,2,"","",X,X,X,UP03,WB01,"","","",X,"",""
1.54,4677,V481,0001,2026,"",GR67,"",100,3,"",X,X,X,"",UP03,WB03,"","",X,X,X,X
0.22,2150,V482,0003,2018,X,GR36,"",100,3,"","","",X,"",UP03,WB02,"","",X,X,X,""
0.89,5668,V483,0003,2020,X,GR49,X,100,"","",X,X,"","",UP02,WB02,"",X,"","","",X
0.27,3081,V484,0001,2015,"",GR57,X,100,"",X,"","",X,X,UP03,WB02,X,"","",X,X,X
