MANDT,EKORG,EKOTX,BUKRS,TXADR,TXKOP,TXFUS,TXGRU,KALSE,MKALS,BPEFF,BUKRS_NTR
400,U6MQ,Flynn-Roberts,2000,"Flynn-Roberts, Port Ronaldville",Official Purchase Order - Flynn-Roberts,For inquiries contact: millerallison@example.org,Sincerely,RM02,PB0002,X,3100
100,DDAF,Mora-Marsh,1100,"Mora-Marsh, New Ralphburgh",Official Purchase Order - Mora-Marsh,For inquiries contact: katiereid@example.net,Best Regards,RM02,PB0001,,3100
200,6I3C,"Barnes, Richardson a",3000,"Barnes, Richardson and Combs, Woodsfort","Official Purchase Order - Barnes, Richardson and Combs",For inquiries contact: mriddle@example.org,With Thanks,RM01,MK0001,,4100
300,5VLW,Ward-Burke,3000,"Ward-Burke, Donnaborough",Official Purchase Order - Ward-Burke,For inquiries contact: smithmelissa@example.com,With Thanks,Z001,PB0001,X,4000
400,4XNU,Larson-Lewis,4000,"Larson-Lewis, Campbellhaven",Official Purchase Order - Larson-Lewis,For inquiries contact: brandonsweeney@example.com,Kind Regards,RM02,ZPB001,,1100
100,45J6,"Sullivan, Jones and ",2100,"Sullivan, Jones and Thomas, Port Carlosburgh","Official Purchase Order - Sullivan, Jones and Thomas",For inquiries contact: richardhowell@example.com,Best Regards,PR01,PB0002,X,1100
200,70PA,Blackburn PLC,2000,"Blackburn PLC, Port Mandyburgh",Official Purchase Order - Blackburn PLC,For inquiries contact: kevin05@example.org,Best Regards,RM01,ZPB001,X,1100
300,52IB,Weiss Inc,2000,"Weiss Inc, Fitzgeraldfort",Official Purchase Order - Weiss Inc,For inquiries contact: moodyanita@example.com,With Thanks,PR02,PB0001,X,3000
400,BJN7,"Clark, Holden and Mc",3000,"Clark, Holden and Mcdowell, Lake Sarahside","Official Purchase Order - Clark, Holden and Mcdowell",For inquiries contact: jonesvictoria@example.org,With Thanks,RM02,ZPB001,,1100
100,HG5U,Meyers-Phillips,3100,"Meyers-Phillips, Jenniferberg",Official Purchase Order - Meyers-Phillips,For inquiries contact: hillmatthew@example.net,Kind Regards,RM01,ZPB001,,4100
200,7MTC,"Cardenas, Herrera an",4100,"Cardenas, Herrera and Chavez, West Luisfurt","Official Purchase Order - Cardenas, Herrera and Chavez",For inquiries contact: gavinsimmons@example.com,With Thanks,RM02,ZPB001,,3000
300,5EZ2,"Lyons, Phillips and ",4100,"Lyons, Phillips and Alvarez, South Ginaville","Official Purchase Order - Lyons, Phillips and Alvarez",For inquiries contact: mglenn@example.net,With Thanks,Z002,ZPB002,X,3100
400,ZVL9,"Mcmahon, Neal and Co",4000,"Mcmahon, Neal and Cox, West Jeremiahview","Official Purchase Order - Mcmahon, Neal and Cox",For inquiries contact: laura19@example.com,Kind Regards,Z001,ZPB002,,2100
100,Z15B,Bruce-Long,4100,"Bruce-Long, Christineton",Official Purchase Order - Bruce-Long,For inquiries contact: ccooke@example.net,Sincerely,RM01,PB0001,,2100
200,4Y2L,Cantu-Brown,3100,"Cantu-Brown, East Ashley",Official Purchase Order - Cantu-Brown,For inquiries contact: hrobinson@example.org,Kind Regards,RM02,PB0001,,4100
300,YQZD,"Smith, Kirby and Gon",3100,"Smith, Kirby and Gonzalez, North Abigail","Official Purchase Order - Smith, Kirby and Gonzalez",For inquiries contact: elizabethmills@example.com,With Thanks,RM01,ZPB002,,2100
400,6VU6,"Jones, Scott and Rey",4100,"Jones, Scott and Reyes, Port Philip","Official Purchase Order - Jones, Scott and Reyes",For inquiries contact: ehall@example.net,Sincerely,RM01,ZPB001,X,1100
100,X5DL,"Andrews, Williams an",4000,"Andrews, Williams and Wilson, South Jimmyburgh","Official Purchase Order - Andrews, Williams and Wilson",For inquiries contact: stonetammy@example.net,With Thanks,RM01,MK0001,X,2000
200,Y72W,Martinez-Day,2000,"Martinez-Day, New Tracyborough",Official Purchase Order - Martinez-Day,For inquiries contact: rachel86@example.org,Sincerely,RM01,ZPB002,,4100
300,B61G,Vega-Davis,1000,"Vega-Davis, Edwardsstad",Official Purchase Order - Vega-Davis,For inquiries contact: washingtonjessica@example.com,With Thanks,Z001,ZPB002,X,3000
400,SF5Y,"Foster, Barrett and ",4100,"Foster, Barrett and Dunn, Kimberlyfort","Official Purchase Order - Foster, Barrett and Dunn",For inquiries contact: normanbrian@example.net,Best Regards,Z001,PB0001,,3000
100,J669,Castro Ltd,3000,"Castro Ltd, Barbaraside",Official Purchase Order - Castro Ltd,For inquiries contact: lrandolph@example.org,Best Regards,RM01,MK0002,X,3100
200,3MXZ,Dean Inc,3100,"Dean Inc, South Brianmouth",Official Purchase Order - Dean Inc,For inquiries contact: paul96@example.org,Sincerely,RM01,MK0001,,3100
300,DPV4,Sampson-Wells,4100,"Sampson-Wells, Caldwellborough",Official Purchase Order - Sampson-Wells,For inquiries contact: peteradams@example.org,With Thanks,Z001,PB0001,,1100
400,6KY6,Estrada Ltd,3000,"Estrada Ltd, Stephanieshire",Official Purchase Order - Estrada Ltd,For inquiries contact: joan40@example.net,With Thanks,PR01,ZPB001,,3000
100,PIW0,"Johnson, Francis and",3000,"Johnson, Francis and Rivera, West Dennisville","Official Purchase Order - Johnson, Francis and Rivera",For inquiries contact: jennifer31@example.net,With Thanks,Z002,PB0002,X,2100
200,0IV1,Adkins-Bailey,1000,"Adkins-Bailey, Andrewfurt",Official Purchase Order - Adkins-Bailey,For inquiries contact: brady98@example.org,Kind Regards,PR01,ZPB001,,4100
300,D7X4,Hunter-Browning,2000,"Hunter-Browning, East Jacob",Official Purchase Order - Hunter-Browning,For inquiries contact: davidjohnson@example.net,Kind Regards,PR02,MK0002,X,1000
400,X25Q,"Rogers, Mendez and A",2100,"Rogers, Mendez and Alvarez, Port Martinville","Official Purchase Order - Rogers, Mendez and Alvarez",For inquiries contact: elizabeth19@example.net,Best Regards,PR01,PB0001,,3100
100,6EET,Russell and Sons,4100,"Russell and Sons, Lake Anthony",Official Purchase Order - Russell and Sons,For inquiries contact: wangsteven@example.net,Best Regards,PR01,ZPB002,,4100
200,AYLL,Smith-Mcmahon,2100,"Smith-Mcmahon, Davisview",Official Purchase Order - Smith-Mcmahon,For inquiries contact: vanessaparker@example.org,Kind Regards,PR02,MK0002,,1000
300,ZQG6,Long-Watts,2000,"Long-Watts, Port Thomasfort",Official Purchase Order - Long-Watts,For inquiries contact: ashley94@example.net,Sincerely,RM02,MK0001,X,4000
400,3QM6,Robles Inc,3000,"Robles Inc, South Roger",Official Purchase Order - Robles Inc,For inquiries contact: karlathornton@example.net,Kind Regards,RM01,PB0002,,1100
100,TXS3,Cole-Brown,1000,"Cole-Brown, Richardsonton",Official Purchase Order - Cole-Brown,For inquiries contact: bauermindy@example.org,With Thanks,Z001,MK0001,,1100
200,PY5K,"Peterson, Padilla an",1100,"Peterson, Padilla and Bender, East Kennethborough","Official Purchase Order - Peterson, Padilla and Bender",For inquiries contact: julie34@example.org,With Thanks,Z001,PB0001,X,2100
300,Y47H,Price-Castillo,3100,"Price-Castillo, Longbury",Official Purchase Order - Price-Castillo,For inquiries contact: xacosta@example.net,Best Regards,PR01,MK0001,,3000
400,8RA4,House LLC,1000,"House LLC, North Brenda",Official Purchase Order - House LLC,For inquiries contact: nicholas34@example.com,With Thanks,Z001,MK0001,,1100
100,R1Z4,Mcdonald-Garcia,4100,"Mcdonald-Garcia, Karinachester",Official Purchase Order - Mcdonald-Garcia,For inquiries contact: connierobinson@example.net,With Thanks,PR02,MK0001,,2100
200,10U8,Mahoney-Martinez,3100,"Mahoney-Martinez, North Gregorytown",Official Purchase Order - Mahoney-Martinez,For inquiries contact: bethanytorres@example.net,With Thanks,PR01,PB0002,,1100
300,OUHY,Chung-Thomas,2000,"Chung-Thomas, South Jonathanton",Official Purchase Order - Chung-Thomas,For inquiries contact: rogerscarolyn@example.org,Sincerely,PR02,ZPB002,,3100
400,29SE,Reed LLC,4100,"Reed LLC, East Spencer",Official Purchase Order - Reed LLC,For inquiries contact: jacobskaitlyn@example.net,Kind Regards,Z002,ZPB001,,1000
100,DT94,"Smith, Watson and Jo",1100,"Smith, Watson and Johnson, New Veronicamouth","Official Purchase Order - Smith, Watson and Johnson",For inquiries contact: palmerpatricia@example.net,Sincerely,PR02,ZPB002,,4100
200,Z6V7,"Crane, Dunlap and Sm",1100,"Crane, Dunlap and Smith, Hebertborough","Official Purchase Order - Crane, Dunlap and Smith",For inquiries contact: vickiwebb@example.net,With Thanks,PR01,MK0002,,3100
300,BPIH,"Little, Oliver and M",2000,"Little, Oliver and Miller, Hernandezmouth","Official Purchase Order - Little, Oliver and Miller",For inquiries contact: angelicamedina@example.com,Best Regards,Z002,PB0001,X,2100
400,IQIJ,Lee PLC,2000,"Lee PLC, New Victor",Official Purchase Order - Lee PLC,For inquiries contact: johnsonjason@example.net,Sincerely,PR01,PB0002,,1000
100,736Z,Foley-Davenport,2100,"Foley-Davenport, Jeffreyborough",Official Purchase Order - Foley-Davenport,For inquiries contact: michael51@example.com,Kind Regards,PR02,PB0002,X,3100
200,Q403,Moreno PLC,3100,"Moreno PLC, East William",Official Purchase Order - Moreno PLC,For inquiries contact: ushelton@example.org,With Thanks,RM01,MK0002,X,4100
300,1BSD,Wood LLC,2000,"Wood LLC, Hannahside",Official Purchase Order - Wood LLC,For inquiries contact: wilsonkatherine@example.org,Sincerely,PR02,ZPB001,,1100
400,CHO3,"Hansen, Ortiz and Ca",4000,"Hansen, Ortiz and Cardenas, Lake Kimberlyshire","Official Purchase Order - Hansen, Ortiz and Cardenas",For inquiries contact: baldwineric@example.org,Best Regards,PR02,ZPB002,X,3000
100,SJ75,Brandt-Garcia,4000,"Brandt-Garcia, New Erica",Official Purchase Order - Brandt-Garcia,For inquiries contact: rodrigueztina@example.com,Kind Regards,Z001,MK0001,,4000
200,LOB2,"Campbell, Velez and ",2100,"Campbell, Velez and Sexton, East Sarah","Official Purchase Order - Campbell, Velez and Sexton",For inquiries contact: dfranco@example.org,With Thanks,Z001,PB0001,X,1000
300,PI2S,Williams-Edwards,1100,"Williams-Edwards, New Rossberg",Official Purchase Order - Williams-Edwards,For inquiries contact: fgriffin@example.net,Kind Regards,Z001,MK0002,X,3000
400,0KDN,Richards-Jenkins,2000,"Richards-Jenkins, North Daniel",Official Purchase Order - Richards-Jenkins,For inquiries contact: zhenderson@example.org,Kind Regards,RM02,MK0002,,4100
100,KERZ,"Chambers, Quinn and ",4100,"Chambers, Quinn and Thomas, Gregorystad","Official Purchase Order - Chambers, Quinn and Thomas",For inquiries contact: terrywatson@example.net,Sincerely,PR01,ZPB002,X,4000
200,X23I,Williamson-Butler,1100,"Williamson-Butler, South Lindsey",Official Purchase Order - Williamson-Butler,For inquiries contact: fletchercassandra@example.net,Best Regards,PR02,PB0002,,4100
300,FO22,Parker Group,1000,"Parker Group, Angelaborough",Official Purchase Order - Parker Group,For inquiries contact: youngmatthew@example.org,Sincerely,RM01,ZPB002,,2100
400,F4AK,Wallace Group,2000,"Wallace Group, North Hectorhaven",Official Purchase Order - Wallace Group,For inquiries contact: mark38@example.com,Kind Regards,RM01,ZPB002,,2000
100,6XIY,"Gonzales, Morton and",4000,"Gonzales, Morton and Smith, Blackfort","Official Purchase Order - Gonzales, Morton and Smith",For inquiries contact: kimberlyeverett@example.org,Sincerely,PR01,MK0002,,4100
200,VKLQ,West-Mays,1000,"West-Mays, East Heather",Official Purchase Order - West-Mays,For inquiries contact: spearsdavid@example.org,With Thanks,RM01,PB0001,,3100
300,E3YN,"Roberts, Gomez and S",2000,"Roberts, Gomez and Shepard, Kellyville","Official Purchase Order - Roberts, Gomez and Shepard",For inquiries contact: anthonymartin@example.com,With Thanks,PR02,ZPB001,,1100
400,ORIQ,Johnson PLC,2000,"Johnson PLC, South Jamesport",Official Purchase Order - Johnson PLC,For inquiries contact: millerkathryn@example.org,Sincerely,RM02,PB0002,X,4000
100,FZTO,Ingram and Sons,2100,"Ingram and Sons, Deborahmouth",Official Purchase Order - Ingram and Sons,For inquiries contact: ryangates@example.com,Sincerely,Z001,ZPB002,,1100
200,MOES,"Dawson, Maxwell and ",4000,"Dawson, Maxwell and Strong, Lake Francisfort","Official Purchase Order - Dawson, Maxwell and Strong",For inquiries contact: rachelhoffman@example.net,With Thanks,PR02,PB0002,,4100
300,XLFI,"Thomas, Lee and Fox",1000,"Thomas, Lee and Fox, East Alicia","Official Purchase Order - Thomas, Lee and Fox",For inquiries contact: mathewswilliam@example.com,Kind Regards,PR02,MK0002,X,1000
400,1D6D,Friedman-Jackson,3000,"Friedman-Jackson, South George",Official Purchase Order - Friedman-Jackson,For inquiries contact: ortizdaniel@example.org,Best Regards,Z001,MK0002,,3100
100,OPBH,"Morgan, Smith and Co",1100,"Morgan, Smith and Collins, Sherrimouth","Official Purchase Order - Morgan, Smith and Collins",For inquiries contact: matthewmyers@example.com,Sincerely,RM02,MK0002,X,2100
200,Y1HN,"Lloyd, Williams and ",2000,"Lloyd, Williams and Herrera, Dominguezborough","Official Purchase Order - Lloyd, Williams and Herrera",For inquiries contact: melissa72@example.net,Kind Regards,Z001,PB0002,X,3000
300,5E8O,"Underwood, Harper an",1000,"Underwood, Harper and Thomas, Kevinbury","Official Purchase Order - Underwood, Harper and Thomas",For inquiries contact: vvelazquez@example.org,Sincerely,Z001,PB0002,,2100
400,IXFJ,"Thompson, Davis and ",1100,"Thompson, Davis and Gonzales, Penningtonbury","Official Purchase Order - Thompson, Davis and Gonzales",For inquiries contact: burtonchristine@example.net,Kind Regards,RM02,MK0001,X,3000
100,9UYG,"Ho, Brown and Jenkin",3100,"Ho, Brown and Jenkins, Charlesland","Official Purchase Order - Ho, Brown and Jenkins",For inquiries contact: kjohnson@example.net,Kind Regards,PR01,MK0001,,1100
200,VMUH,Atkins Ltd,2000,"Atkins Ltd, East Duaneville",Official Purchase Order - Atkins Ltd,For inquiries contact: michaelhaas@example.com,With Thanks,PR01,PB0002,,4100
300,51NI,Saunders-Young,1000,"Saunders-Young, Burnetthaven",Official Purchase Order - Saunders-Young,For inquiries contact: william36@example.net,With Thanks,Z002,ZPB001,X,3000
400,IXU1,"Smith, Anderson and ",3000,"Smith, Anderson and Rogers, New Danielstad","Official Purchase Order - Smith, Anderson and Rogers",For inquiries contact: jmccarthy@example.org,Sincerely,PR01,PB0002,X,4000
100,XKDQ,Harrison LLC,2100,"Harrison LLC, Port Marcia",Official Purchase Order - Harrison LLC,For inquiries contact: kristin57@example.org,With Thanks,Z002,MK0001,X,2000
200,3VTL,"Munoz, Anderson and ",4000,"Munoz, Anderson and Martinez, Richardtown","Official Purchase Order - Munoz, Anderson and Martinez",For inquiries contact: christine99@example.org,Sincerely,PR02,PB0001,,4000
300,O4P0,Wilson-Johnson,2000,"Wilson-Johnson, Mariafort",Official Purchase Order - Wilson-Johnson,For inquiries contact: zcaldwell@example.org,Best Regards,Z002,ZPB002,,4100
400,6NYY,"Li, Armstrong and Ba",4100,"Li, Armstrong and Baker, Alexanderton","Official Purchase Order - Li, Armstrong and Baker",For inquiries contact: hallkelsey@example.com,With Thanks,Z002,PB0002,X,3000
100,7RWE,"Garcia, Morrison and",2100,"Garcia, Morrison and Chase, Shawnmouth","Official Purchase Order - Garcia, Morrison and Chase",For inquiries contact: jacqueline52@example.org,With Thanks,PR02,ZPB002,X,3100
200,NB4G,Wood-Hunt,3000,"Wood-Hunt, Martinezmouth",Official Purchase Order - Wood-Hunt,For inquiries contact: aaron52@example.com,With Thanks,PR01,ZPB002,,3000
300,VR08,Garcia PLC,3100,"Garcia PLC, Dayland",Official Purchase Order - Garcia PLC,For inquiries contact: kevin99@example.org,Best Regards,Z001,ZPB002,,1000
400,SQOI,Williamson Ltd,2000,"Williamson Ltd, West Robert",Official Purchase Order - Williamson Ltd,For inquiries contact: candicemoore@example.net,Sincerely,Z001,ZPB002,,4000
100,7DVR,Spencer-Gomez,4000,"Spencer-Gomez, Jennifershire",Official Purchase Order - Spencer-Gomez,For inquiries contact: shawn63@example.com,With Thanks,PR02,MK0001,X,1100
200,1361,"Manning, Burnett and",4000,"Manning, Burnett and Carey, North Erictown","Official Purchase Order - Manning, Burnett and Carey",For inquiries contact: mdavid@example.com,Sincerely,PR01,PB0001,X,1100
300,KTO6,"Bryant, Ryan and Moo",4100,"Bryant, Ryan and Moore, Grayshire","Official Purchase Order - Bryant, Ryan and Moore",For inquiries contact: nicholemurphy@example.org,With Thanks,PR02,ZPB002,X,1100
400,L30X,Williams-Anderson,1100,"Williams-Anderson, Wendybury",Official Purchase Order - Williams-Anderson,For inquiries contact: darin23@example.net,With Thanks,Z001,MK0001,,3100
100,2XG8,Rodriguez Ltd,1000,"Rodriguez Ltd, North Judy",Official Purchase Order - Rodriguez Ltd,For inquiries contact: sanchezpaul@example.org,Sincerely,Z002,PB0002,,2000
200,IUAD,Harper PLC,4100,"Harper PLC, Robertsonshire",Official Purchase Order - Harper PLC,For inquiries contact: hsimmons@example.com,Kind Regards,PR02,PB0001,X,1100
300,XW6T,Harris-Riddle,2100,"Harris-Riddle, Port Michaelbury",Official Purchase Order - Harris-Riddle,For inquiries contact: whitepaula@example.org,Sincerely,RM01,MK0002,,4000
400,E0EW,"Smith, Lee and Gaine",4100,"Smith, Lee and Gaines, Johnsonmouth","Official Purchase Order - Smith, Lee and Gaines",For inquiries contact: rduncan@example.org,Sincerely,Z002,PB0001,X,4000
100,UXVT,Mccormick-Miles,2100,"Mccormick-Miles, Jonathanfurt",Official Purchase Order - Mccormick-Miles,For inquiries contact: kevin11@example.org,With Thanks,PR01,ZPB001,X,3100
200,NOC2,Ramos-Gilbert,4100,"Ramos-Gilbert, West Jasonton",Official Purchase Order - Ramos-Gilbert,For inquiries contact: georgeschroeder@example.net,With Thanks,RM01,PB0001,,1000
300,UL6H,Grimes Inc,3100,"Grimes Inc, Garciaview",Official Purchase Order - Grimes Inc,For inquiries contact: rhodeskevin@example.com,With Thanks,Z001,MK0001,X,1000
400,KOCW,Wolf-Irwin,3000,"Wolf-Irwin, Perezshire",Official Purchase Order - Wolf-Irwin,For inquiries contact: donaldparker@example.org,Kind Regards,Z002,ZPB001,,4000
100,TUZG,Chandler-Rojas,3100,"Chandler-Rojas, Duncanmouth",Official Purchase Order - Chandler-Rojas,For inquiries contact: oblanchard@example.com,With Thanks,PR02,ZPB002,,2000
200,04FI,"Brown, Herring and B",4000,"Brown, Herring and Bernard, South Johnhaven","Official Purchase Order - Brown, Herring and Bernard",For inquiries contact: rebeccaramos@example.com,Best Regards,Z001,ZPB001,,3000
300,107G,Gallagher Group,1000,"Gallagher Group, North Matthew",Official Purchase Order - Gallagher Group,For inquiries contact: flemingalexis@example.com,Best Regards,Z002,MK0001,,1100
400,CC8U,Zimmerman Ltd,3100,"Zimmerman Ltd, Marquezport",Official Purchase Order - Zimmerman Ltd,For inquiries contact: schroederlisa@example.net,With Thanks,Z001,MK0002,X,1100
100,H4RW,"Fletcher, Brown and ",1100,"Fletcher, Brown and Rhodes, North Natasha","Official Purchase Order - Fletcher, Brown and Rhodes",For inquiries contact: timothystrickland@example.net,Kind Regards,PR02,PB0001,X,1000
