Location ID,Plant,Product ID,Material,Material Description,Plant Exclusion (X),Market DC (X)
PL94800,PL94800,MAT973463,MAT973463,Finished Good - Win Happen,X,
PL73119,PL73119,MAT290740,MAT290740,Finished Good - Degree Your,X,X
PL24265,PL24265,MAT790221,MAT790221,Finished Good - Power Society,X,X
PL51522,PL51522,MAT419312,MAT419312,Finished Good - Top Very,,
PL75809,PL75809,MAT614706,MAT614706,Finished Good - Long Somebody,X,
PL53801,PL53801,MAT131975,MAT131975,Finished Good - Camera Middle,,X
PL31623,PL31623,MAT801876,MAT801876,Finished Good - Paper Ability,,X
PL86060,PL86060,MAT483410,MAT483410,Finished Good - Bad Late,,
PL94630,PL94630,MAT972067,MAT972067,Finished Good - Argue Fine,X,
PL41337,PL41337,MAT166333,MAT166333,Finished Good - Talk Nothing,,X
PL81376,PL81376,MAT682217,MAT682217,Finished Good - Opportunity Market,X,X
PL73496,PL73496,MAT230349,MAT230349,Finished Good - Chair Truth,X,
PL46099,PL46099,MAT746146,MAT746146,Finished Good - One Structure,,
PL18089,PL18089,MAT435821,MAT435821,Finished Good - Start Camera,,X
PL43017,PL43017,MAT596981,MAT596981,Finished Good - Raise In,X,X
PL54172,PL54172,MAT716856,MAT716856,Finished Good - Room Method,X,X
PL35945,PL35945,MAT278001,MAT278001,Finished Good - Several Those,X,
PL65222,PL65222,MAT376225,MAT376225,Finished Good - Most Boy,,
PL41361,PL41361,MAT706377,MAT706377,Finished Good - Crime Step,X,X
PL92731,PL92731,MAT875966,MAT875966,Finished Good - Be Billion,,
PL53198,PL53198,MAT737027,MAT737027,Finished Good - Ability Left,X,
PL11319,PL11319,MAT467671,MAT467671,Finished Good - Billion Woman,,X
PL81435,PL81435,MAT620710,MAT620710,Finished Good - Wrong Effort,,X
PL17493,PL17493,MAT179697,MAT179697,Finished Good - Home Begin,X,
PL56298,PL56298,MAT587009,MAT587009,Finished Good - Shoulder Second,X,X
PL19134,PL19134,MAT301648,MAT301648,Finished Good - Again Too,X,
PL37019,PL37019,MAT204881,MAT204881,Finished Good - This Campaign,,
PL10717,PL10717,MAT609289,MAT609289,Finished Good - Teacher Audience,X,
PL70161,PL70161,MAT590266,MAT590266,Finished Good - Movie But,X,
PL45759,PL45759,MAT520281,MAT520281,Finished Good - Something Reduce,,
PL28706,PL28706,MAT898097,MAT898097,Finished Good - Until Watch,,X
PL45299,PL45299,MAT751847,MAT751847,Finished Good - Have Prove,,X
PL85074,PL85074,MAT735731,MAT735731,Finished Good - Keep White,,X
PL69400,PL69400,MAT664361,MAT664361,Finished Good - City Last,X,X
PL74326,PL74326,MAT750811,MAT750811,Finished Good - Kind Among,,X
PL78007,PL78007,MAT403143,MAT403143,Finished Good - Decision Relate,X,X
PL95806,PL95806,MAT703586,MAT703586,Finished Good - Generation Despite,,X
PL98184,PL98184,MAT938167,MAT938167,Finished Good - Mouth Almost,,X
PL24554,PL24554,MAT851862,MAT851862,Finished Good - Dog Structure,,X
PL42559,PL42559,MAT250058,MAT250058,Finished Good - Without Form,X,X
PL45234,PL45234,MAT117589,MAT117589,Finished Good - Newspaper Recent,X,X
PL23214,PL23214,MAT474076,MAT474076,Finished Good - Way Article,,X
PL90832,PL90832,MAT631692,MAT631692,Finished Good - Wife Doctor,X,X
PL98298,PL98298,MAT901311,MAT901311,Finished Good - If Future,,
PL10279,PL10279,MAT987231,MAT987231,Finished Good - Discover Again,X,X
PL25316,PL25316,MAT830001,MAT830001,Finished Good - Win Argue,X,X
PL26550,PL26550,MAT770374,MAT770374,Finished Good - Lead Research,X,X
PL75104,PL75104,MAT596636,MAT596636,Finished Good - Time Physical,X,
PL87084,PL87084,MAT726684,MAT726684,Finished Good - Arrive Purpose,X,X
PL14358,PL14358,MAT943416,MAT943416,Finished Good - Listen Player,X,
PL42824,PL42824,MAT525753,MAT525753,Finished Good - Film Two,,
PL76728,PL76728,MAT930907,MAT930907,Finished Good - Eat Later,X,
PL50609,PL50609,MAT182828,MAT182828,Finished Good - Administration Moment,,
PL66368,PL66368,MAT740324,MAT740324,Finished Good - Particularly Market,,
PL13182,PL13182,MAT586183,MAT586183,Finished Good - Out Audience,,
PL56301,PL56301,MAT581401,MAT581401,Finished Good - Surface Identify,X,
PL73673,PL73673,MAT713822,MAT713822,Finished Good - Government Southern,X,X
PL31737,PL31737,MAT368103,MAT368103,Finished Good - Tax Research,,
PL22819,PL22819,MAT713360,MAT713360,Finished Good - Unit Spend,X,
PL48670,PL48670,MAT649002,MAT649002,Finished Good - Prepare Woman,X,X
PL58772,PL58772,MAT232681,MAT232681,Finished Good - Voice Father,,
PL84432,PL84432,MAT953519,MAT953519,Finished Good - Big Shake,X,X
PL93894,PL93894,MAT927905,MAT927905,Finished Good - Senior Along,X,X
PL58577,PL58577,MAT698374,MAT698374,Finished Good - Thank Same,,X
PL10404,PL10404,MAT762556,MAT762556,Finished Good - Factor Produce,,
PL87298,PL87298,MAT634760,MAT634760,Finished Good - Mind Occur,,X
PL23689,PL23689,MAT214089,MAT214089,Finished Good - This Leg,,X
PL62033,PL62033,MAT964389,MAT964389,Finished Good - Pass Laugh,,X
PL53170,PL53170,MAT521774,MAT521774,Finished Good - Someone Ball,,X
PL16841,PL16841,MAT543719,MAT543719,Finished Good - System View,,
PL44070,PL44070,MAT867723,MAT867723,Finished Good - Find Argue,,
PL60277,PL60277,MAT492377,MAT492377,Finished Good - Country Talk,,X
PL27232,PL27232,MAT569303,MAT569303,Finished Good - Bed Which,,X
PL90497,PL90497,MAT224494,MAT224494,Finished Good - Work Run,,
PL32755,PL32755,MAT593296,MAT593296,Finished Good - Coach School,,X
PL77790,PL77790,MAT810677,MAT810677,Finished Good - Behind Shake,X,
PL85949,PL85949,MAT435370,MAT435370,Finished Good - Treatment Wife,,
PL21555,PL21555,MAT815511,MAT815511,Finished Good - Education Officer,,X
PL38828,PL38828,MAT402916,MAT402916,Finished Good - Service Of,,
PL82545,PL82545,MAT283938,MAT283938,Finished Good - Child Property,X,
PL87987,PL87987,MAT399275,MAT399275,Finished Good - Film Provide,,X
PL91425,PL91425,MAT787699,MAT787699,Finished Good - Play Herself,X,X
PL67463,PL67463,MAT771024,MAT771024,Finished Good - Traditional Model,,X
PL81852,PL81852,MAT950572,MAT950572,Finished Good - Home Situation,X,X
PL89687,PL89687,MAT761352,MAT761352,Finished Good - Cover Realize,,X
PL57916,PL57916,MAT645567,MAT645567,Finished Good - Better Whole,,
PL40181,PL40181,MAT592023,MAT592023,Finished Good - Candidate Drive,,
PL52184,PL52184,MAT943433,MAT943433,Finished Good - Smile Room,,
PL24340,PL24340,MAT160133,MAT160133,Finished Good - Floor Enjoy,,X
PL98694,PL98694,MAT195625,MAT195625,Finished Good - Several Nation,X,X
PL87067,PL87067,MAT726239,MAT726239,Finished Good - Pick Seven,,X
PL71556,PL71556,MAT154287,MAT154287,Finished Good - Wait Service,X,
PL54203,PL54203,MAT393567,MAT393567,Finished Good - Bag Have,,X
PL30592,PL30592,MAT184610,MAT184610,Finished Good - Every Task,X,
PL19739,PL19739,MAT269696,MAT269696,Finished Good - Claim Check,X,
PL46693,PL46693,MAT646689,MAT646689,Finished Good - Mr Structure,X,
PL53222,PL53222,MAT899051,MAT899051,Finished Good - Require Officer,X,
PL62015,PL62015,MAT746570,MAT746570,Finished Good - Pattern Two,,X
PL82459,PL82459,MAT777853,MAT777853,Finished Good - Arrive Next,,
PL51815,PL51815,MAT590183,MAT590183,Finished Good - Six Rest,X,X
PL83667,PL83667,MAT325687,MAT325687,Finished Good - Bed Another,X,
PL28490,PL28490,MAT633748,MAT633748,Finished Good - When Part,,X
PL52210,PL52210,MAT680969,MAT680969,Finished Good - Far Event,,
PL28888,PL28888,MAT835418,MAT835418,Finished Good - Let But,,X
PL16187,PL16187,MAT861323,MAT861323,Finished Good - Above Institution,X,X
PL26934,PL26934,MAT920106,MAT920106,Finished Good - Look By,,
PL58783,PL58783,MAT669257,MAT669257,Finished Good - Institution Early,X,X
PL65956,PL65956,MAT504376,MAT504376,Finished Good - Group Expect,X,X
PL74018,PL74018,MAT149569,MAT149569,Finished Good - Later Central,X,
PL55201,PL55201,MAT886049,MAT886049,Finished Good - Ok Political,X,
PL46747,PL46747,MAT340955,MAT340955,Finished Good - Amount Forget,,X
PL86684,PL86684,MAT435603,MAT435603,Finished Good - Data Available,,X
PL98335,PL98335,MAT819397,MAT819397,Finished Good - Young Father,,
PL16536,PL16536,MAT703497,MAT703497,Finished Good - Wish Middle,X,X
PL35266,PL35266,MAT863422,MAT863422,Finished Good - Not Community,X,X
PL98843,PL98843,MAT338333,MAT338333,Finished Good - Say Big,X,X
PL73505,PL73505,MAT479940,MAT479940,Finished Good - Source All,X,
PL64106,PL64106,MAT366469,MAT366469,Finished Good - Short Management,,
PL69130,PL69130,MAT715781,MAT715781,Finished Good - Happen Together,,X
PL49195,PL49195,MAT112570,MAT112570,Finished Good - Morning Soon,X,
PL35402,PL35402,MAT624950,MAT624950,Finished Good - Whether Democratic,,
PL15716,PL15716,MAT203082,MAT203082,Finished Good - Never Stand,X,
PL99914,PL99914,MAT563202,MAT563202,Finished Good - Probably Number,,X
PL63099,PL63099,MAT926449,MAT926449,Finished Good - Party Than,,
PL44168,PL44168,MAT205044,MAT205044,Finished Good - Once Factor,,
PL54853,PL54853,MAT130171,MAT130171,Finished Good - Drive Minute,X,X
PL76505,PL76505,MAT724592,MAT724592,Finished Good - Leg Piece,,
PL34360,PL34360,MAT655000,MAT655000,Finished Good - Page Look,,
PL58266,PL58266,MAT407119,MAT407119,Finished Good - Rise Decade,,X
PL99842,PL99842,MAT780434,MAT780434,Finished Good - Yet Mouth,,
PL24232,PL24232,MAT222500,MAT222500,Finished Good - Lay East,X,X
PL33563,PL33563,MAT599555,MAT599555,Finished Good - Couple Worker,,
PL74132,PL74132,MAT293711,MAT293711,Finished Good - Successful My,X,X
PL95562,PL95562,MAT609484,MAT609484,Finished Good - Ball Newspaper,X,
PL79555,PL79555,MAT325662,MAT325662,Finished Good - Development Production,X,
PL91370,PL91370,MAT332243,MAT332243,Finished Good - Drop Action,,X
PL78391,PL78391,MAT862149,MAT862149,Finished Good - Government Last,X,
PL46930,PL46930,MAT162062,MAT162062,Finished Good - Debate Long,X,X
PL36985,PL36985,MAT264317,MAT264317,Finished Good - Military Once,X,
PL11421,PL11421,MAT745725,MAT745725,Finished Good - Animal Raise,,X
PL43099,PL43099,MAT338645,MAT338645,Finished Good - Through Factor,X,
PL86450,PL86450,MAT424196,MAT424196,Finished Good - Five Describe,X,X
PL78802,PL78802,MAT346575,MAT346575,Finished Good - Money Live,,X
PL86231,PL86231,MAT911834,MAT911834,Finished Good - Mrs Stand,,
PL95345,PL95345,MAT943530,MAT943530,Finished Good - Admit Home,,X
PL14562,PL14562,MAT172573,MAT172573,Finished Good - Outside Fast,,
PL95818,PL95818,MAT318946,MAT318946,Finished Good - Spend History,X,
PL46840,PL46840,MAT428637,MAT428637,Finished Good - Real Alone,,X
PL43645,PL43645,MAT880441,MAT880441,Finished Good - Without Recent,,
PL40851,PL40851,MAT389561,MAT389561,Finished Good - Yes Write,,
PL90765,PL90765,MAT987450,MAT987450,Finished Good - Between Claim,X,
PL94661,PL94661,MAT613494,MAT613494,Finished Good - Conference Three,,X
PL19671,PL19671,MAT798313,MAT798313,Finished Good - Building Together,X,
PL66604,PL66604,MAT442214,MAT442214,Finished Good - Let Most,,X
PL81005,PL81005,MAT355128,MAT355128,Finished Good - Word Else,,X
PL17202,PL17202,MAT279722,MAT279722,Finished Good - Gas Collection,,
PL47086,PL47086,MAT339701,MAT339701,Finished Good - Finish Difference,,X
PL75415,PL75415,MAT777017,MAT777017,Finished Good - Behavior Somebody,X,X
PL86678,PL86678,MAT910352,MAT910352,Finished Good - Former Admit,,
PL55716,PL55716,MAT934390,MAT934390,Finished Good - Power Recently,X,
PL82932,PL82932,MAT507060,MAT507060,Finished Good - Until School,,X
PL27166,PL27166,MAT181559,MAT181559,Finished Good - Detail Then,X,
PL87775,PL87775,MAT266785,MAT266785,Finished Good - Soon Business,,X
PL19912,PL19912,MAT675553,MAT675553,Finished Good - Reality Ball,,X
PL40292,PL40292,MAT133642,MAT133642,Finished Good - Office Image,X,
PL44437,PL44437,MAT719724,MAT719724,Finished Good - Early Issue,X,X
PL54923,PL54923,MAT889843,MAT889843,Finished Good - Price Structure,X,X
PL99819,PL99819,MAT634600,MAT634600,Finished Good - Son Green,X,
PL85689,PL85689,MAT486740,MAT486740,Finished Good - According Since,X,
PL69449,PL69449,MAT290222,MAT290222,Finished Good - Least Forward,,
PL66133,PL66133,MAT553234,MAT553234,Finished Good - Reveal Treat,X,
PL86101,PL86101,MAT219594,MAT219594,Finished Good - One Program,X,X
PL34985,PL34985,MAT182978,MAT182978,Finished Good - Probably Stock,,
PL80362,PL80362,MAT910836,MAT910836,Finished Good - Whom College,,X
PL31049,PL31049,MAT267941,MAT267941,Finished Good - Bad Together,,X
PL11889,PL11889,MAT876821,MAT876821,Finished Good - Already Difference,X,
PL80850,PL80850,MAT989488,MAT989488,Finished Good - Sure Read,X,X
PL69827,PL69827,MAT604721,MAT604721,Finished Good - Anything Radio,X,X
PL12274,PL12274,MAT540461,MAT540461,Finished Good - Sometimes Anyone,,
PL40768,PL40768,MAT846496,MAT846496,Finished Good - Kitchen Trial,X,
PL28865,PL28865,MAT218557,MAT218557,Finished Good - Five Big,X,
PL60002,PL60002,MAT648488,MAT648488,Finished Good - Sort Establish,,X
PL79823,PL79823,MAT973978,MAT973978,Finished Good - Lose Turn,X,
PL68356,PL68356,MAT309481,MAT309481,Finished Good - Carry Serious,,X
PL92067,PL92067,MAT750961,MAT750961,Finished Good - Trial Because,,X
PL52869,PL52869,MAT196679,MAT196679,Finished Good - Manager Computer,,
PL46973,PL46973,MAT402089,MAT402089,Finished Good - Ground Cell,X,
PL40465,PL40465,MAT878099,MAT878099,Finished Good - Media Thus,,
PL63478,PL63478,MAT368137,MAT368137,Finished Good - Voice Fear,,X
PL20775,PL20775,MAT328996,MAT328996,Finished Good - Little Two,X,X
PL22683,PL22683,MAT887476,MAT887476,Finished Good - Bar Ground,,X
PL22174,PL22174,MAT781023,MAT781023,Finished Good - Short Drug,,
PL15522,PL15522,MAT386603,MAT386603,Finished Good - Education Loss,X,X
PL83210,PL83210,MAT831790,MAT831790,Finished Good - Kitchen Floor,X,
PL16046,PL16046,MAT253787,MAT253787,Finished Good - Produce General,,X
PL10059,PL10059,MAT932658,MAT932658,Finished Good - Example Season,,X
PL96787,PL96787,MAT556185,MAT556185,Finished Good - Stage Campaign,,X
PL32277,PL32277,MAT384700,MAT384700,Finished Good - Always Figure,,X
PL34768,PL34768,MAT545501,MAT545501,Finished Good - Event North,X,X
PL67570,PL67570,MAT316933,MAT316933,Finished Good - Four Where,X,X
PL24710,PL24710,MAT849397,MAT849397,Finished Good - Her Show,X,X
PL29951,PL29951,MAT481700,MAT481700,Finished Good - Office Hand,,X
PL66415,PL66415,MAT427685,MAT427685,Finished Good - Three Lose,,
PL66312,PL66312,MAT927368,MAT927368,Finished Good - Half President,X,X
PL62205,PL62205,MAT467978,MAT467978,Finished Good - Let Benefit,,X
PL46279,PL46279,MAT782585,MAT782585,Finished Good - Anything Force,,X
PL24316,PL24316,MAT771074,MAT771074,Finished Good - Although Create,X,
PL33290,PL33290,MAT555196,MAT555196,Finished Good - Toward Model,,
PL10262,PL10262,MAT917530,MAT917530,Finished Good - Her In,,X
PL13301,PL13301,MAT882003,MAT882003,Finished Good - Week Stay,,X
PL53778,PL53778,MAT628599,MAT628599,Finished Good - Yeah Whatever,X,X
PL22034,PL22034,MAT585440,MAT585440,Finished Good - Air Conference,,X
PL47629,PL47629,MAT400347,MAT400347,Finished Good - Spend Natural,X,
PL10815,PL10815,MAT610838,MAT610838,Finished Good - Million Table,X,X
PL10540,PL10540,MAT655174,MAT655174,Finished Good - Model Result,X,
PL60213,PL60213,MAT982851,MAT982851,Finished Good - Professor International,X,X
PL21738,PL21738,MAT391094,MAT391094,Finished Good - Allow Score,X,X
PL50120,PL50120,MAT184558,MAT184558,Finished Good - For Pretty,,
PL92646,PL92646,MAT965607,MAT965607,Finished Good - Million People,X,
PL61908,PL61908,MAT165902,MAT165902,Finished Good - Computer Bring,,X
PL20040,PL20040,MAT977886,MAT977886,Finished Good - Reach Kind,,
PL68857,PL68857,MAT209516,MAT209516,Finished Good - Watch If,,
PL28053,PL28053,MAT375830,MAT375830,Finished Good - Use Central,X,
PL72151,PL72151,MAT738369,MAT738369,Finished Good - Perform Hear,,
PL50942,PL50942,MAT604173,MAT604173,Finished Good - Affect Point,,X
PL67584,PL67584,MAT876450,MAT876450,Finished Good - Center Four,,
PL18688,PL18688,MAT145443,MAT145443,Finished Good - Media Only,X,X
PL62896,PL62896,MAT557181,MAT557181,Finished Good - Deal Whatever,X,
PL53032,PL53032,MAT154096,MAT154096,Finished Good - Dream Matter,X,
PL36543,PL36543,MAT458321,MAT458321,Finished Good - Where Offer,,X
PL62026,PL62026,MAT581092,MAT581092,Finished Good - Seem Service,X,X
PL18581,PL18581,MAT797118,MAT797118,Finished Good - Thus Term,,
PL81211,PL81211,MAT872859,MAT872859,Finished Good - Large Source,X,
PL61227,PL61227,MAT610521,MAT610521,Finished Good - Least Get,,
PL42282,PL42282,MAT318905,MAT318905,Finished Good - Interesting Agree,,X
PL49370,PL49370,MAT780250,MAT780250,Finished Good - Edge South,X,
PL87775,PL87775,MAT638355,MAT638355,Finished Good - Start Likely,,X
PL25036,PL25036,MAT742176,MAT742176,Finished Good - Network Avoid,X,
PL38243,PL38243,MAT464450,MAT464450,Finished Good - Professor But,,
PL47642,PL47642,MAT956470,MAT956470,Finished Good - Up Physical,X,
PL70035,PL70035,MAT484284,MAT484284,Finished Good - Charge Him,X,
PL35479,PL35479,MAT165078,MAT165078,Finished Good - Law State,,X
PL96431,PL96431,MAT521986,MAT521986,Finished Good - Catch Situation,X,X
PL82514,PL82514,MAT837704,MAT837704,Finished Good - Full Girl,,
PL44852,PL44852,MAT403957,MAT403957,Finished Good - Account Face,,
PL11236,PL11236,MAT220666,MAT220666,Finished Good - Prevent Well,X,
PL47563,PL47563,MAT261158,MAT261158,Finished Good - Occur Chance,X,X
PL39455,PL39455,MAT180629,MAT180629,Finished Good - Door Inside,X,X
PL15103,PL15103,MAT325486,MAT325486,Finished Good - True Blood,,
PL88162,PL88162,MAT487177,MAT487177,Finished Good - Artist Pick,X,
PL72394,PL72394,MAT283178,MAT283178,Finished Good - Rest Almost,,X
PL36821,PL36821,MAT593373,MAT593373,Finished Good - Hour Lead,,X
PL59356,PL59356,MAT839659,MAT839659,Finished Good - However Fund,X,
PL58537,PL58537,MAT128790,MAT128790,Finished Good - East Case,,X
PL13277,PL13277,MAT678371,MAT678371,Finished Good - Travel Few,,
PL16022,PL16022,MAT241950,MAT241950,Finished Good - Officer Tv,X,X
PL19245,PL19245,MAT550879,MAT550879,Finished Good - Beautiful East,X,
PL21420,PL21420,MAT694426,MAT694426,Finished Good - North Economic,,X
PL14889,PL14889,MAT509244,MAT509244,Finished Good - Fill Evening,,X
PL15318,PL15318,MAT806723,MAT806723,Finished Good - Cause My,,
PL88941,PL88941,MAT909826,MAT909826,Finished Good - Adult Give,,
PL43625,PL43625,MAT276383,MAT276383,Finished Good - Skin Provide,,X
PL78884,PL78884,MAT189217,MAT189217,Finished Good - Maintain Material,,
PL18911,PL18911,MAT954633,MAT954633,Finished Good - Chance Certainly,,X
PL41042,PL41042,MAT318273,MAT318273,Finished Good - Find Name,,
PL63846,PL63846,MAT542880,MAT542880,Finished Good - Stage Through,,X
PL54699,PL54699,MAT228776,MAT228776,Finished Good - Likely Next,X,X
PL41438,PL41438,MAT232192,MAT232192,Finished Good - Popular Top,,
PL10376,PL10376,MAT504701,MAT504701,Finished Good - Talk Police,X,X
PL75414,PL75414,MAT333831,MAT333831,Finished Good - Later Answer,,X
PL18741,PL18741,MAT784969,MAT784969,Finished Good - Soldier Cost,X,X
PL67078,PL67078,MAT847757,MAT847757,Finished Good - Region Agency,,X
PL24497,PL24497,MAT349111,MAT349111,Finished Good - Thousand Two,X,X
PL82215,PL82215,MAT391943,MAT391943,Finished Good - Bad Born,X,X
PL22155,PL22155,MAT766733,MAT766733,Finished Good - Different Listen,,
PL30465,PL30465,MAT982747,MAT982747,Finished Good - Evidence Tonight,X,
PL43504,PL43504,MAT317755,MAT317755,Finished Good - Degree Product,,
PL59095,PL59095,MAT280019,MAT280019,Finished Good - Democrat Where,X,
PL94780,PL94780,MAT191457,MAT191457,Finished Good - Home Usually,X,X
PL19274,PL19274,MAT823910,MAT823910,Finished Good - Risk Hotel,X,
PL28123,PL28123,MAT395927,MAT395927,Finished Good - Night Oil,X,X
PL45813,PL45813,MAT327146,MAT327146,Finished Good - Training Skin,X,
PL59956,PL59956,MAT654732,MAT654732,Finished Good - Either Such,X,X
PL50951,PL50951,MAT381455,MAT381455,Finished Good - Reach Since,X,
PL12606,PL12606,MAT230898,MAT230898,Finished Good - Table Pressure,,X
PL53056,PL53056,MAT308874,MAT308874,Finished Good - Million International,X,X
